*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2010 181    32    0.0   12.7   13.6   17.8   35.7   0.41   33.5   21.5   27.4   29.4   12.9   27.4   29.4  190.1  389.8   0.00   0.00
 2010 182    33    0.0   12.7   13.6   16.8   33.6   0.44   33.5   20.0   26.6   28.9   11.5   26.6   28.9  259.2  389.8   0.00   0.00
 2010 183    34    0.0   12.7   13.6   17.1   34.2   0.43   31.5   22.0   26.6   28.3    8.2   26.6   28.3  302.4  389.8   0.00   0.00
 2010 184    35    0.0   12.7   13.6   16.8   33.6   0.44   31.2   21.5   26.3   27.9    9.1   26.3   27.9  129.6  389.8   0.00   0.00
 2010 185    36    0.0   12.7   13.6   24.8   49.6   0.17   33.5   21.5   27.4   29.4   12.6   27.4   29.4  146.9  389.8   0.00   0.00
 2010 186    37    0.0   12.7   13.6   21.2   42.5   0.29   35.2   23.5   29.2   31.3   16.3   29.2   31.3  207.4  389.8   0.00   0.00
 2010 187    38    0.0   12.7   13.6   19.8   39.5   0.34   35.0   22.5   28.6   30.7   15.1   28.6   30.7  276.5  389.8   0.00   0.00
 2010 188    39    0.0   12.7   13.6   18.4   36.9   0.39   33.0   22.4   27.6   29.4   14.3   27.6   29.4  198.7  389.8   0.00   0.00
 2010 189    40    0.0   12.7   13.6   18.5   36.9   0.39   33.5   24.2   28.8   30.4   16.0   28.8   30.4  103.7  389.8   0.00   0.00
 2010 190    41    0.0   12.7   13.6   19.2   38.4   0.36   34.0   21.5   27.6   29.8    9.7   27.6   29.8   77.8  389.8   0.00   0.00
 2010 191    42    7.0   12.7   13.6   17.0   34.0   0.43   34.0   19.5   26.6   29.1   11.0   26.6   29.1  198.7  389.8   0.00   0.00
 2010 192    43   30.0   12.7   13.6   21.4   42.9   0.29   34.5   21.0   27.6   29.9   14.6   27.6   29.9  198.7  389.8   0.00   0.00
 2010 193    44   22.0   12.7   13.6   12.8   25.7   0.57   31.8   20.5   26.0   27.9   15.5   26.0   27.9   51.8  389.8   0.00   0.00
 2010 194    45    0.0   12.7   13.6   26.1   52.1   0.13   32.0   21.5   26.6   28.4   14.9   26.6   28.4   77.8  389.8   0.00   0.00
 2010 195    46    0.0   12.7   13.6   21.3   42.6   0.29   33.5   22.5   27.9   29.8   15.8   27.9   29.8  146.9  389.8   0.00   0.00
 2010 196    47    0.0   12.7   13.6   23.3   46.5   0.23   34.2   21.5   27.7   29.9   16.7   27.7   29.9  285.1  389.9   0.00   0.00
 2010 197    48    1.5   12.7   13.6   20.0   40.0   0.33   33.2   24.0   28.5   30.1   19.3   28.5   30.1  250.6  389.9   0.00   0.00
 2010 198    49    0.0   12.7   13.6   20.0   40.0   0.33   33.0   20.6   26.7   28.8   16.2   26.7   28.8  138.2  389.9   0.00   0.00
 2010 199    50    0.0   12.7   13.6   25.2   50.5   0.16   32.8   21.8   27.1   29.0   16.3   27.1   29.0  190.1  389.9   0.00   0.00
 2010 200    51    3.0   12.7   13.5   25.4   50.8   0.15   33.2   23.2   28.1   29.8   17.2   28.1   29.8  224.6  389.9   0.00   0.00
 2010 201    52    0.0   12.6   13.5   12.6   25.1   0.58   32.0   20.5   26.1   28.1   15.9   26.1   28.1  276.5  389.9   0.00   0.00
 2010 202    53    0.0   12.6   13.5   24.8   49.6   0.17   30.5   23.0   26.7   27.9   17.9   26.7   27.9  311.0  389.9   0.00   0.00
 2010 203    54   20.0   12.6   13.5   19.3   38.6   0.36   29.0   21.2   25.0   26.4   17.3   25.0   26.4  276.5  389.9   0.00   0.00
 2010 204    55   37.5   12.6   13.5    9.4   18.9   0.69   32.0   20.0   25.9   27.9   15.6   25.9   27.9  259.2  389.9   0.00   0.00
 2010 205    56    4.0   12.6   13.5    9.4   18.9   0.69   27.0   20.0   23.4   24.6   15.6   23.4   24.6  276.5  389.9   0.00   0.00
 2010 206    57    0.0   12.6   13.5   22.0   44.1   0.27   29.2   20.0   24.5   26.1   13.2   24.5   26.1  259.2  389.9   0.00   0.00
 2010 207    58    0.0   12.6   13.5   18.4   36.9   0.39   29.5   21.0   25.1   26.6   13.9   25.1   26.6  190.1  389.9   0.00   0.00
 2010 208    59   48.0   12.6   13.5   20.0   39.9   0.34   30.0   21.2   25.5   27.0   15.3   25.5   27.0  146.9  389.9   0.00   0.00
 2010 209    60    0.0   12.6   13.5   15.6   31.2   0.48   31.0   20.5   25.6   27.4   12.7   25.6   27.4  216.0  389.9   0.00   0.00
 2010 210    61   35.0   12.6   13.5   14.4   28.8   0.52   29.5   20.5   24.9   26.4   15.3   24.9   26.4  181.4  389.9   0.00   0.00
 2010 211    62    1.0   12.6   13.5   18.5   37.0   0.38   32.0   20.7   26.2   28.1   16.1   26.2   28.1  155.5  389.9   0.00   0.00
 2010 212    63    8.0   12.6   13.4   23.0   46.0   0.23   31.5   20.5   25.9   27.7   13.9   25.9   27.7  181.4  389.9   0.00   0.00
 2010 213    64   38.0   12.6   13.4   21.8   43.6   0.27   31.0   20.5   25.6   27.4   14.4   25.6   27.4  129.6  389.9   0.00   0.00
 2010 214    65    3.0   12.5   13.4   26.8   53.6   0.11   31.5   21.0   26.1   27.9   14.6   26.1   27.9   69.1  389.9   0.00   0.00
 2010 215    66    5.0   12.5   13.4   21.5   43.1   0.28   33.0   21.5   27.1   29.0   14.6   27.1   29.0   60.5  389.9   0.00   0.00
 2010 216    67   35.0   12.5   13.4   21.5   43.1   0.28   33.5   21.0   27.1   29.2   16.8   27.1   29.2  172.8  389.9   0.00   0.00
 2010 217    68    0.0   12.5   13.4   23.8   47.6   0.21   30.0   19.2   24.5   26.3   14.1   24.5   26.3  207.4  389.9   0.00   0.00
 2010 218    69   26.0   12.5   13.4   18.5   37.1   0.38   31.5   19.2   25.2   27.3   14.5   25.2   27.3  121.0  389.9   0.00   0.00
 2010 219    70   11.0   12.5   13.4   23.7   47.4   0.21   31.8   20.5   26.0   27.9   16.1   26.0   27.9   86.4  389.9   0.00   0.00
 2010 220    71    1.5   12.5   13.4   20.8   41.6   0.31   30.8   19.5   25.0   26.9   13.7   25.0   26.9   95.0  389.9   0.00   0.00
 2010 221    72    0.0   12.5   13.3    9.4   18.9   0.68   29.5   21.2   25.3   26.7   18.1   25.3   26.7  138.2  389.9   0.00   0.00
 2010 222    73    0.0   12.5   13.3   17.0   34.1   0.43   30.2   21.5   25.7   27.2   17.3   25.7   27.2  164.2  389.9   0.00   0.00
 2010 223    74    7.0   12.5   13.3   11.3   22.6   0.62   29.2   19.8   24.4   26.0   16.4   24.4   26.0  146.9  389.9   0.00   0.00
 2010 224    75    0.0   12.5   13.3   17.0   34.1   0.43   28.5   20.5   24.4   25.7   13.0   24.4   25.7   86.4  389.9   0.00   0.00
 2010 225    76    0.0   12.4   13.3   24.0   48.1   0.20   30.0   21.0   25.4   26.9   16.0   25.4   26.9  190.1  389.9   0.00   0.00
 2010 226    77   93.0   12.4   13.3   11.7   23.5   0.61   30.2   21.0   25.5   27.0   16.6   25.5   27.0  103.7  389.9   0.00   0.00
 2010 227    78    0.0   12.4   13.3   19.8   39.6   0.34   28.8   19.0   23.7   25.4   14.1   23.7   25.4   25.9  390.1   0.00   0.00
 2010 228    79    0.0   12.4   13.3   26.5   53.0   0.11   30.0   18.6   24.1   26.0   13.0   24.1   26.0   69.1  390.1   0.00   0.00
 2010 229    80   38.0   12.4   13.3   18.8   37.5   0.37   32.5   21.0   26.6   28.5   16.4   26.6   28.5   77.8  390.1   0.00   0.00
 2010 230    81    0.0   12.4   13.2   21.6   43.3   0.27   32.0   17.5   24.5   27.0   10.6   24.5   27.0  181.4  390.1   0.00   0.00
 2010 231    82    0.0   12.4   13.2   25.0   50.0   0.16   32.2   20.0   25.9   28.0   13.5   25.9   28.0  181.4  390.1   0.00   0.00
 2010 232    83    0.0   12.4   13.2   25.8   51.6   0.13   32.2   20.5   26.2   28.2   15.5   26.2   28.2  155.5  390.1   0.00   0.00
 2010 233    84   20.5   12.4   13.2   11.7   23.4   0.61   31.5   19.0   25.0   27.1   14.5   25.0   27.1  146.9  390.1   0.00   0.00
 2010 234    85    0.0   12.3   13.2   18.6   37.2   0.37   31.0   19.5   25.0   27.0   15.2   25.0   27.0  155.5  390.1   0.00   0.00
 2010 235    86    0.0   12.3   13.2   24.0   47.9   0.19   30.2   21.0   25.5   27.0   16.6   25.5   27.0  181.4  390.1   0.00   0.00
 2010 236    87    1.0   12.3   13.2   17.2   34.4   0.42   30.2   20.8   25.3   26.9   17.4   25.3   26.9  164.2  390.1   0.00   0.00
 2010 237    88    0.0   12.3   13.2   23.8   47.6   0.20   30.2   20.0   25.0   26.7   12.7   25.0   26.7  112.3  390.1   0.00   0.00
 2010 238    89   24.0   12.3   13.2   21.0   42.1   0.29   32.2   21.0   26.4   28.3   14.9   26.4   28.3  129.6  390.1   0.00   0.00
 2010 239    90    0.0   12.3   13.1   15.5   31.1   0.47   31.5   18.8   24.9   27.0   13.4   24.9   27.0  207.4  390.1   0.00   0.00
 2010 240    91   21.0   12.3   13.1   23.2   46.4   0.21   30.8   20.5   25.4   27.2   15.1   25.4   27.2  181.4  390.1   0.00   0.00
 2010 241    92    0.0   12.3   13.1   21.3   42.7   0.28   31.2   19.2   25.0   27.0   13.9   25.0   27.0  138.2  390.1   0.00   0.00
 2010 242    93    0.0   12.3   13.1   25.6   51.2   0.13   32.0   20.5   26.0   28.0   14.8   26.0   28.0  146.9  390.1   0.00   0.00
 2010 243    94   30.0   12.2   13.1   17.2   34.4   0.42   31.2   19.8   25.3   27.2   15.8   25.3   27.2  138.2  390.1   0.00   0.00
 2010 244    95   15.0   12.2   13.1   14.9   29.8   0.49   31.0   20.0   25.3   27.1   14.1   25.3   27.1  103.7  390.1   0.00   0.00
 2010 245    96    4.0   12.2   13.1   18.5   37.1   0.37   30.5   20.0   25.1   26.8   16.6   25.1   26.8  172.8  390.1   0.00   0.00
 2010 246    97   27.0   12.2   13.1   15.5   31.0   0.47   29.8   19.8   24.6   26.2   17.0   24.6   26.2  138.2  390.1   0.00   0.00
 2010 247    98    0.0   12.2   13.0   13.9   27.9   0.52   28.5   19.0   23.6   25.1   14.9   23.6   25.1  138.2  390.1   0.00   0.00
 2010 248    99    0.0   12.2   13.0   19.0   38.0   0.35   29.8   21.2   25.3   26.7   16.2   25.3   26.7   95.0  390.1   0.00   0.00
 2010 249   100   64.0   12.2   13.0    9.3   18.6   0.68   33.5   19.0   26.0   28.4   14.3   26.0   28.4  146.9  390.1   0.00   0.00
 2010 250   101    0.0   12.2   13.0   15.7   31.5   0.46   26.8   19.5   23.0   24.2   13.9   23.0   24.2  181.4  390.1   0.00   0.00
 2010 251   102    9.0   12.2   13.0   21.1   42.2   0.27   30.7   20.5   25.4   27.1   16.5   25.4   27.1  121.0  390.1   0.00   0.00
 2010 252   103    9.0   12.1   13.0   14.0   28.1   0.52   30.0   20.5   25.1   26.6   14.2   25.1   26.6   43.2  390.1   0.00   0.00
 2010 253   104    0.0   12.1   13.0   23.5   47.0   0.19   30.0   20.0   24.8   26.4   13.7   24.8   26.4  146.9  390.1   0.00   0.00
 2010 254   105    0.0   12.1   13.0   24.6   49.1   0.15   31.0   20.5   25.5   27.3   15.5   25.5   27.3  138.2  390.1   0.00   0.00
 2010 255   106   19.0   12.1   12.9   23.0   46.0   0.20   31.8   21.2   26.3   28.0   15.1   26.3   28.0  121.0  390.1   0.00   0.00
 2010 256   107    0.0   12.1   12.9   17.3   34.7   0.40   31.0   19.2   24.9   26.8   12.3   24.9   26.8   43.2  390.1   0.00   0.00
 2010 257   108   14.0   12.1   12.9   17.9   35.9   0.38   29.5   21.5   25.3   26.6   16.7   25.3   26.6   69.1  390.1   0.00   0.00
 2010 258   109   65.0   12.1   12.9   24.8   49.6   0.14   29.5   20.5   24.8   26.3   15.5   24.8   26.3  155.5  390.3   0.00   0.00
 2010 259   110    0.0   12.1   12.9   17.6   35.2   0.39   34.5   18.5   26.2   28.8   12.5   26.2   28.8   77.8  390.3   0.00   0.00
 2010 260   111    5.5   12.0   12.9    9.3   18.7   0.67   30.8   21.5   25.9   27.4   16.9   25.9   27.4  121.0  390.3   0.00   0.00
 2010 261   112    0.0   12.0   12.9   15.4   30.8   0.46   28.5   19.2   23.7   25.2   15.5   23.7   25.2   95.0  390.3   0.00   0.00
 2010 262   113    4.0   12.0   12.9   21.3   42.6   0.25   31.0   20.5   25.5   27.2   16.1   25.5   27.2  138.2  390.3   0.00   0.00
 2010 263   114    6.5   12.0   12.8   21.0   42.0   0.26   31.5   19.5   25.2   27.2   13.2   25.2   27.2  103.7  390.3   0.00   0.00
 2010 264   115    0.0   12.0   12.8   23.9   47.7   0.16   31.5   19.5   25.2   27.7   13.2   25.2   27.7  103.7  390.3   0.00   0.00
 2010 265   116   17.0   12.0   12.8   24.1   48.2   0.14   32.0   19.5   25.5   28.0   13.2   25.5   28.0   95.0  390.3   0.00   0.00
 2010 266   117    0.0   12.0   12.8   23.2   46.4   0.18   32.5   20.0   26.0   28.5   15.8   26.0   28.5  129.6  390.3   0.00   0.00
 2010 267   118    4.0   12.0   12.8   24.1   48.1   0.14   32.5   20.5   26.2   28.6   15.9   26.2   28.6  146.9  390.3   0.00   0.00
 2010 268   119    0.0   11.9   12.8   23.3   46.5   0.17   33.2   19.5   26.1   28.8   13.7   26.1   28.8  112.3  390.3   0.00   0.00
 2010 269   120    0.0   11.9   12.8   25.2   50.4   0.10   33.5   22.0   27.5   29.8   17.2   27.5   29.8  121.0  390.3   0.00   0.00
 2010 270   121    0.0   11.9   12.8   25.6   51.2   0.08   33.8   21.5   27.3   29.8   15.6   27.3   29.8   69.1  390.3   0.00   0.00
 2010 271   122    2.5   11.9   12.7   13.5   27.0   0.51   32.0   19.5   25.5   28.0   14.5   25.5   28.0  103.7  390.3   0.00   0.00
 2010 272   123    1.5   11.9   12.7   15.0   30.0   0.46   30.2   19.2   24.5   26.7   13.2   24.5   26.7  121.0  390.3   0.00   0.00
 2010 273   124    0.0   11.9   12.7   24.7   49.5   0.10   32.0   19.5   25.5   28.0   12.5   25.5   28.0  112.3  390.3   0.00   0.00
 2010 274   125    0.0   11.9   12.7   23.2   46.4   0.16   34.0   20.5   26.9   29.6   14.8   26.9   29.6  164.2  390.3   0.00   0.00
 2010 275   126    8.0   11.9   12.7   13.4   26.8   0.51   33.2   18.8   25.7   28.6   12.0   25.7   28.6  155.5  390.3   0.00   0.00
 2010 276   127    0.0   11.9   12.7   24.8   49.5   0.09   30.5   19.0   24.5   26.8   13.8   24.5   26.8  112.3  390.3   0.00   0.00
 2010 277   128    0.0   11.8   12.7   23.8   47.6   0.13   33.5   19.5   26.2   29.0   14.1   26.2   29.0  129.6  390.3   0.00   0.00
 2010 278   129    0.0   11.8   12.7   22.4   44.8   0.17   33.2   19.5   26.0   28.8   13.7   26.0   28.8  190.1  390.3   0.00   0.00
 2010 279   130    1.0   11.8   12.7   20.9   41.8   0.23   31.0   20.2   25.4   27.5   15.9   25.4   27.5  164.2  390.3   0.00   0.00
 2010 280   131    5.0   11.8   12.6   14.7   29.5   0.45   32.2   20.5   26.1   28.4   16.3   26.1   28.4   86.4  390.3   0.00   0.00
 2010 281   132    4.0   11.8   12.6   16.3   32.7   0.39   30.2   20.2   25.0   27.0   16.7   25.0   27.0   77.8  390.3   0.00   0.00
 2010 282   133    0.0   11.8   12.6   21.5   43.0   0.20   31.2   20.5   25.6   27.8   15.3   25.6   27.8   86.4  390.3   0.00   0.00
 2010 283   134    0.0   11.8   12.6   23.8   47.6   0.11   33.8   20.5   26.8   29.4   12.7   26.8   29.4   86.4  390.3   0.00   0.00
 2010 284   135    0.0   11.8   12.6   13.3   26.5   0.50   28.5   21.0   24.6   26.1   16.4   24.6   26.1  198.7  390.3   0.00   0.00
 2010 285   136  100.0   11.7   12.6   21.2   42.4   0.20   31.8   21.0   26.1   28.2   16.8   26.1   28.2   69.0  390.3   0.00   0.00
 2010 286   137    0.0   11.7   12.6   15.9   31.7   0.40   33.0   18.5   25.4   28.3   13.8   25.4   28.3  112.3  390.3   0.00   0.00
 2010 287   138   43.0   11.7   12.6   17.3   34.6   0.34   31.5   22.0   26.5   28.4   18.6   26.5   28.4  112.3  390.3   0.00   0.00
 2010 288   139    0.0   11.7   12.6    8.6   17.2   0.67   32.5   21.5   26.7   28.9   14.4   26.7   28.9   95.0  390.4   0.00   0.00
 2010 289   140    0.0   11.7   12.5    8.6   17.1   0.67   32.2   18.0   24.8   27.6   12.3   24.8   27.6   34.6  390.4   0.00   0.00
 2010 290   141    0.0   11.7   12.5   18.5   36.9   0.29   33.8   21.0   27.0   29.6   15.3   27.0   29.6  155.5  390.4   0.00   0.00
 2010 291   142    0.0   11.7   12.5   21.9   43.8   0.16   34.5   20.5   27.1   29.9   14.6   27.1   29.9  138.2  390.4   0.00   0.00
 2010 292   143    0.0   11.7   12.5   23.0   46.1   0.11   33.8   21.8   27.4   29.8   17.9   27.4   29.8  155.5  390.4   0.00   0.00
 2010 293   144    0.0   11.7   12.5   16.9   33.8   0.35   33.8   21.0   27.0   29.6   16.0   27.0   29.6  172.8  390.4   0.00   0.00
 2010 294   145    0.0   11.6   12.5   20.2   40.3   0.22   35.2   19.5   27.0   30.1   13.2   27.0   30.1  155.5  390.4   0.00   0.00
 2010 295   146    0.0   11.6   12.5   21.4   42.8   0.16   33.5   18.5   25.6   28.6    8.5   25.6   28.6   77.8  390.4   0.00   0.00
 2010 296   147    0.0   11.6   12.5   22.8   45.6   0.11   34.8   19.5   26.7   29.8   13.0   26.7   29.8   60.5  390.4   0.00   0.00
