*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2010 183    34    32   15.4    0.0   15.4   0.00   3.01   17.0   13.5    1.9    3.0   3.01   1.14    0.00    0.11
 2010 184    35    33   16.9    0.0   16.9   0.00   2.97   18.7   14.6    2.3    3.0   2.97   1.14    0.00    0.13
 2010 185    36    34   18.8    0.0   18.8   0.00   2.93   21.2   15.9    2.9    2.9   2.93   1.20    0.00    0.14
 2010 186    37    35   20.9    0.0   20.9   0.00   2.89   23.5   17.4    3.5    2.9   2.89   1.14    0.00    0.16
 2010 187    38    36   23.1    0.0   23.1   0.00   2.85   25.9   18.9    4.2    2.9   2.85   1.13    0.00    0.18
 2010 188    39    37   25.3    0.0   25.3   0.00   2.82   28.3   20.3    5.1    2.8   2.82   1.12    0.00    0.20
 2010 189    40    38   28.4    0.0   28.4   0.00   2.78   31.3   21.0    7.4    2.8   2.78   1.08    0.00    0.22
 2010 190    41    39   31.7    0.0   31.7   0.00   2.74   34.7   21.7   10.0    2.7   2.74   1.08    0.00    0.24
 2010 191    42    40   34.5    0.0   34.5   0.00   2.71   37.6   22.3   12.2    2.7   2.71   1.08    0.00    0.26
 2010 192    43    41   38.2    0.0   38.2   0.00   2.67   41.3   23.0   15.2    2.7   2.67   1.09    0.00    0.28
 2010 193    44    42   40.2    0.0   40.2   0.00   2.64   43.4   23.4   16.9    2.6   2.64   1.08    0.00    0.30
 2010 194    45    43   44.7    0.0   44.7   0.00   2.61   48.1   24.3   20.4    2.6   2.61   1.10    0.00    0.32
 2010 195    46    44   48.2    0.0   48.2   0.00   2.58   51.7   24.9   23.3    2.6   2.58   1.09    0.00    0.35
 2010 196    47    45   52.1    0.0   52.1   0.00   2.55   55.7   25.7   26.4    2.5   2.55   1.09    0.00    0.37
 2010 197    48    46   55.3    0.0   55.3   0.00   2.52   58.9   26.2   29.1    2.5   2.52   1.09    0.00    0.39
 2010 198    49    47   58.4    0.0   58.4   0.00   2.49   62.2   26.7   31.7    2.5   2.49   1.09    0.00    0.41
 2010 199    50    48   62.1    0.0   62.1   0.00   2.47   66.2   27.5   34.6    2.5   2.47   1.11    0.00    0.44
 2010 200    51    49   65.6    0.0   65.6   0.00   2.44   69.8   28.3   37.3    2.4   2.44   1.11    0.00    0.46
 2010 201    52    50   66.6    0.0   66.6   0.00   2.40   70.8   28.3   38.3    2.4   2.40   1.08    0.00    0.49
 2010 202    53    51   69.9    0.0   69.9   0.00   2.40   74.6   29.3   40.6    2.4   2.40   1.12    0.00    0.51
 2010 203    54    52   71.8    0.0   71.8   0.00   2.37   76.4   29.8   42.0    2.4   2.37   1.08    0.00    0.54
 2010 204    55    53   71.8    0.0   71.8   0.00   2.32   76.4   29.6   42.2    2.3   2.32   1.08    0.00    0.54
 2010 205    56    54   72.5    0.0   72.5   0.00   2.30   77.1   29.7   42.8    2.3   2.30   1.07    0.00    0.57
 2010 206    57    55   74.9    0.0   74.9   0.00   2.33   80.1   30.9   44.0    2.3   2.33   1.12    0.00    0.60
 2010 207    58    56   75.4    0.0   75.4   0.00   2.30   80.5   31.3   44.1    2.3   2.30   1.08    0.00    0.63
 2010 208    59    57   76.5    0.0   76.5   0.00   2.30   81.6   30.9   45.6    2.3   2.30   1.08    0.00    0.65
 2010 209    60    58   76.5    0.0   76.5   0.00   2.28   81.6   30.3   46.2    2.3   2.28   1.07    0.00    0.65
 2010 210    61    59   76.5    0.0   76.5   0.00   2.27   81.6   29.7   46.8    2.3   2.27   1.07    0.00    0.65
 2010 211    62    60   76.5    0.0   76.5   0.00   2.26   81.6   29.1   47.4    2.3   2.26   1.06    0.00    0.65
 2010 212    63    61   76.5    0.0   76.5   0.00   2.25   81.6   28.5   48.0    2.3   2.25   1.05    0.00    0.65
 2010 213    64    62   76.5    0.0   76.5   0.00   2.25   81.6   27.8   48.7    2.2   2.25   1.04    0.00    0.65
 2010 214    65    63   76.5    0.0   76.5   0.00   2.24   81.6   27.2   49.3    2.2   2.24   1.02    0.00    0.65
 2010 215    66    64   76.5    0.0   76.5   0.00   2.24   81.6   26.6   50.0    2.2   2.24   1.01    0.00    0.65
 2010 216    67    65   76.5    0.0   76.5   0.00   2.24   81.6   25.9   50.6    2.2   2.24   1.00    0.00    0.65
 2010 217    68    66   76.5    1.8   74.8   1.70   2.19   81.6   25.3   49.4    2.2   2.19   0.96    0.00    0.65
 2010 218    69    67   76.5    3.5   73.0   1.71   2.14   81.6   24.7   48.3    2.1   2.14   0.93    0.00    0.65
 2010 219    70    68   76.5    5.3   71.2   1.71   2.09   81.6   24.1   47.1    2.1   2.09   0.90    0.00    0.65
 2010 220    71    69   76.5    7.1   69.4   1.71   2.04   81.6   23.5   45.9    2.0   2.04   0.87    0.00    0.65
 2010 221    72    70   76.5    8.9   67.6   1.71   1.99   81.6   23.0   44.6    2.0   1.99   0.87    0.00    0.65
 2010 222    73    71   76.5   10.7   65.9   1.71   1.93   81.6   22.3   43.5    1.9   1.93   0.86    0.00    0.65
 2010 223    74    72   76.5   12.4   64.1   1.71   1.88   81.6   21.7   42.4    1.9   1.88   0.86    0.00    0.65
 2010 224    75    73   76.5   14.2   62.3   1.71   1.83   81.6   21.1   41.2    1.8   1.83   0.85    0.00    0.65
 2010 225    76    74   76.5   16.0   60.6   1.71   1.78   81.6   20.5   40.0    1.8   1.78   0.82    0.00    0.65
 2010 226    77    75   76.5   17.7   58.8   1.71   1.72   81.6   19.9   38.9    1.7   1.72   0.82    0.00    0.65
 2010 227    78    76   76.5   19.5   57.0   1.71   1.67   81.6   19.3   37.7    1.7   1.67   0.80    0.00    0.65
 2010 228    79    77   76.5   21.3   55.3   1.71   1.62   81.6   18.7   36.5    1.6   1.62   0.77    0.00    0.65
 2010 229    80    78   76.5   23.1   53.4   1.71   1.57   81.6   18.1   35.3    1.6   1.57   0.76    0.00    0.65
 2010 230    81    79   76.5   24.8   51.7   1.71   1.52   81.6   17.5   34.2    1.5   1.52   0.74    0.00    0.65
 2010 231    82    80   76.5   26.6   49.9   1.71   1.46   81.6   16.9   33.0    1.5   1.46   0.72    0.00    0.65
 2010 232    83    81   76.5   28.4   48.1   1.71   1.41   81.6   16.3   31.8    1.4   1.41   0.70    0.00    0.65
 2010 233    84    82   76.5   30.2   46.3   1.71   1.36   81.6   15.7   30.6    1.4   1.36   0.70    0.00    0.65
 2010 234    85    83   73.9   32.0   42.0   1.71   1.23   82.3   14.2   27.8    1.2   1.23   1.08    0.00    0.68
 2010 235    86    84   75.0   33.7   41.3   1.71   1.21   83.8   14.0   27.3    1.2   1.21   1.09    0.00    0.73
 2010 236    87    85   75.5   35.5   40.0   1.71   1.17   84.2   13.5   26.4    1.2   1.17   1.07    0.00    0.78
 2010 237    88    86   76.6   37.3   39.3   1.71   1.15   85.7   13.3   26.0    1.2   1.15   1.09    0.00    0.82
 2010 238    89    87   77.3   39.1   38.2   1.71   1.12   86.4   13.0   25.3    1.1   1.12   1.08    0.00    0.87
 2010 239    90    88   78.0   40.9   37.1   1.71   1.09   87.0   12.6   24.5    1.1   1.09   1.07    0.00    0.92
 2010 240    91    89   79.1   42.6   36.5   1.71   1.07   88.4   12.4   24.1    1.1   1.07   1.08    0.00    0.97
 2010 241    92    90   80.0   44.4   35.6   1.71   1.04   89.3   12.1   23.5    1.0   1.04   1.08    0.00    1.01
 2010 242    93    91   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 243    94    92   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 244    95    93   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 245    96    94   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 246    97    95   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 247    98    96   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 248    99    97   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 249   100    98   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 250   101    99   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 251   102   100   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 252   103   101   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 253   104   102   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 254   105   103   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 255   106   104   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 256   107   105   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 257   108   106   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 258   109   107   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 259   110   108   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 260   111   109   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 261   112   110   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 262   113   111   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 263   114   112   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 264   115   113   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 265   116   114   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 266   117   115   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 267   118   116   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 268   119   117   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 269   120   118   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 270   121   119   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 271   122   120   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 272   123   121   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 273   124   122   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 274   125   123   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 275   126   124   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 276   127   125   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 277   128   126   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 278   129   127   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 279   130   128   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 280   131   129   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 281   132   130   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 282   133   131   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 283   134   132   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 284   135   133   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 285   136   134   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 286   137   135   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 287   138   136   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 288   139   137   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 289   140   138   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 290   141   139   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 291   142   140   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 292   143   141   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 293   144   142   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 294   145   143   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 295   146   144   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
 2010 296   147   145   81.0   46.2   34.8   1.71   1.02   90.6   11.8   23.0    1.0   1.02   1.08    0.00    1.06
