*SOM N DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                                                                                                                                                                                                                                                                                                                                                                                                                Cumul.
!               <---- SOM N in top layers ----> <---------------- Total Soil Organic Nitrogen ----------------> <-------- Active Soil Organic Nitrogen (SOM1) --------> <---- Intermediate Soil Organic N (SOM2) -----> <------- Passive Soil Organic N (SOM3) -------> <----------------- Litter Nitrogen -------------------> <------------- Metabolic Litter Nitrogen -------------> <------------ Structural Litter Nitrogen ------------->  Res. N
!               20cm-kg  20cm-% 40cm-kg  40cm-%   Total Surface    Soil     0-5    5-15   15-30   30-60  60-120 Surface    Soil     0-5    5-15   15-30   30-60  60-120    Soil     0-5    5-15   15-30   30-60  60-120    Soil     0-5    5-15   15-30   30-60  60-120 Surface    Soil     0-5    5-15   15-30   30-60  60-120 Surface    Soil     0-5    5-15   15-30   30-60  60-120 Surface    Soil     0-5    5-15   15-30   30-60  60-120 (kg/ha)
@YEAR DOY   DAS  SNS20D  SN%20D  SNS40D  SN%40D    SOND    SN0D    SNTD    SN1D    SN2D    SN3D    SN4D   SN5+D   S1N0D   S1NTD   S1N1D   S1N2D   S1N3D   S1N4D  S1N5+D   S2NTD   S2N1D   S2N2D   S2N3D   S2N4D  S2N5+D   S3NTD   S3N1D   S3N2D   S3N3D   S3N4D  S3N5+D    LN0D    LNTD    LN1D    LN2D    LN3D    LN4D   LN5+D   MEN0D   MENTD   MEN1D   MEN2D   MEN3D   MEN4D  MEN5+D   STN0D   STNTD   STN1D   STN2D   STN3D   STN4D  STN5+D   RESNC
 2010 159    10    3504   0.106    2685   0.081   13664       0   13664     877    1752    2629    2799    5607       0     173      29      55      83       2       4    2259     365     731    1097      22      44   11229     483     966    1449    2774    5558    0.00    2.43    0.31    0.48    0.52    0.60    0.53    0.00    2.05    0.26    0.40    0.43    0.50    0.46    0.00    0.38    0.05    0.08    0.09    0.10    0.07       0
 2010 160    11    3502   0.105    2684   0.081   13660       0   13660     877    1750    2627    2799    5607       0     171      29      54      81       2       4    2258     365     730    1096      22      44   11229     483     966    1449    2774    5558    0.00    2.29    0.29    0.45    0.48    0.56    0.51    0.00    1.91    0.24    0.37    0.40    0.46    0.44    0.00    0.37    0.05    0.08    0.08    0.10    0.07       0
 2010 161    12    3500   0.105    2683   0.081   13657       0   13657     876    1749    2625    2799    5607       0     168      28      53      80       2       4    2257     365     730    1096      22      44   11229     483     966    1449    2774    5558    0.00    2.15    0.27    0.42    0.45    0.52    0.49    0.00    1.78    0.22    0.34    0.37    0.43    0.42    0.00    0.37    0.05    0.08    0.08    0.10    0.07       0
 2010 162    13    3498   0.105    2682   0.081   13653       0   13653     876    1748    2624    2799    5607       0     166      28      53      79       2       4    2256     365     730    1095      22      44   11229     483     966    1449    2774    5558    0.00    2.03    0.26    0.39    0.42    0.49    0.46    0.00    1.66    0.21    0.32    0.34    0.39    0.40    0.00    0.37    0.05    0.08    0.08    0.10    0.07       0
 2010 163    14    3496   0.105    2681   0.081   13650       0   13650     875    1747    2622    2799    5606       0     164      27      52      78       3       4    2256     365     730    1095      22      44   11229     483     966    1449    2774    5558    0.00    1.91    0.24    0.37    0.40    0.46    0.44    0.00    1.54    0.19    0.29    0.32    0.37    0.37    0.00    0.37    0.05    0.08    0.08    0.10    0.07       0
 2010 164    15    3494   0.105    2680   0.081   13647       0   13647     875    1746    2621    2799    5606       0     162      27      51      77       3       4    2255     365     729    1095      22      44   11229     483     966    1449    2774    5558    0.00    1.81    0.23    0.35    0.38    0.44    0.42    0.00    1.45    0.18    0.27    0.29    0.34    0.36    0.00    0.37    0.05    0.08    0.08    0.10    0.07       0
 2010 165    16    3492   0.105    2679   0.081   13644       0   13644     874    1746    2620    2799    5606       0     160      27      51      76       3       4    2254     365     729    1094      22      44   11229     483     966    1449    2774    5558    0.00    1.72    0.22    0.33    0.36    0.41    0.40    0.00    1.36    0.17    0.26    0.27    0.32    0.34    0.00    0.37    0.05    0.08    0.08    0.09    0.07       0
 2010 166    17    3491   0.105    2678   0.081   13642       0   13642     874    1745    2618    2799    5606       0     158      26      50      75       3       4    2253     365     729    1094      22      44   11229     483     966    1449    2774    5558    0.00    1.64    0.21    0.32    0.34    0.39    0.39    0.00    1.28    0.17    0.24    0.25    0.30    0.32    0.00    0.37    0.05    0.08    0.08    0.09    0.07       0
 2010 167    18    3489   0.105    2677   0.081   13639       0   13639     874    1744    2617    2799    5606       0     156      26      49      74       3       4    2253     364     729    1093      22      44   11228     483     966    1449    2774    5558    0.00    1.56    0.21    0.30    0.32    0.37    0.37    0.00    1.20    0.16    0.22    0.24    0.27    0.30    0.00    0.36    0.05    0.08    0.08    0.09    0.07       0
 2010 168    19    3487   0.105    2676   0.081   13636       0   13636     873    1743    2616    2799    5606       0     154      26      49      73       3       4    2252     364     728    1093      22      44   11228     483     966    1449    2774    5557    0.00    1.48    0.20    0.28    0.30    0.35    0.35    0.00    1.12    0.16    0.21    0.22    0.25    0.29    0.00    0.36    0.05    0.07    0.08    0.09    0.07       0
 2010 169    20    3485   0.105    2675   0.081   13633       0   13633     873    1742    2614    2799    5606       0     153      26      48      72       3       4    2251     364     728    1092      22      44   11228     483     966    1449    2774    5557    0.00    1.40    0.19    0.27    0.28    0.33    0.34    0.00    1.04    0.14    0.19    0.20    0.23    0.27    0.00    0.36    0.05    0.07    0.08    0.09    0.07       0
 2010 170    21    3484   0.105    2674   0.081   13630       0   13630     872    1741    2613    2798    5606       0     151      25      47      72       3       4    2250     364     728    1092      22      44   11228     483     966    1449    2774    5557    0.00    1.33    0.18    0.25    0.27    0.31    0.32    0.00    0.97    0.13    0.18    0.19    0.22    0.25    0.00    0.36    0.05    0.07    0.08    0.09    0.07       0
 2010 171    22    3482   0.105    2674   0.081   13628       0   13628     872    1740    2612    2798    5606       0     149      25      47      71       3       4    2249     364     727    1092      22      44   11228     483     966    1449    2774    5557    0.00    1.27    0.17    0.24    0.26    0.29    0.31    0.00    0.91    0.13    0.17    0.17    0.20    0.24    0.00    0.36    0.05    0.07    0.08    0.09    0.07       0
 2010 172    23    3480   0.105    2673   0.081   13625       0   13625     871    1739    2611    2798    5606       0     148      25      46      70       3       4    2248     364     727    1091      22      44   11228     483     966    1449    2773    5557    0.00    1.21    0.17    0.23    0.24    0.28    0.29    0.00    0.86    0.12    0.16    0.16    0.19    0.23    0.00    0.36    0.05    0.07    0.08    0.09    0.07       0
 2010 173    24    3479   0.105    2672   0.080   13623       0   13623     871    1739    2609    2798    5605       0     146      24      46      69       2       4    2247     364     727    1091      22      44   11228     483     966    1449    2773    5557    0.00    1.16    0.16    0.22    0.23    0.27    0.28    0.00    0.81    0.11    0.15    0.15    0.17    0.22    0.00    0.36    0.04    0.07    0.08    0.09    0.07       0
 2010 174    25    3477   0.105    2671   0.080   13620       0   13620     871    1738    2608    2798    5605       0     145      24      45      69       2       4    2247     364     727    1090      22      44   11228     483     966    1449    2773    5557    0.00    1.11    0.15    0.21    0.22    0.25    0.27    0.00    0.76    0.11    0.14    0.14    0.16    0.21    0.00    0.35    0.04    0.07    0.08    0.09    0.07       0
 2010 175    26    3476   0.105    2671   0.080   13618       0   13618     870    1737    2607    2798    5605       0     143      24      45      68       2       4    2246     364     726    1090      22      44   11228     483     966    1449    2773    5557    0.00    1.07    0.15    0.21    0.21    0.24    0.26    0.00    0.72    0.10    0.13    0.13    0.15    0.19    0.00    0.35    0.04    0.07    0.08    0.09    0.07       0
 2010 176    27    3474   0.105    2670   0.080   13615       0   13615     870    1736    2606    2798    5605       0     142      24      45      68       2       4    2245     363     726    1089      22      44   11227     483     966    1449    2773    5557    0.00    1.02    0.14    0.20    0.21    0.23    0.25    0.00    0.67    0.10    0.12    0.13    0.14    0.18    0.00    0.35    0.04    0.07    0.08    0.09    0.06       0
 2010 177    28    3472   0.105    2669   0.080   13612       0   13612     869    1735    2605    2798    5605       0     140      23      44      67       2       4    2244     363     726    1089      22      44   11227     483     966    1449    2773    5557    0.00    0.98    0.14    0.19    0.20    0.22    0.24    0.00    0.63    0.09    0.12    0.12    0.13    0.17    0.00    0.35    0.04    0.07    0.08    0.09    0.06       0
 2010 178    29    3471   0.105    2668   0.080   13610       0   13610     869    1734    2604    2798    5605       0     139      23      43      66       2       4    2243     363     725    1088      22      44   11227     483     966    1449    2773    5557    0.00    0.94    0.13    0.18    0.19    0.21    0.23    0.00    0.59    0.09    0.11    0.11    0.12    0.16    0.00    0.35    0.04    0.07    0.08    0.09    0.06       0
 2010 179    30    3469   0.104    2668   0.080   13607       0   13607     868    1734    2603    2798    5605       0     138      22      43      66       2       4    2242     363     725    1088      22      44   11227     483     966    1449    2773    5557    0.00    0.91    0.13    0.18    0.18    0.20    0.22    0.00    0.56    0.08    0.10    0.11    0.12    0.15    0.00    0.35    0.04    0.07    0.08    0.09    0.06       0
 2010 180    31    3467   0.104    2667   0.080   13605       0   13605     868    1733    2602    2798    5605       0     136      22      42      65       2       4    2241     363     725    1087      22      44   11227     483     966    1449    2773    5557    0.00    0.87    0.12    0.17    0.18    0.20    0.21    0.00    0.53    0.08    0.10    0.10    0.11    0.15    0.00    0.35    0.04    0.07    0.08    0.09    0.06       0
 2010 181    32    3466   0.104    2666   0.080   13602       0   13602     867    1732    2601    2798    5605       0     135      22      42      65       2       4    2240     363     724    1087      22      44   11227     483     966    1449    2773    5557    0.00    0.85    0.12    0.16    0.17    0.19    0.20    0.00    0.50    0.07    0.09    0.10    0.10    0.14    0.00    0.35    0.04    0.07    0.08    0.09    0.06       0
 2010 182    33    3464   0.104    2666   0.080   13600       0   13600     867    1731    2600    2798    5604       0     133      21      41      64       2       4    2239     363     724    1086      22      44   11227     483     966    1449    2773    5556    0.00    0.82    0.11    0.16    0.17    0.19    0.19    0.00    0.48    0.07    0.09    0.09    0.10    0.13    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 183    34    3463   0.104    2665   0.080   13597       0   13597     866    1730    2599    2798    5604       0     132      21      41      64       2       4    2238     362     724    1086      22      44   11226     483     966    1449    2773    5556    0.00    0.80    0.11    0.16    0.17    0.18    0.19    0.00    0.46    0.07    0.09    0.09    0.10    0.12    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 184    35    3461   0.104    2664   0.080   13595       0   13595     866    1729    2598    2798    5604       0     131      21      40      63       2       4    2237     362     723    1085      22      44   11226     483     966    1449    2773    5556    0.00    0.79    0.11    0.15    0.16    0.18    0.18    0.00    0.44    0.06    0.08    0.09    0.09    0.12    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 185    36    3460   0.104    2664   0.080   13593       0   13593     866    1729    2597    2798    5604       0     130      21      40      63       2       4    2236     362     723    1085      22      44   11226     483     966    1449    2773    5556    0.00    0.77    0.11    0.15    0.16    0.18    0.17    0.00    0.43    0.06    0.08    0.08    0.09    0.11    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 186    37    3459   0.104    2663   0.080   13591       0   13591     865    1728    2596    2797    5604       0     129      21      40      63       2       4    2235     362     723    1084      22      44   11226     483     966    1449    2773    5556    0.00    0.76    0.11    0.15    0.16    0.18    0.17    0.00    0.42    0.06    0.08    0.08    0.09    0.11    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 187    38    3458   0.104    2663   0.080   13589       0   13589     865    1727    2595    2797    5604       0     128      21      39      62       2       4    2235     362     723    1084      22      44   11226     483     966    1449    2773    5556    0.00    0.75    0.11    0.15    0.16    0.17    0.17    0.00    0.41    0.06    0.08    0.08    0.09    0.10    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 188    39    3457   0.104    2662   0.080   13588       0   13588     865    1727    2595    2797    5604       0     127      20      39      62       2       4    2234     362     722    1084      22      44   11226     483     966    1449    2773    5556    0.00    0.75    0.11    0.15    0.16    0.17    0.16    0.00    0.41    0.06    0.08    0.08    0.09    0.10    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 189    40    3456   0.104    2662   0.080   13586       0   13586     865    1726    2594    2797    5604       0     126      20      38      61       2       4    2233     362     722    1083      22      44   11226     483     966    1449    2773    5556    0.00    0.74    0.11    0.15    0.16    0.17    0.16    0.00    0.40    0.06    0.08    0.08    0.09    0.10    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 190    41    3455   0.104    2661   0.080   13584       0   13584     865    1726    2593    2797    5603       0     126      20      38      61       2       4    2233     362     722    1083      22      44   11226     483     966    1449    2773    5556    0.00    0.74    0.11    0.15    0.16    0.17    0.16    0.00    0.40    0.06    0.08    0.08    0.09    0.10    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 191    42    3454   0.104    2661   0.080   13583       0   13583     865    1725    2592    2797    5603       0     125      20      38      61       2       4    2232     362     722    1082      22      44   11225     483     966    1449    2773    5556    0.00    0.74    0.11    0.15    0.16    0.17    0.16    0.00    0.40    0.06    0.08    0.08    0.09    0.09    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 192    43    3453   0.104    2660   0.080   13581       0   13581     864    1725    2592    2797    5603       0     124      20      38      60       2       4    2231     362     722    1082      22      44   11225     483     966    1449    2773    5556    0.00    0.74    0.10    0.15    0.16    0.17    0.15    0.00    0.40    0.06    0.08    0.08    0.09    0.09    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 193    44    3452   0.104    2659   0.080   13579       0   13579     864    1724    2591    2797    5603       0     123      20      37      60       2       4    2230     362     721    1082      22      44   11225     483     965    1449    2773    5556    0.00    0.73    0.10    0.14    0.16    0.17    0.15    0.00    0.39    0.06    0.07    0.08    0.09    0.09    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 194    45    3450   0.104    2659   0.080   13577       0   13577     864    1723    2590    2797    5603       0     122      20      37      60       2       4    2229     361     721    1081      22      44   11225     483     965    1449    2772    5555    0.00    0.73    0.10    0.14    0.16    0.17    0.15    0.00    0.39    0.06    0.07    0.08    0.09    0.09    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 195    46    3449   0.104    2658   0.080   13575       0   13575     864    1723    2589    2797    5603       0     121      20      36      59       2       3    2228     361     721    1080      22      44   11225     483     965    1449    2772    5555    0.00    0.72    0.10    0.14    0.16    0.17    0.15    0.00    0.38    0.06    0.07    0.08    0.09    0.09    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 196    47    3447   0.104    2658   0.080   13573       0   13573     863    1722    2588    2797    5603       0     120      20      36      59       2       3    2227     361     720    1080      22      44   11225     483     965    1449    2772    5555    0.00    0.71    0.10    0.14    0.16    0.17    0.15    0.00    0.37    0.05    0.07    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 197    48    3446   0.104    2657   0.080   13571       0   13571     863    1721    2587    2797    5603       0     119      19      36      58       2       3    2226     361     720    1079      22      44   11225     483     965    1449    2772    5555    0.00    0.71    0.10    0.14    0.16    0.17    0.15    0.00    0.37    0.05    0.07    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 198    49    3445   0.104    2656   0.080   13568       0   13568     863    1720    2586    2797    5602       0     118      19      35      58       2       3    2225     361     720    1079      22      44   11224     483     965    1449    2772    5555    0.00    0.70    0.09    0.14    0.16    0.17    0.14    0.00    0.36    0.05    0.07    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 199    50    3444   0.104    2656   0.080   13566       0   13566     862    1720    2585    2797    5602       0     117      19      35      58       2       3    2224     361     719    1078      22      44   11224     483     965    1449    2772    5555    0.00    0.70    0.09    0.14    0.16    0.17    0.14    0.00    0.36    0.05    0.07    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 200    51    3442   0.104    2655   0.080   13565       0   13565     862    1719    2584    2797    5602       0     117      19      34      57       2       3    2223     361     719    1078      22      44   11224     483     965    1449    2772    5555    0.00    0.70    0.09    0.14    0.16    0.18    0.14    0.00    0.36    0.05    0.07    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 201    52    3441   0.104    2654   0.080   13563       0   13563     862    1718    2584    2797    5602       0     116      19      34      57       2       3    2222     360     719    1078      22      44   11224     483     965    1449    2772    5555    0.00    0.70    0.09    0.14    0.16    0.18    0.14    0.00    0.36    0.05    0.07    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 202    53    3440   0.104    2654   0.080   13561       0   13561     862    1718    2583    2797    5602       0     115      19      34      57       2       3    2221     360     718    1077      22      44   11224     483     965    1449    2772    5555    0.00    0.71    0.09    0.14    0.16    0.18    0.14    0.00    0.37    0.05    0.07    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 203    54    3439   0.104    2654   0.080   13560       0   13560     862    1717    2582    2797    5602       0     115      19      34      56       3       3    2221     360     718    1077      22      44   11224     483     965    1449    2772    5555    0.00    0.71    0.09    0.14    0.16    0.18    0.14    0.00    0.37    0.05    0.07    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 204    55    3438   0.104    2653   0.080   13558       0   13558     861    1717    2582    2797    5602       0     114      19      33      56       3       3    2220     360     718    1076      22      44   11224     483     965    1449    2772    5555    0.00    0.72    0.09    0.14    0.16    0.18    0.15    0.00    0.38    0.05    0.07    0.08    0.10    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 205    56    3437   0.104    2653   0.080   13556       0   13556     861    1716    2581    2797    5602       0     113      18      33      56       3       3    2219     360     718    1076      22      44   11224     483     965    1449    2772    5555    0.00    0.69    0.09    0.13    0.16    0.18    0.14    0.00    0.35    0.05    0.06    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 206    57    3436   0.103    2652   0.080   13555       0   13555     861    1716    2580    2797    5602       0     113      18      33      56       3       3    2218     360     717    1075      22      44   11223     483     965    1449    2772    5554    0.00    0.70    0.09    0.13    0.16    0.18    0.14    0.00    0.36    0.04    0.06    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 207    58    3435   0.103    2652   0.080   13553       0   13553     860    1715    2579    2797    5601       0     112      18      33      55       3       3    2217     360     717    1075      22      44   11223     483     965    1449    2772    5554    0.00    0.70    0.09    0.13    0.16    0.18    0.14    0.00    0.36    0.04    0.06    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 208    59    3433   0.103    2651   0.080   13551       0   13551     860    1714    2578    2797    5601       0     111      18      32      55       3       3    2216     359     717    1074      22      44   11223     483     965    1449    2772    5554    0.00    0.71    0.09    0.13    0.16    0.18    0.14    0.00    0.37    0.04    0.06    0.08    0.10    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 209    60    3432   0.103    2650   0.080   13549       0   13549     860    1714    2578    2796    5601       0     110      18      32      55       3       3    2215     359     716    1074      22      44   11223     483     965    1449    2772    5554    0.00    0.72    0.09    0.14    0.16    0.19    0.15    0.00    0.38    0.04    0.07    0.08    0.10    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 210    61    3431   0.103    2650   0.080   13547       0   13547     859    1713    2577    2796    5601       0     109      17      32      54       3       3    2214     359     716    1074      22      44   11223     483     965    1449    2772    5554    0.00    0.69    0.08    0.13    0.16    0.18    0.14    0.00    0.35    0.04    0.06    0.08    0.09    0.08    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 211    62    3430   0.103    2649   0.080   13545       0   13545     859    1713    2576    2796    5601       0     108      17      31      54       3       3    2213     359     716    1073      22      44   11223     483     965    1449    2772    5554    0.00    0.67    0.08    0.13    0.15    0.17    0.14    0.00    0.33    0.04    0.06    0.08    0.09    0.07    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 212    63    3429   0.103    2649   0.080   13543       0   13543     858    1712    2575    2796    5601       0     107      17      31      53       3       3    2213     359     715    1073      22      44   11223     483     965    1449    2772    5554    0.00    0.65    0.08    0.12    0.15    0.17    0.13    0.00    0.31    0.04    0.05    0.07    0.08    0.07    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 213    64    3427   0.103    2648   0.080   13541       0   13541     858    1711    2574    2796    5601       0     106      17      31      53       3       3    2212     359     715    1072      22      44   11222     483     965    1449    2772    5554    0.00    0.63    0.08    0.12    0.14    0.16    0.13    0.00    0.29    0.03    0.05    0.07    0.08    0.06    0.00    0.34    0.04    0.07    0.08    0.09    0.06       0
 2010 214    65    3426   0.103    2647   0.080   13539       0   13539     858    1711    2573    2796    5601       0     105      17      30      52       3       3    2211     359     715    1072      22      44   11222     483     965    1449    2772    5554    0.00    0.61    0.08    0.12    0.14    0.16    0.12    0.00    0.28    0.03    0.05    0.06    0.07    0.06    0.00    0.33    0.04    0.07    0.08    0.09    0.06       0
 2010 215    66    3425   0.103    2647   0.080   13536       0   13536     857    1710    2572    2796    5601       0     104      16      30      52       3       3    2210     358     714    1071      22      44   11222     483     965    1449    2772    5554    0.00    0.59    0.07    0.11    0.13    0.15    0.12    0.00    0.26    0.03    0.05    0.06    0.07    0.06    0.00    0.33    0.04    0.07    0.08    0.09    0.06       0
 2010 216    67    3423   0.103    2646   0.080   13534       0   13534     857    1709    2571    2796    5601       0     103      16      30      51       3       3    2208     358     714    1071      22      44   11222     483     965    1449    2772    5554    0.00    0.57    0.07    0.11    0.13    0.15    0.11    0.00    0.24    0.03    0.04    0.05    0.06    0.05    0.00    0.33    0.04    0.07    0.08    0.09    0.06       0
 2010 217    68    3422   0.103    2645   0.080   13532       0   13532     857    1709    2570    2796    5601       0     102      16      29      50       3       3    2207     358     714    1070      22      44   11222     483     965    1449    2772    5554    0.00    0.56    0.07    0.11    0.13    0.14    0.11    0.00    0.23    0.03    0.04    0.05    0.06    0.05    0.00    0.33    0.04    0.07    0.07    0.08    0.06       0
