*Surface Mulch daily output file

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS    MCFD   MDEPD    MWAD    MWTD
 2010 149     0   0.000    0.00       0    0.00
 2010 150     1   0.000    0.00       0    0.00
 2010 151     2   0.000    0.00       0    0.00
 2010 152     3   0.000    0.00       0    0.00
 2010 153     4   0.000    0.00       0    0.00
 2010 154     5   0.000    0.00       0    0.00
 2010 155     6   0.000    0.00       0    0.00
 2010 156     7   0.000    0.00       0    0.00
 2010 157     8   0.000    0.00       0    0.00
 2010 158     9   0.000    0.00       0    0.00
 2010 159    10   0.000    0.00       0    0.00
 2010 160    11   0.000    0.00       0    0.00
 2010 161    12   0.000    0.00       0    0.00
 2010 162    13   0.000    0.00       0    0.00
 2010 163    14   0.000    0.00       0    0.00
 2010 164    15   0.000    0.00       0    0.00
 2010 165    16   0.000    0.00       0    0.00
 2010 166    17   0.000    0.00       0    0.00
 2010 167    18   0.000    0.00       0    0.00
 2010 168    19   0.000    0.00       0    0.00
 2010 169    20   0.000    0.00       0    0.00
 2010 170    21   0.000    0.00       0    0.00
 2010 171    22   0.000    0.00       0    0.00
 2010 172    23   0.000    0.00       0    0.00
 2010 173    24   0.000    0.00       0    0.00
 2010 174    25   0.000    0.00       0    0.00
 2010 175    26   0.000    0.00       0    0.00
 2010 176    27   0.000    0.00       0    0.00
 2010 177    28   0.000    0.00       0    0.00
 2010 178    29   0.000    0.00       0    0.00
 2010 179    30   0.000    0.00       0    0.00
 2010 180    31   0.000    0.00       0    0.00
 2010 181    32   0.000    0.00       0    0.00
 2010 182    33   0.000    0.00       0    0.00
 2010 183    34   0.000    0.00       0    0.00
 2010 184    35   0.000    0.00       0    0.00
 2010 185    36   0.000    0.00       0    0.00
 2010 186    37   0.000    0.00       0    0.00
 2010 187    38   0.000    0.00       0    0.00
 2010 188    39   0.000    0.00       0    0.00
 2010 189    40   0.000    0.00       0    0.00
 2010 190    41   0.000    0.00       0    0.00
 2010 191    42   0.000    0.00       0    0.00
 2010 192    43   0.000    0.00       0    0.00
 2010 193    44   0.000    0.00       0    0.00
 2010 194    45   0.000    0.00       0    0.00
 2010 195    46   0.000    0.00       0    0.00
 2010 196    47   0.000    0.00       0    0.00
 2010 197    48   0.000    0.00       0    0.00
 2010 198    49   0.000    0.00       0    0.00
 2010 199    50   0.000    0.00       0    0.00
 2010 200    51   0.000    0.00       0    0.00
 2010 201    52   0.000    0.00       0    0.00
 2010 202    53   0.000    0.00       0    0.00
 2010 203    54   0.000    0.00       0    0.00
 2010 204    55   0.000    0.00       0    0.00
 2010 205    56   0.000    0.00       0    0.00
 2010 206    57   0.000    0.00       0    0.00
 2010 207    58   0.000    0.00       0    0.00
 2010 208    59   0.000    0.00       0    0.00
 2010 209    60   0.000    0.00       0    0.00
 2010 210    61   0.000    0.00       0    0.00
 2010 211    62   0.000    0.00       0    0.00
 2010 212    63   0.000    0.00       0    0.00
 2010 213    64   0.000    0.00       0    0.00
 2010 214    65   0.000    0.00       0    0.00
 2010 215    66   0.000    0.00       0    0.00
 2010 216    67   0.000    0.00       0    0.00
 2010 217    68   0.000    0.00       0    0.00
 2010 218    69   0.000    0.00       0    0.00
 2010 219    70   0.000    0.00       0    0.00
 2010 220    71   0.000    0.00       0    0.00
 2010 221    72   0.000    0.00       0    0.00
 2010 222    73   0.000    0.00       0    0.00
 2010 223    74   0.000    0.00       0    0.00
 2010 224    75   0.000    0.00       0    0.00
 2010 225    76   0.000    0.00       0    0.00
 2010 226    77   0.000    0.00       0    0.00
 2010 227    78   0.000    0.00       0    0.00
 2010 228    79   0.000    0.00       0    0.00
 2010 229    80   0.000    0.00       0    0.00
 2010 230    81   0.000    0.00       0    0.00
 2010 231    82   0.000    0.00       0    0.00
 2010 232    83   0.000    0.00       0    0.00
 2010 233    84   0.000    0.00       0    0.00
 2010 234    85   0.000    0.00       0    0.00
 2010 235    86   0.000    0.00       0    0.00
 2010 236    87   0.000    0.00       0    0.00
 2010 237    88   0.000    0.00       0    0.00
 2010 238    89   0.000    0.00       0    0.00
 2010 239    90   0.000    0.00       0    0.00
 2010 240    91   0.000    0.00       0    0.00
 2010 241    92   0.000    0.00       0    0.00
 2010 242    93   0.000    0.00       0    0.00
 2010 243    94   0.000    0.00       0    0.00
 2010 244    95   0.000    0.00       0    0.00
 2010 245    96   0.000    0.00       0    0.00
 2010 246    97   0.000    0.00       0    0.00
 2010 247    98   0.000    0.00       0    0.00
 2010 248    99   0.000    0.00       0    0.00
 2010 249   100   0.000    0.00       0    0.00
 2010 250   101   0.000    0.00       0    0.00
 2010 251   102   0.000    0.00       0    0.00
 2010 252   103   0.000    0.00       0    0.00
 2010 253   104   0.000    0.00       0    0.00
 2010 254   105   0.000    0.00       0    0.00
 2010 255   106   0.000    0.00       0    0.00
 2010 256   107   0.000    0.00       0    0.00
 2010 257   108   0.000    0.00       0    0.00
 2010 258   109   0.000    0.00       0    0.00
 2010 259   110   0.000    0.00       0    0.00
 2010 260   111   0.000    0.00       0    0.00
 2010 261   112   0.000    0.00       0    0.00
 2010 262   113   0.000    0.00       0    0.00
 2010 263   114   0.000    0.00       0    0.00
 2010 264   115   0.000    0.00       0    0.00
 2010 265   116   0.000    0.00       0    0.00
 2010 266   117   0.000    0.00       0    0.00
 2010 267   118   0.000    0.00       0    0.00
 2010 268   119   0.000    0.00       0    0.00
 2010 269   120   0.000    0.00       0    0.00
 2010 270   121   0.000    0.00       0    0.00
 2010 271   122   0.000    0.00       0    0.00
 2010 272   123   0.000    0.00       0    0.00
 2010 273   124   0.000    0.00       0    0.00
 2010 274   125   0.000    0.00       0    0.00
 2010 275   126   0.000    0.00       0    0.00
 2010 276   127   0.000    0.00       0    0.00
 2010 277   128   0.000    0.00       0    0.00
 2010 278   129   0.000    0.00       0    0.00
 2010 279   130   0.000    0.00       0    0.00
 2010 280   131   0.000    0.00       0    0.00
 2010 281   132   0.000    0.00       0    0.00
 2010 282   133   0.000    0.00       0    0.00
 2010 283   134   0.000    0.00       0    0.00
 2010 284   135   0.000    0.00       0    0.00
 2010 285   136   0.000    0.00       0    0.00
 2010 286   137   0.000    0.00       0    0.00
 2010 287   138   0.000    0.00       0    0.00
 2010 288   139   0.000    0.00       0    0.00
 2010 289   140   0.000    0.00       0    0.00
 2010 290   141   0.000    0.00       0    0.00
 2010 291   142   0.000    0.00       0    0.00
 2010 292   143   0.000    0.00       0    0.00
 2010 293   144   0.000    0.00       0    0.00
 2010 294   145   0.000    0.00       0    0.00
 2010 295   146   0.000    0.00       0    0.00
 2010 296   147   0.000    0.00       0    0.00
