*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:33
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                    NO3 (ppm) by soil depth (cm):                   NH4 (ppm) by soil depth (cm):
!                                                     0-5    5-15   15-30   30-53   53-77  77-100     0-5    5-15   15-30   30-53   53-77  77-100
@YEAR DOY   DAS  NAPC  NI#M    NIAD   NITD   NHTD    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC
 2008 153    44    40     3   122.3  115.2    7.0   10.37   12.49   12.65    7.86    5.53    4.76    1.61    1.30    1.14    0.13    0.14    0.14   95.39  105.70    0.00   29.21    0.00   66.17   39.02    3.14    0.00
 2008 154    45    40     3   112.0  105.3    6.7    2.07    5.27    8.82    8.89    7.46    6.20    1.46    1.23    1.09    0.13    0.14    0.14   97.28  107.20    0.00   29.85    0.00   67.43   43.14   10.53    0.00
 2008 155    46    40     3   103.7   96.4    7.4    2.32    4.85    7.87    7.99    6.87    5.80    1.66    1.38    1.20    0.14    0.15    0.15   99.25  107.84    0.00   30.34    0.00   68.92   47.65   15.77    0.00
 2008 156    47    40     3   101.8   93.7    8.1    2.61    4.86    7.67    7.67    6.63    5.63    1.85    1.53    1.33    0.15    0.16    0.16  101.56  108.81    0.00   30.87    0.00   70.69   49.54   17.56    0.00
 2008 157    48    40     3   101.3   92.9    8.4    2.78    5.07    7.68    7.52    6.51    5.54    1.85    1.54    1.43    0.16    0.16    0.17  103.89  110.20    0.00   31.42    0.00   72.48   51.50   17.87    0.00
 2008 158    49    80     4   137.5   89.2   48.3    3.01    5.07    7.54    7.12    6.17    5.25   56.74    1.51    1.38    0.15    0.16    0.18  106.10  111.73    0.00   31.94    0.00   74.16   56.97   17.87    0.00
 2008 159    50    80     4   136.6   97.9   38.7   15.19    5.31    7.67    7.01    6.08    5.19   43.72    1.50    1.36    0.15    0.15    0.17  108.30  122.03    0.00   32.65    0.00   75.65   59.37   17.87    0.00
 2008 160    51    80     4   135.2  104.2   31.0   24.50    5.53    7.78    6.88    5.98    5.11   33.45    1.46    1.33    0.14    0.15    0.17  110.39  130.39    0.00   33.33    0.00   77.06   62.18   17.87    0.00
 2008 161    52    80     4   131.2  106.6   24.7   30.63    5.60    7.73    6.63    5.77    4.94   25.17    1.38    1.27    0.14    0.15    0.16  112.26  136.92    0.00   33.92    0.00   78.34   67.44   17.87    0.00
 2008 162    53    80     4   128.6  108.7   19.9   35.52    5.71    7.75    6.44    5.61    4.82   19.07    1.29    1.20    0.13    0.14    0.16  114.03  142.37    0.00   34.46    0.00   79.57   71.29   17.87    0.00
 2008 163    54    80     4   126.0  109.8   16.2   39.49    5.77    7.72    6.23    5.43    4.67   14.49    1.20    1.13    0.13    0.14    0.15  115.67  146.93    0.00   34.95    0.00   80.73   74.99   17.87    0.00
 2008 164    55    80     4   122.5  109.0   13.5   36.87    8.68    7.53    5.91    5.16    4.45   11.28    1.10    1.05    0.12    0.13    0.14  117.13  150.53    0.00   35.37    0.00   81.75   79.57   17.87    0.00
 2008 165    56    80     4   116.2  104.0   12.2    8.20   14.62    5.80    6.00    6.97    5.77    9.76    1.10    0.99    0.11    0.13    0.14  118.78  152.63    0.00   35.88    0.00   82.90   83.78   21.13    0.00
 2008 166    57    80     4   111.7   99.5   12.2    4.93   10.39    7.21    6.21    6.79    6.04    8.88    1.22    1.16    0.13    0.14    0.15  120.68  153.90    0.00   36.39    0.00   84.29   84.96   25.78    0.00
 2008 167    58    80     4   108.6   96.2   12.3    5.33    9.62    7.10    5.97    6.48    5.95    8.25    1.34    1.29    0.14    0.15    0.16  122.54  155.01    0.00   36.88    0.00   85.66   86.53   28.73    0.00
 2008 168    59    80     4   102.3   90.2   12.1    6.07    8.95    6.78    5.57    5.92    5.47    7.36    1.43    1.39    0.15    0.16    0.17  124.53  156.33    0.00   37.40    0.00   87.13   90.90   32.10    0.00
 2008 169    60    80     4   100.1   88.2   11.9    6.85    8.79    6.72    5.37    5.68    5.27    6.51    1.51    1.47    0.16    0.17    0.18  126.67  157.89    0.00   37.94    0.00   88.73   94.13   32.69    0.00
 2008 170    61    80     4    99.7   88.2   11.5    7.60    8.89    6.89    5.29    5.59    5.13    5.92    1.49    1.46    0.17    0.17    0.18  128.75  159.72    0.03   38.46    0.00   90.29   95.88   32.87    0.00
 2008 171    62    80     4    99.8   89.0   10.8    8.78    9.02    7.05    5.24    5.53    5.08    5.02    1.47    1.44    0.17    0.18    0.19  130.79  161.84    0.03   38.97    0.00   91.81   97.22   32.87    0.00
 2008 172    63    80     4   100.0   89.9   10.1    9.76    9.14    7.21    5.20    5.48    5.04    4.30    1.43    1.41    0.16    0.17    0.18  132.74  163.89    0.03   39.47    0.00   93.27   98.54   32.87    0.00
 2008 173    64    80     4    97.3   88.0    9.3   10.25    9.01    7.18    5.01    5.28    4.87    3.59    1.36    1.35    0.16    0.17    0.18  134.58  165.83    0.03   39.94    0.00   94.64  102.56   32.87    0.00
 2008 174    65    80     4    95.6   87.0    8.5   10.72    8.96    7.21    4.88    5.14    4.74    3.01    1.28    1.28    0.15    0.16    0.17  136.34  167.71    0.03   40.38    0.00   95.95  105.64   32.87    0.00
 2008 175    66    80     4    94.0   86.1    7.8   11.18    8.93    7.24    4.75    5.01    4.63    2.54    1.20    1.21    0.15    0.15    0.16  138.00  169.51    0.03   40.80    0.00   97.20  108.47   32.87    0.00
 2008 176    67    80     4    92.5   85.3    7.2   10.66    9.33    7.27    4.64    4.89    4.52    2.19    1.12    1.14    0.14    0.15    0.16  139.53  171.15    0.03   41.18    0.00   98.35  111.07   32.87    0.00
 2008 177    68    80     4    93.8   86.7    7.1   10.31    9.89    7.51    4.67    4.92    4.55    2.23    1.11    1.09    0.14    0.14    0.15  141.19  172.54    0.03   41.59    0.00   99.60  111.07   32.87    0.00
 2008 178    69    80     4    92.7   85.9    6.8   10.75    9.83    7.53    4.57    4.82    4.46    2.04    1.12    1.03    0.13    0.14    0.14  142.87  174.05    0.03   42.02    0.00  100.86  113.37   32.87    0.00
 2008 179    70    80     4    93.2   86.7    6.5   11.15    9.98    7.68    4.57    4.81    4.46    1.90    1.10    0.98    0.12    0.13    0.14  144.44  175.48    0.03   42.41    0.00  102.03  114.07   32.87    0.00
 2008 180    71    80     4    92.7   86.6    6.1   10.91   10.28    7.75    4.51    4.76    4.41    1.75    1.05    0.93    0.12    0.12    0.13  145.88  176.86    0.03   42.77    0.00  103.11  115.62   32.87    0.00
 2008 181    72    80     4    93.8   87.8    6.0   11.21   10.49    7.95    4.54    4.78    4.44    1.84    1.03    0.88    0.11    0.12    0.13  147.36  178.08    0.03   43.14    0.00  104.21  115.62   32.87    0.00
 2008 182    73    80     4    94.8   89.1    5.7   11.93   10.65    8.10    4.55    4.80    4.46    1.72    0.99    0.83    0.11    0.11    0.12  148.66  179.38    0.03   43.48    0.00  105.19  115.62   32.87    0.00
 2008 183    74    80     4    95.7   90.3    5.4   12.13   10.95    8.28    4.58    4.82    4.48    1.60    0.94    0.79    0.10    0.11    0.12  149.87  180.58    0.03   43.79    0.00  106.09  115.62   32.87    0.00
 2008 184    75    80     4    96.6   91.4    5.2   12.52   11.14    8.44    4.60    4.85    4.50    1.58    0.89    0.75    0.10    0.10    0.11  151.09  181.71    0.03   44.10    0.00  107.00  115.62   32.87    0.00
 2008 185    76    80     4    97.4   92.5    4.9    8.13   12.44    9.43    4.62    4.87    4.53    1.50    0.84    0.70    0.09    0.10    0.11  152.19  182.80    0.03   44.38    0.00  107.81  115.62   32.87    0.00
 2008 186    77    80     4    98.5   93.3    5.2    8.11   11.98   10.04    4.63    4.88    4.54    1.64    1.00    0.73    0.09    0.10    0.10  153.78  183.59    0.03   44.84    0.00  108.95  115.62   32.87    0.00
 2008 187    78    80     4    99.7   94.4    5.3    8.82   12.12   10.14    4.64    4.90    4.56    1.62    1.02    0.78    0.09    0.09    0.10  155.48  184.70    0.03   45.33    0.00  110.14  115.62   32.87    0.00
 2008 188    79    80     4   100.7   95.5    5.3    9.23   12.30   10.30    4.66    4.91    4.58    1.55    1.00    0.80    0.08    0.09    0.10  156.92  185.79    0.03   45.76    0.00  111.16  115.62   32.87    0.00
 2008 189    80    80     4   101.6   96.5    5.1    9.61   12.48   10.45    4.67    4.93    4.60    1.47    0.96    0.80    0.08    0.09    0.09  158.19  186.84    0.03   46.14    0.00  112.05  115.62   32.87    0.00
 2008 190    81    80     4   102.4   97.6    4.9    9.97   12.65   10.60    4.69    4.95    4.62    1.39    0.91    0.78    0.08    0.08    0.09  159.33  187.84    0.03   46.47    0.00  112.85  115.62   32.87    0.00
 2008 191    82    80     4   103.2   98.5    4.7   10.32   12.80   10.75    4.70    4.96    4.63    1.31    0.86    0.75    0.07    0.08    0.09  160.35  188.79    0.03   46.78    0.00  113.57  115.62   32.87    0.00
 2008 192    83    80     4   103.8   99.4    4.4   10.64   12.94   10.89    4.72    4.98    4.65    1.23    0.80    0.72    0.07    0.08    0.09  161.29  189.68    0.03   47.06    0.00  114.23  115.62   32.87    0.00
 2008 193    84    80     4   104.4  100.3    4.2   11.00   13.06   11.02    4.73    4.99    4.66    1.14    0.74    0.68    0.07    0.07    0.08  162.19  190.56    0.03   47.33    0.00  114.86  115.62   32.87    0.00
 2008 194    85    80     4   105.0  101.1    3.9   11.38   13.16   11.15    4.74    5.00    4.68    1.04    0.69    0.64    0.06    0.07    0.08  163.02  191.42    0.03   47.58    0.00  115.44  115.62   32.87    0.00
 2008 195    86    80     4   105.6  101.9    3.6   11.76   13.25   11.27    4.75    5.02    4.70    0.93    0.63    0.61    0.06    0.07    0.08  163.79  192.23    0.03   47.82    0.00  115.98  115.62   32.87    0.00
 2008 196    87    80     4   106.0  102.7    3.4    6.49   14.87   12.24    4.77    5.03    4.71    0.81    0.57    0.57    0.06    0.07    0.07  164.50  193.00    0.03   48.03    0.00  116.47  115.62   32.87    0.00
 2008 197    88    80     4   107.0  103.3    3.8    6.34   14.29   12.87    4.78    5.04    4.72    1.02    0.75    0.58    0.06    0.06    0.07  165.96  193.56    0.03   48.51    0.00  117.45  115.62   32.87    0.00
 2008 198    89    80     4   108.1  104.0    4.1    6.81   14.40   12.94    4.78    5.05    4.74    1.22    0.84    0.61    0.05    0.06    0.07  167.60  194.32    0.03   49.06    0.00  118.53  115.62   32.87    0.00
 2008 199    90    80     4   109.0  104.9    4.1    5.79   14.39   13.67    4.78    5.06    4.74    1.24    0.84    0.62    0.05    0.06    0.07  168.95  195.19    0.03   49.52    0.00  119.42  115.62   32.87    0.00
 2008 200    91    80     4   110.0  105.5    4.5    6.14   13.99   14.11    4.79    5.06    4.75    1.40    0.99    0.65    0.05    0.06    0.07  170.57  195.85    0.03   50.11    0.00  120.46  115.62   32.87    0.00
 2008 201    92    80     4   111.1  106.5    4.6    6.20   14.23   14.32    4.79    5.07    4.76    1.44    1.02    0.69    0.05    0.06    0.06  172.23  196.77    0.03   50.72    0.00  121.51  115.62   32.87    0.00
 2008 202    93    80     4   112.1  107.3    4.8    5.90   14.22   14.80    4.79    5.07    4.77    1.57    1.04    0.71    0.05    0.05    0.06  173.84  197.64    0.03   51.31    0.00  122.52  115.62   32.87    0.00
 2008 203    94    80     4   113.1  108.0    5.1    4.23   12.91   15.63    5.37    5.07    4.77    1.69    1.16    0.73    0.04    0.05    0.06  175.46  198.34    0.03   51.94    0.00  123.52  115.62   32.87    0.00
 2008 204    95    80     4   114.1  108.6    5.5    4.62   12.23   15.25    5.99    5.08    4.78    1.82    1.27    0.81    0.05    0.05    0.06  177.15  198.92    0.03   52.62    0.00  124.53  115.62   32.87    0.00
 2008 205    96    80     4   115.2  109.4    5.7    5.16   12.38   15.34    5.99    5.08    4.79    1.91    1.36    0.83    0.05    0.05    0.06  178.93  199.75    0.03   53.31    0.00  125.62  115.62   32.87    0.00
 2008 206    97    80     4   116.2  110.6    5.6    6.09   12.62   15.39    5.99    5.08    4.79    1.82    1.31    0.82    0.06    0.05    0.06  180.55  200.90    0.03   53.94    0.00  126.61  115.62   32.87    0.00
 2008 207    98    80     4   117.0  111.7    5.3    2.41    8.34   15.11    8.68    5.53    4.80    1.69    1.23    0.79    0.06    0.05    0.06  181.91  202.01    0.03   54.47    0.00  127.45  115.62   32.87    0.00
 2008 208    99    80     4   118.1  112.2    5.9    2.64    7.96   14.25    9.04    5.99    4.81    1.86    1.36    0.87    0.08    0.05    0.05  183.62  202.55    0.03   55.06    0.00  128.56  115.62   32.87    0.00
 2008 209   100    80     4   119.4  113.0    6.4    3.04    7.92   13.76    9.05    6.42    4.82    1.99    1.48    0.96    0.10    0.06    0.05  185.54  203.29    0.03   55.70    0.00  129.84  115.62   32.87    0.00
 2008 210   101    80     4   120.8  114.1    6.7    3.68    8.25   13.84    9.04    6.42    4.82    1.95    1.47    1.05    0.11    0.07    0.05  187.58  204.43    0.03   56.38    0.00  131.20  115.62   32.87    0.00
 2008 211   102    80     4   122.0  115.4    6.5    2.83    7.64   13.95    9.57    6.66    4.83    1.88    1.43    1.03    0.11    0.08    0.05  189.44  205.77    0.03   57.00    0.00  132.44  115.62   32.87    0.00
 2008 212   103    80     4   122.2  115.2    7.0    3.11    7.21   13.15    9.65    6.93    5.04    2.00    1.53    1.10    0.12    0.09    0.05  191.22  206.47    0.03   57.60    0.00  133.62  116.60   32.87    0.00
 2008 213   104    80     4   122.4  115.2    7.2    3.39    7.23   13.16    9.68    6.87    5.01    2.09    1.62    1.09    0.12    0.10    0.05  193.21  207.58    0.03   58.24    0.00  134.98  117.71   32.87    0.00
 2008 214   105    80     4   122.4  115.1    7.2    3.92    7.51   13.16    9.55    6.79    4.96    2.15    1.58    1.08    0.12    0.11    0.06  195.17  208.86    0.03   58.87    0.00  136.31  119.13   32.87    0.00
 2008 215   106    80     4   122.3  115.2    7.0    4.67    7.78   13.13    9.43    6.72    4.91    2.03    1.52    1.07    0.12    0.11    0.06  197.00  210.23    0.03   59.46    0.00  137.54  120.44   32.87    0.00
 2008 216   107    80     4   121.8  115.0    6.8    5.11    7.94   13.14    9.32    6.65    4.86    1.86    1.45    1.04    0.12    0.11    0.06  198.66  211.57    0.03   60.00    0.00  138.66  122.05   32.87    0.00
 2008 217   108    80     4   122.1  115.6    6.5    5.54    8.16   13.25    9.28    6.63    4.85    1.69    1.39    1.01    0.12    0.12    0.06  200.28  212.91    0.03   60.53    0.00  139.74  122.78   32.87    0.00
 2008 218   109    80     4   123.1  116.9    6.2    6.00    8.41   13.44    9.31    6.65    4.86    1.52    1.32    0.98    0.12    0.12    0.06  201.79  214.21    0.03   61.04    0.00  140.75  122.78   32.87    0.00
 2008 219   110    80     4   124.1  118.2    5.9    6.44    8.65   13.62    9.33    6.67    4.87    1.35    1.24    0.94    0.11    0.12    0.06  203.18  215.46    0.03   61.51    0.00  141.67  122.78   32.87    0.00
 2008 220   111    80     4   124.9  119.4    5.5    6.83    8.87   13.79    9.35    6.69    4.88    1.19    1.17    0.90    0.11    0.11    0.06  204.47  216.64    0.03   61.95    0.00  142.51  122.78   32.87    0.00
 2008 221   112    80     4   125.7  120.5    5.3    7.20    9.07   13.95    9.36    6.71    4.89    1.15    1.10    0.86    0.11    0.11    0.06  205.75  217.72    0.03   62.39    0.00  143.37  122.78   32.87    0.00
 2008 222   113    80     4   126.5  121.5    5.0    7.55    9.26   14.11    9.38    6.74    4.91    1.08    1.03    0.82    0.10    0.11    0.06  206.93  218.77    0.03   62.79    0.00  144.14  122.78   32.87    0.00
 2008 223   114    80     4   127.2  122.5    4.7    7.90    9.43   14.25    9.40    6.76    4.92    1.00    0.96    0.77    0.10    0.11    0.06  208.04  219.77    0.03   63.17    0.00  144.87  122.78   32.87    0.00
 2008 224   115    80     4   127.9  123.5    4.4    8.24    9.60   14.39    9.42    6.78    4.93    0.89    0.89    0.73    0.10    0.10    0.06  209.04  220.74    0.03   63.52    0.00  145.52  122.78   32.87    0.00
 2008 225   116    80     4   128.5  124.4    4.1    8.56    9.75   14.53    9.43    6.80    4.94    0.78    0.81    0.68    0.09    0.10    0.06  209.95  221.65    0.03   63.84    0.00  146.11  122.78   32.87    0.00
 2008 226   117    80     4   129.0  125.3    3.8    8.87    9.89   14.65    9.45    6.82    4.95    0.67    0.74    0.63    0.09    0.10    0.06  210.78  222.53    0.03   64.14    0.00  146.64  122.78   32.87    0.00
 2008 227   118    80     4   129.5  126.0    3.5    9.15   10.01   14.77    9.46    6.84    4.96    0.56    0.67    0.58    0.08    0.09    0.06  211.53  223.32    0.03   64.41    0.00  147.12  122.78   32.87    0.00
 2008 228   119    80     4   129.9  126.8    3.2    9.41   10.12   14.87    9.48    6.85    4.98    0.45    0.61    0.54    0.08    0.09    0.06  212.20  224.02    0.03   64.65    0.00  147.55  122.78   32.87    0.00
 2008 229   120    80     4   130.3  127.4    2.9    9.64   10.20   14.96    9.49    6.87    4.99    0.38    0.56    0.51    0.07    0.08    0.06  212.82  224.66    0.03   64.88    0.00  147.94  122.78   32.87    0.00
