*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:32
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2014 155    28    0.0   12.5   13.4   23.3   46.6   0.20   29.9   15.0   22.2   24.8    5.9   22.2   24.8   96.8  398.4   0.00   0.00
 2014 156    29    8.3   12.5   13.4   21.2   42.4   0.28   29.5   14.6   21.8   24.4    5.7   21.8   24.4   95.9  398.4   0.00   0.00
 2014 157    30    2.7   12.5   13.4   20.6   41.2   0.30   27.6   15.6   21.4   23.5    6.7   21.4   23.5   96.8  398.4   0.00   0.00
 2014 158    31    0.0   12.5   13.4   23.0   46.0   0.21   29.8   15.3   22.3   24.8    6.6   22.3   24.8   96.8  398.4   0.00   0.00
 2014 159    32    4.5   12.5   13.4   15.1   30.2   0.48   27.8   16.0   21.7   23.7    7.5   21.7   23.7   98.5  398.4   0.00   0.00
 2014 160    33   17.0   12.5   13.4   21.5   43.0   0.26   25.1   16.0   20.4   22.0    7.6   20.4   22.0  100.2  398.4   0.00   0.00
 2014 161    34    3.6   12.5   13.4   19.3   38.6   0.34   28.8   16.2   22.3   24.5    7.9   22.3   24.5  101.1  398.4   0.00   0.00
 2014 162    35   12.8   12.5   13.4   20.7   41.4   0.29   27.0   15.6   21.1   23.1    7.5   21.1   23.1  102.0  398.4   0.00   0.00
 2014 163    36    6.1   12.5   13.4   20.7   41.4   0.29   28.1   16.8   22.3   24.2    8.7   22.3   24.2  103.7  398.4   0.00   0.00
 2014 164    37   17.0   12.5   13.4   23.3   46.6   0.20   26.2   17.3   21.6   23.1    9.3   21.6   23.1  103.7  398.4   0.00   0.00
 2014 165    38    3.1   12.5   13.4   23.0   46.0   0.21   27.0   15.2   20.9   22.9    7.4   20.9   22.9  103.7  398.4   0.00   0.00
 2014 166    39    2.1   12.5   13.4   22.7   45.4   0.22   29.1   15.5   22.1   24.4    7.8   22.1   24.4  102.8  398.5   0.00   0.00
 2014 167    40    0.0   12.5   13.4   22.5   45.0   0.23   29.6   15.8   22.5   24.9    8.2   22.5   24.9  102.8  398.5   0.00   0.00
 2014 168    41    1.4   12.5   13.4   22.7   45.4   0.22   28.8   15.9   22.2   24.4    8.3   22.2   24.4  102.0  398.5   0.00   0.00
 2014 169    42    5.9   12.5   13.4   22.3   44.6   0.24   27.6   16.5   21.9   23.8    8.9   21.9   23.8  102.0  398.5   0.00   0.00
 2014 170    43    0.0   12.5   13.4   14.7   29.4   0.50   26.9   17.9   22.3   23.8   10.3   22.3   23.8   99.4  398.5   0.00   0.00
 2014 171    44    5.8   12.5   13.4   20.1   40.2   0.31   27.3   16.1   21.5   23.5    8.7   21.5   23.5   99.4  398.5   0.00   0.00
 2014 172    45   11.4   12.5   13.4   21.0   42.0   0.28   28.8   16.8   22.6   24.7    9.4   22.6   24.7  100.2  398.5   0.00   0.00
 2014 173    46    6.3   12.5   13.4   19.6   39.2   0.33   28.3   16.5   22.2   24.2    9.2   22.2   24.2   99.4  398.5   0.00   0.00
 2014 174    47    9.7   12.5   13.4   16.6   33.2   0.43   26.5   15.9   21.1   22.9    8.6   21.1   22.9   99.4  398.5   0.00   0.00
 2014 175    48    2.9   12.5   13.4   17.3   34.6   0.41   26.0   15.5   20.6   22.4    8.3   20.6   22.4   98.5  398.5   0.00   0.00
 2014 176    49    7.6   12.5   13.4   17.5   35.0   0.40   25.3   15.2   20.1   21.8    8.1   20.1   21.8  101.1  398.5   0.00   0.00
 2014 177    50    4.7   12.5   13.4   18.9   37.8   0.35   25.8   15.3   20.4   22.2    8.3   20.4   22.2  102.0  398.5   0.00   0.00
 2014 178    51    6.3   12.5   13.4   18.0   36.0   0.38   27.0   15.1   20.9   22.9    8.2   20.9   22.9  101.1  398.5   0.00   0.00
 2014 179    52    3.5   12.5   13.4   20.4   40.8   0.30   26.8   14.9   20.7   22.7    8.2   20.7   22.7  102.0  398.5   0.00   0.00
 2014 180    53    7.7   12.5   13.4   22.6   45.2   0.23   25.0   15.1   19.9   21.6    8.5   19.9   21.6  103.7  398.5   0.00   0.00
 2014 181    54    2.0   12.5   13.4   21.5   43.0   0.26   26.6   15.3   20.8   22.7    8.7   20.8   22.7  102.8  398.5   0.00   0.00
 2014 182    55   13.3   12.5   13.4   19.5   39.0   0.33   25.9   15.7   20.7   22.4    9.2   20.7   22.4  101.1  398.5   0.00   0.00
 2014 183    56    4.6   12.5   13.4   21.6   43.2   0.26   26.9   14.6   20.6   22.7    8.2   20.6   22.7  100.2  398.5   0.00   0.00
 2014 184    57   11.3   12.5   13.4   20.9   41.8   0.28   27.7   15.3   21.3   23.4    9.0   21.3   23.4  100.2  398.5   0.00   0.00
 2014 185    58    6.8   12.5   13.4   19.5   39.0   0.33   25.1   15.4   20.1   21.8    9.2   20.1   21.8  100.2  398.5   0.00   0.00
 2014 186    59   17.7   12.5   13.4   18.4   36.8   0.37   26.9   15.2   20.9   22.9    9.0   20.9   22.9   98.5  398.5   0.00   0.00
 2014 187    60    5.4   12.5   13.4   13.9   27.8   0.52   28.5   14.8   21.5   23.8    8.7   21.5   23.8   99.4  398.5   0.00   0.00
 2014 188    61   28.3   12.5   13.4   16.7   33.4   0.43   25.4   15.6   20.4   22.0    9.4   20.4   22.0  100.2  398.5   0.00   0.00
 2014 189    62   14.2   12.5   13.4   19.7   39.4   0.33   26.1   14.7   20.2   22.2    8.6   20.2   22.2   99.4  398.5   0.00   0.00
 2014 190    63    4.5   12.5   13.4   18.4   36.8   0.37   27.7   14.8   21.1   23.3    8.7   21.1   23.3  100.2  398.5   0.00   0.00
 2014 191    64   10.6   12.5   13.4   15.9   31.8   0.46   28.1   14.4   21.1   23.4    8.4   21.1   23.4  102.0  398.5   0.00   0.00
 2014 192    65   10.0   12.5   13.4   18.4   36.8   0.37   27.1   15.1   20.9   23.0    9.1   20.9   23.0  103.7  398.5   0.00   0.00
 2014 193    66    2.0   12.5   13.4   16.1   32.2   0.45   28.7   15.4   21.9   24.1    9.5   21.9   24.1  104.5  398.5   0.00   0.00
 2014 194    67   10.1   12.5   13.4   19.3   38.6   0.34   26.1   14.3   20.0   22.0    8.4   20.0   22.0  105.4  398.5   0.00   0.00
 2014 195    68    0.0   12.5   13.4   20.7   41.4   0.29   25.2   15.1   20.0   21.7    9.3   20.0   21.7  106.3  398.5   0.00   0.00
 2014 196    69   14.4   12.5   13.4   13.2   26.4   0.55   25.4   16.4   20.8   22.3   10.5   20.8   22.3  108.0  398.7   0.00   0.00
 2014 197    70    4.7   12.5   13.4   20.3   40.6   0.31   29.3   14.3   21.6   24.1    8.6   21.6   24.1  108.9  398.7   0.00   0.00
 2014 198    71   11.9   12.5   13.4   15.8   31.6   0.46   29.8   13.7   21.5   24.2    8.1   21.5   24.2  108.9  398.7   0.00   0.00
 2014 199    72    8.9   12.5   13.4   16.0   32.0   0.45   26.4   15.6   20.8   22.7   10.0   20.8   22.7  108.9  398.7   0.00   0.00
 2014 200    73   14.4   12.5   13.3   14.3   28.6   0.51   25.9   15.0   20.3   22.1    9.4   20.3   22.1  108.9  398.7   0.00   0.00
 2014 201    74   12.1   12.5   13.3   17.9   35.8   0.39   24.6   14.6   19.5   21.1    9.0   19.5   21.1  107.1  398.7   0.00   0.00
 2014 202    75   12.1   12.5   13.3   12.8   25.6   0.56   26.8   16.0   21.2   23.1   10.4   21.2   23.1  107.1  398.7   0.00   0.00
 2014 203    76    4.6   12.5   13.3   12.1   24.2   0.59   24.9   15.1   19.9   21.5    9.6   19.9   21.5  107.1  398.7   0.00   0.00
 2014 204    77    0.0   12.4   13.3   14.7   29.4   0.50   25.8   14.9   20.2   22.0    9.4   20.2   22.0  108.0  398.7   0.00   0.00
 2014 205    78    2.2   12.4   13.3   13.1   26.2   0.55   26.0   14.2   19.9   21.9    8.8   19.9   21.9  108.0  398.7   0.00   0.00
 2014 206    79    0.0   12.4   13.3   15.0   30.0   0.49   25.6   14.6   19.9   21.8    9.2   19.9   21.8  107.1  398.7   0.00   0.00
 2014 207    80    0.0   12.4   13.3   10.3   20.6   0.65   24.6   14.9   19.6   21.2    9.5   19.6   21.2  106.3  398.7   0.00   0.00
 2014 208    81    9.1   12.4   13.3   13.1   26.2   0.55   25.1   14.9   19.8   21.6    9.5   19.8   21.6  105.4  398.7   0.00   0.00
 2014 209    82    9.2   12.4   13.3   16.9   33.8   0.43   25.3   16.1   20.6   22.1   10.6   20.6   22.1  104.5  398.7   0.00   0.00
 2014 210    83    2.6   12.4   13.3   11.0   22.0   0.63   26.2   14.8   20.3   22.2    9.4   20.3   22.2  103.7  398.7   0.00   0.00
 2014 211    84    0.0   12.4   13.3   12.2   24.4   0.59   24.2   14.2   19.0   20.7    8.8   19.0   20.7  102.8  398.7   0.00   0.00
 2014 212    85   12.0   12.4   13.3   10.2   20.4   0.65   23.3   14.9   19.0   20.4    9.5   19.0   20.4  102.0  398.7   0.00   0.00
 2014 213    86   16.1   12.4   13.3   10.3   20.6   0.65   27.1   14.8   20.8   22.8    9.4   20.8   22.8  102.0  398.7   0.00   0.00
 2014 214    87    0.0   12.4   13.3   14.3   28.6   0.51   24.2   15.5   19.7   21.2   10.0   19.7   21.2  101.1  398.7   0.00   0.00
 2014 215    88    4.1   12.4   13.2   18.0   36.0   0.39   25.1   14.6   19.7   21.4    9.1   19.7   21.4  100.2  398.7   0.00   0.00
 2014 216    89    0.0   12.4   13.2   14.5   29.0   0.51   24.1   14.2   19.0   20.7    8.7   19.0   20.7   99.4  398.7   0.00   0.00
 2014 217    90    5.1   12.4   13.2   13.7   27.4   0.54   23.1   14.2   18.5   20.0    8.7   18.5   20.0   98.5  398.7   0.00   0.00
 2014 218    91    2.5   12.4   13.2   14.8   29.6   0.50   26.7   14.3   20.3   22.4    8.8   20.3   22.4   98.5  398.7   0.00   0.00
 2014 219    92   17.9   12.4   13.2   18.9   37.8   0.36   24.5   15.8   20.0   21.5   10.3   20.0   21.5   98.5  398.7   0.00   0.00
 2014 220    93    5.5   12.4   13.2   12.5   25.0   0.58   25.0   14.4   19.5   21.3    8.9   19.5   21.3   99.4  398.7   0.00   0.00
 2014 221    94    1.6   12.3   13.2   18.0   36.0   0.39   25.7   14.9   20.1   21.9    9.4   20.1   21.9  100.2  398.7   0.00   0.00
 2014 222    95    0.0   12.3   13.2   15.5   31.0   0.47   22.9   14.1   18.4   19.8    8.6   18.4   19.8   99.4  398.7   0.00   0.00
 2014 223    96   16.6   12.3   13.2   18.3   36.6   0.38   24.3   13.0   18.5   20.4    7.5   18.5   20.4   98.5  398.7   0.00   0.00
 2014 224    97    2.7   12.3   13.2    7.0   14.0   0.76   27.1   14.0   20.3   22.5    8.5   20.3   22.5   98.5  398.7   0.00   0.00
 2014 225    98   17.6   12.3   13.2   19.9   39.8   0.33   25.9   14.9   20.2   22.1    9.3   20.2   22.1   96.8  398.7   0.00   0.00
 2014 226    99   15.7   12.3   13.2   23.7   47.4   0.20   26.3   14.7   20.3   22.2    9.1   20.3   22.2   96.8  398.7   0.00   0.00
 2014 227   100   11.2   12.3   13.1   19.2   38.4   0.35   23.4   15.9   19.5   20.8   10.2   19.5   20.8   96.8  398.8   0.00   0.00
 2014 228   101   11.9   12.3   13.1   19.0   38.0   0.36   23.8   14.1   18.8   20.4    8.5   18.8   20.4   95.0  398.8   0.00   0.00
 2014 229   102    3.9   12.3   13.1   11.3   22.6   0.62   25.4   14.0   19.5   21.4    8.3   19.5   21.4   94.2  398.8   0.00   0.00
 2014 230   103    6.3   12.3   13.1   19.4   38.8   0.34   24.5   15.0   19.6   21.2    9.2   19.6   21.2   93.3  398.8   0.00   0.00
 2014 231   104   11.6   12.3   13.1   14.6   29.2   0.51   23.0   14.9   18.8   20.2    9.1   18.8   20.2   91.6  398.8   0.00   0.00
 2014 232   105   11.3   12.3   13.1   12.5   25.0   0.58   26.2   13.9   19.8   21.9    8.1   19.8   21.9   90.7  398.8   0.00   0.00
 2014 233   106    7.1   12.3   13.1   17.2   34.4   0.42   24.7   14.2   19.3   21.0    8.4   19.3   21.0   91.6  398.8   0.00   0.00
 2014 234   107    4.1   12.2   13.1   13.5   27.0   0.54   23.6   13.6   18.4   20.1    7.8   18.4   20.1   89.9  398.8   0.00   0.00
 2014 235   108    3.4   12.2   13.1   14.8   29.6   0.50   23.0   15.0   18.9   20.2    9.2   18.9   20.2   89.9  398.8   0.00   0.00
 2014 236   109   16.9   12.2   13.1   20.5   41.0   0.30   28.2   14.2   20.9   23.3    8.4   20.9   23.3   88.1  398.8   0.00   0.00
 2014 237   110   17.1   12.2   13.1   21.7   43.4   0.26   23.8   15.2   19.3   20.8    9.3   19.3   20.8   87.3  398.8   0.00   0.00
 2014 238   111    9.1   12.2   13.1    9.8   19.6   0.67   25.9   15.0   20.2   22.1    9.1   20.2   22.1   85.5  398.8   0.00   0.00
 2014 239   112    4.5   12.2   13.0   21.7   43.4   0.26   24.3   14.4   19.2   20.8    8.5   19.2   20.8   85.5  398.8   0.00   0.00
 2014 240   113    4.0   12.2   13.0   22.7   45.4   0.23   25.8   14.6   20.0   21.8    8.7   20.0   21.8   84.7  398.8   0.00   0.00
 2014 241   114   13.4   12.2   13.0   15.9   31.8   0.46   25.0   15.6   20.1   21.7    9.6   20.1   21.7   82.1  398.8   0.00   0.00
 2014 242   115   10.9   12.2   13.0   14.0   28.0   0.52   28.3   14.6   21.2   23.5    8.6   21.2   23.5   82.1  398.8   0.00   0.00
 2014 243   116    8.4   12.2   13.0   14.7   29.4   0.50   26.9   15.3   20.9   22.8    9.2   20.9   22.8   79.5  398.8   0.00   0.00
 2014 244   117    9.7   12.2   13.0   14.6   29.2   0.50   22.8   14.2   18.3   19.8    8.1   18.3   19.8   80.4  398.8   0.00   0.00
 2014 245   118    2.5   12.2   13.0   15.9   31.8   0.46   24.8   13.7   19.0   20.9    7.6   19.0   20.9   79.5  398.8   0.00   0.00
 2014 246   119    3.1   12.2   13.0   14.1   28.2   0.52   24.4   14.4   19.2   20.9    8.2   19.2   20.9   79.5  398.8   0.00   0.00
 2014 247   120    1.9   12.1   13.0   16.8   33.6   0.43   25.7   15.3   20.3   22.0    9.0   20.3   22.0   79.5  398.8   0.00   0.00
 2014 248   121    4.7   12.1   13.0   14.1   28.2   0.52   25.3   14.3   19.6   21.4    8.0   19.6   21.4   79.5  398.8   0.00   0.00
 2014 249   122   15.5   12.1   13.0   14.7   29.4   0.50   25.3   14.0   19.4   21.3    7.6   19.4   21.3   78.6  398.8   0.00   0.00
 2014 250   123    1.9   12.1   12.9   10.6   21.2   0.64   25.7   14.4   19.8   21.7    7.9   19.8   21.7   78.6  398.8   0.00   0.00
 2014 251   124    0.0   12.1   12.9   13.9   27.8   0.52   22.8   15.3   18.9   20.1    8.7   18.9   20.1   80.4  398.8   0.00   0.00
 2014 252   125    4.9   12.1   12.9   13.6   27.2   0.53   22.5   14.2   18.2   19.5    7.7   18.2   19.5   80.4  398.8   0.00   0.00
 2014 253   126    0.0   12.1   12.9   13.5   27.0   0.54   25.7   14.7   20.0   21.8    8.1   20.0   21.8   80.4  398.8   0.00   0.00
 2014 254   127   17.1   12.1   12.9   22.1   44.2   0.24   25.3   14.4   19.6   21.4    7.8   19.6   21.4   79.5  398.8   0.00   0.00
 2014 255   128   16.9   12.1   12.9   19.9   39.8   0.31   25.8   14.5   19.9   21.8    7.9   19.9   21.8   78.6  398.8   0.00   0.00
 2014 256   129   13.4   12.1   12.9   16.6   33.2   0.43   23.9   15.4   19.5   20.9    8.7   19.5   20.9   78.6  398.8   0.00   0.00
 2014 257   130    3.8   12.1   12.9   20.7   41.4   0.28   25.5   15.4   20.2   21.9    8.7   20.2   21.9   78.6  398.8   0.00   0.00
 2014 258   131   16.2   12.0   12.9   23.0   46.0   0.20   27.1   14.9   20.7   22.7    8.2   20.7   22.7   79.5  399.0   0.00   0.00
 2014 259   132    4.4   12.0   12.9   14.1   28.2   0.51   26.4   15.1   20.5   22.4    8.3   20.5   22.4   79.5  399.0   0.00   0.00
 2014 260   133    8.3   12.0   12.9   20.3   40.6   0.29   24.8   14.8   19.6   21.2    8.0   19.6   21.2   79.5  399.0   0.00   0.00
 2014 261   134   13.8   12.0   12.8   21.8   43.6   0.24   27.5   14.0   20.5   22.7    7.2   20.5   22.7   79.5  399.0   0.00   0.00
 2014 262   135    3.4   12.0   12.8   20.1   40.2   0.30   29.6   15.0   22.0   24.4    8.1   22.0   24.4   80.4  399.0   0.00   0.00
 2014 263   136    2.1   12.0   12.8   21.9   43.8   0.24   27.7   15.5   21.3   23.3    8.5   21.3   23.3   82.1  399.0   0.00   0.00
 2014 264   137    2.9   12.0   12.8   22.1   44.2   0.23   25.4   13.9   19.4   21.7    6.9   19.4   21.7   84.7  399.0   0.00   0.00
 2014 265   138    6.6   12.0   12.8   21.1   42.2   0.26   27.1   13.5   20.0   22.7    6.4   20.0   22.7   88.1  399.0   0.00   0.00
 2014 266   139    9.5   12.0   12.8   17.7   35.4   0.38   27.3   15.5   21.1   23.5    8.2   21.1   23.5   89.9  399.0   0.00   0.00
 2014 267   140    3.0   12.0   12.8   21.6   43.2   0.24   25.2   13.7   19.2   21.5    6.5   19.2   21.5   91.6  399.0   0.00   0.00
 2014 268   141    5.9   12.0   12.8   22.3   44.6   0.21   27.5   15.8   21.4   23.7    8.4   21.4   23.7   93.3  399.0   0.00   0.00
 2014 269   142    2.7   12.0   12.8   19.0   38.0   0.33   29.5   14.2   21.5   24.6    6.8   21.5   24.6   95.9  399.0   0.00   0.00
 2014 270   143    0.0   11.9   12.8   15.9   31.8   0.44   27.0   12.8   19.6   22.4    5.4   19.6   22.4   99.4  399.0   0.00   0.00
 2014 271   144    3.2   11.9   12.8   16.5   33.0   0.41   28.5   15.1   21.5   24.2    7.5   21.5   24.2  102.0  399.0   0.00   0.00
 2014 272   145    2.6   11.9   12.7   22.2   44.4   0.21   27.9   13.7   20.5   23.3    6.1   20.5   23.3  102.8  399.0   0.00   0.00
 2014 273   146    8.5   11.9   12.7   20.7   41.4   0.26   25.8   15.4   20.4   22.5    7.6   20.4   22.5  105.4  399.0   0.00   0.00
 2014 274   147    5.0   11.9   12.7   22.6   45.2   0.19   28.1   15.7   21.6   24.1    7.8   21.6   24.1  107.1  399.0   0.00   0.00
 2014 275   148    2.1   11.9   12.7   17.1   34.2   0.39   27.1   15.7   21.1   23.4    7.7   21.1   23.4  108.9  399.0   0.00   0.00
 2014 276   149    2.5   11.9   12.7   20.2   40.4   0.28   25.1   15.9   20.3   22.1    7.8   20.3   22.1  112.3  399.0   0.00   0.00
 2014 277   150   18.7   11.9   12.7   20.8   41.6   0.25   24.2   15.1   19.4   21.3    7.0   19.4   21.3  115.8  399.0   0.00   0.00
 2014 278   151   14.4   11.9   12.7   12.6   25.2   0.55   25.5   15.8   20.4   22.4    7.6   20.4   22.4  118.4  399.0   0.00   0.00
 2014 279   152    2.3   11.9   12.7   16.1   32.2   0.42   25.6   15.3   20.2   22.3    7.0   20.2   22.3  122.7  399.0   0.00   0.00
 2014 280   153    4.6   11.9   12.7   22.2   44.4   0.20   25.0   13.5   19.0   21.3    5.2   19.0   21.3  124.4  399.0   0.00   0.00
 2014 281   154   13.1   11.9   12.7   22.1   44.2   0.20   28.3   13.5   20.5   23.5    5.1   20.5   23.5  127.0  399.0   0.00   0.00
 2014 282   155   10.9   11.8   12.7   20.8   41.6   0.24   26.9   14.5   20.4   22.9    5.9   20.4   22.9  131.3  399.0   0.00   0.00
 2014 283   156    9.5   11.8   12.7   19.6   39.2   0.28   27.2   14.5   20.5   23.1    5.8   20.5   23.1  134.8  399.0   0.00   0.00
 2014 284   157    0.0   11.8   12.7   22.9   45.8   0.16   24.9   15.1   19.8   21.7    6.2   19.8   21.7  137.4  399.0   0.00   0.00
 2014 285   158    2.2   11.8   12.6   21.2   42.4   0.22   29.0   13.4   20.8   23.9    4.5   20.8   23.9  140.0  399.0   0.00   0.00
 2014 286   159    0.0   11.8   12.6   19.8   39.6   0.27   26.4   13.8   19.8   22.3    4.8   19.8   22.3  141.7  399.0   0.00   0.00
 2014 287   160    0.0   11.8   12.6   18.5   37.0   0.32   25.2   15.1   19.9   21.9    5.9   19.9   21.9  142.6  399.0   0.00   0.00
 2014 288   161    0.0   11.8   12.6   22.3   44.6   0.17   28.4   13.7   20.7   23.6    4.5   20.7   23.6  143.4  399.2   0.00   0.00
 2014 289   162    0.0   11.8   12.6   22.8   45.6   0.15   30.0   13.4   21.3   24.6    4.2   21.3   24.6  143.4  399.2   0.00   0.00
 2014 290   163    0.0   11.8   12.6   24.0   48.0   0.11   30.1   11.9   20.6   24.2    2.8   20.6   24.2  146.0  399.2   0.00   0.00
 2014 291   164    0.0   11.8   12.6   23.0   46.0   0.14   26.1   10.8   18.1   21.1    1.6   18.1   21.1  146.9  399.2   0.00   0.00
 2014 292   165    0.0   11.8   12.6   23.1   46.2   0.14   27.8   12.9   20.0   22.9    3.5   20.0   22.9  147.7  399.2   0.00   0.00
 2014 293   166   15.7   11.8   12.6   21.0   42.0   0.21   27.8   14.2   20.7   23.4    4.7   20.7   23.4  147.7  399.2   0.00   0.00
 2014 294   167    0.0   11.7   12.6   22.6   45.2   0.15   28.7   15.2   21.6   24.3    5.6   21.6   24.3  148.6  399.2   0.00   0.00
 2014 295   168    0.0   11.7   12.6   24.0   48.0   0.09   29.6   10.9   19.8   23.5    1.5   19.8   23.5  150.3  399.2   0.00   0.00
 2014 296   169    0.0   11.7   12.6   22.6   45.2   0.14   27.9   11.3   19.2   22.5    1.9   19.2   22.5  151.2  399.2   0.00   0.00
 2014 297   170    0.0   11.7   12.6   23.9   47.8   0.09   26.8   11.3   18.7   21.7    1.8   18.7   21.7  152.1  399.2   0.00   0.00
 2014 298   171    0.0   11.7   12.6   23.9   47.8   0.09   29.0   10.6   19.3   23.0    1.0   19.3   23.0  152.9  399.2   0.00   0.00
 2014 299   172    0.0   11.7   12.5   20.7   41.4   0.21   26.9   11.1   18.6   21.7    1.4   18.6   21.7  154.7  399.2   0.00   0.00
 2014 300   173    0.0   11.7   12.5   21.9   43.8   0.16   26.5   11.8   18.8   21.7    1.9   18.8   21.7  155.5  399.2   0.00   0.00
 2014 301   174    0.0   11.7   12.5   22.0   44.0   0.15   25.0   12.9   18.6   21.0    2.9   18.6   21.0  155.5  399.2   0.00   0.00
 2014 302   175    0.0   11.7   12.5   23.3   46.6   0.10   28.2   11.1   19.2   22.6    1.1   19.2   22.6  156.4  399.2   0.00   0.00
