*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:32
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2014 303   176    0.0   11.7   12.5   22.5   45.0   0.13   27.3   10.8   18.6   21.9    0.7   18.6   21.9  157.2  399.2   0.00   0.00
 2014 304   177    0.0   11.7   12.5   23.2   46.4   0.10   28.5   11.6   19.6   23.0    1.4   19.6   23.0  157.2  399.2   0.00   0.00
 2014 305   178    0.0   11.7   12.5   23.5   47.0   0.09   29.3   10.6   19.5   23.2    0.3   19.5   23.2  158.1  399.2   0.00   0.00
 2014 306   179    0.0   11.7   12.5   23.2   46.4   0.10   29.0   11.1   19.6   23.1    0.7   19.6   23.1  158.1  399.2   0.00   0.00
 2014 307   180    0.0   11.7   12.5   23.8   47.6   0.07   26.0   10.2   17.7   20.8   -0.2   17.7   20.8  158.1  399.2   0.00   0.00
 2014 308   181    0.0   11.6   12.5   23.7   47.4   0.07   27.3    9.0   17.7   21.3   -1.3   17.7   21.3  156.4  399.2   0.00   0.00
 2014 309   182    0.0   11.6   12.5   23.5   47.0   0.08   29.4   10.5   19.5   23.2    0.0   19.5   23.2  153.8  399.2   0.00   0.00
 2014 310   183    0.0   11.6   12.5   23.8   47.6   0.06   28.2    8.5   17.8   21.7   -1.8   17.8   21.7  152.9  399.2   0.00   0.00
 2014 311   184    0.0   11.6   12.5   22.3   44.6   0.12   25.8   11.0   18.0   20.9    0.5   18.0   20.9  152.1  399.2   0.00   0.00
 2014 312   185    0.0   11.6   12.5   22.0   44.0   0.13   29.0   10.8   19.4   23.0    0.3   19.4   23.0  150.3  399.2   0.00   0.00
 2014 313   186    0.0   11.6   12.5   22.1   44.2   0.12   28.9    9.6   18.7   22.5   -0.8   18.7   22.5  149.5  399.2   0.00   0.00
 2014 314   187    0.0   11.6   12.5   23.3   46.6   0.07   25.5    9.8   17.2   20.3   -0.6   17.2   20.3  147.7  399.2   0.00   0.00
 2014 315   188    0.0   11.6   12.5   22.6   45.2   0.10   27.5    8.9   17.7   21.4   -1.4   17.7   21.4  145.2  399.2   0.00   0.00
 2014 316   189    0.0   11.6   12.5   22.6   45.2   0.09   29.6    8.9   18.7   22.8   -1.4   18.7   22.8  146.0  399.2   0.00   0.00
 2014 317   190    0.0   11.6   12.4   21.9   43.8   0.12   28.1   13.2   20.2   23.2    2.5   20.2   23.2  146.0  399.2   0.00   0.00
 2014 318   191    0.0   11.6   12.4   20.6   41.2   0.17   28.1   13.2   20.2   23.2    2.4   20.2   23.2  148.6  399.2   0.00   0.00
 2014 319   192    5.2   11.6   12.4   16.2   32.4   0.34   26.9   14.8   20.5   22.9    3.8   20.5   22.9  149.5  399.3   0.00   0.00
 2014 320   193    1.8   11.6   12.4   21.7   43.4   0.12   28.5   14.3   21.0   23.8    3.3   21.0   23.8  149.5  399.3   0.00   0.00
 2014 321   194    2.2   11.6   12.4   19.4   38.8   0.21   25.4   13.7   19.2   21.5    2.7   19.2   21.5  149.5  399.3   0.00   0.00
 2014 322   195    7.3   11.6   12.4   22.1   44.2   0.10   30.1   11.2   20.1   23.8    0.4   20.1   23.8  147.7  399.3   0.00   0.00
 2014 323   196    0.0   11.6   12.4   21.4   42.8   0.13   28.1   12.8   20.0   23.0    1.8   20.0   23.0  148.6  399.3   0.00   0.00
 2014 324   197    0.0   11.5   12.4   22.2   44.4   0.09   29.3   11.7   20.0   23.5    0.8   20.0   23.5  150.3  399.3   0.00   0.00
 2014 325   198    1.5   11.5   12.4   21.0   42.0   0.14   26.2   10.3   17.8   20.9   -0.6   17.8   20.9  152.1  399.3   0.00   0.00
 2014 326   199    0.0   11.5   12.4   20.2   40.4   0.17   27.4   14.1   20.4   23.0    2.8   20.4   23.0  152.9  399.3   0.00   0.00
 2014 327   200    2.9   11.5   12.4   22.4   44.8   0.08   24.9   14.9   19.6   21.6    3.4   19.6   21.6  152.1  399.3   0.00   0.00
 2014 328   201    0.0   11.5   12.4   19.9   39.8   0.18   27.4   13.9   20.3   22.9    2.4   20.3   22.9  151.2  399.3   0.00   0.00
 2014 329   202    0.0   11.5   12.4   14.4   28.8   0.40   28.8   14.2   21.1   24.0    2.6   21.1   24.0  151.2  399.3   0.00   0.00
 2014 330   203    3.3   11.5   12.4   16.2   32.4   0.33   28.5   14.9   21.3   24.0    3.2   21.3   24.0  152.1  399.3   0.00   0.00
 2014 331   204    0.0   11.5   12.4   19.5   39.0   0.19   28.6   13.8   20.8   23.7    2.1   20.8   23.7  153.8  399.3   0.00   0.00
 2014 332   205    0.0   11.5   12.4   22.5   45.0   0.06   28.8   13.0   20.5   23.5    1.2   20.5   23.5  154.7  399.3   0.00   0.00
 2014 333   206    0.0   11.5   12.4   21.2   42.4   0.11   28.1   12.9   20.1   23.0    1.0   20.1   23.0  153.8  399.3   0.00   0.00
 2014 334   207    0.0   11.5   12.4   21.1   42.2   0.12   26.7   13.2   19.6   22.2    1.2   19.6   22.2  151.2  399.3   0.00   0.00
 2014 335   208    2.4   11.5   12.4   13.7   27.4   0.43   25.1   13.0   18.7   21.1    1.0   18.7   21.1  151.2  399.3   0.00   0.00
 2014 336   209    0.0   11.5   12.4   21.4   42.8   0.10   29.3   10.6   19.4   23.1   -1.2   19.4   23.1  151.2  399.3   0.00   0.00
 2014 337   210    0.0   11.5   12.4   21.9   43.8   0.08   27.1   11.4   18.8   21.9   -0.5   18.8   21.9  151.2  399.3   0.00   0.00
 2014 338   211    0.0   11.5   12.4   22.8   45.6   0.04   28.3    8.5   17.8   21.7   -3.2   17.8   21.7  152.1  399.3   0.00   0.00
 2014 339   212    0.0   11.5   12.4   22.6   45.2   0.05   29.5    7.8   18.0   22.3   -3.8   18.0   22.3  150.3  399.3   0.00   0.00
 2014 340   213    0.0   11.5   12.4   20.7   41.4   0.13   27.8   10.9   18.9   22.2   -1.1   18.9   22.2  149.5  399.3   0.00   0.00
 2014 341   214    0.0   11.5   12.4   21.3   42.6   0.10   27.1   12.2   19.2   22.1    0.0   19.2   22.1  149.5  399.3   0.00   0.00
 2014 342   215    0.0   11.5   12.4   20.1   40.2   0.15   24.5   11.5   17.6   20.2   -0.7   17.6   20.2  150.3  399.3   0.00   0.00
 2014 343   216    2.0   11.5   12.4   19.2   38.4   0.19   25.0   14.1   19.2   21.4    1.6   19.2   21.4  150.3  399.3   0.00   0.00
 2014 344   217    0.0   11.5   12.4   22.1   44.2   0.06   24.2   11.3   17.4   19.9   -1.2   17.4   19.9  150.3  399.3   0.00   0.00
 2014 345   218    0.0   11.5   12.4   22.5   45.0   0.04   26.2    9.0   17.1   20.5   -3.5   17.1   20.5  147.7  399.3   0.00   0.00
 2014 346   219    0.0   11.5   12.4   22.8   45.6   0.03   24.8    8.0   15.9   19.2   -4.6   15.9   19.2  144.3  399.3   0.00   0.00
 2014 347   220    0.0   11.5   12.4   22.3   44.6   0.05   25.6    8.5   16.6   19.9   -4.2   16.6   19.9  142.6  399.3   0.00   0.00
 2014 348   221    0.0   11.5   12.4   22.8   45.6   0.03   25.8    8.4   16.6   20.0   -4.5   16.6   20.0  141.7  399.3   0.00   0.00
 2014 349   222    0.0   11.5   12.4   21.8   43.6   0.07   25.9    9.3   17.1   20.4   -3.8   17.1   20.4  142.6  399.5   0.00   0.00
 2014 350   223    0.0   11.5   12.4   22.1   44.2   0.06   25.5   10.1   17.4   20.4   -3.3   17.4   20.4  141.7  399.5   0.00   0.00
 2014 351   224    0.0   11.5   12.4   20.1   40.2   0.14   23.3   13.5   18.1   20.0   -0.4   18.1   20.0  140.0  399.5   0.00   0.00
 2014 352   225    0.0   11.5   12.4   19.5   39.0   0.17   24.2   13.7   18.7   20.7   -0.3   18.7   20.7  139.1  399.5   0.00   0.00
 2014 353   226    0.0   11.5   12.4   20.8   41.6   0.11   25.4   10.7   17.6   20.5   -3.1   17.6   20.5  137.4  399.5   0.00   0.00
 2014 354   227    0.0   11.5   12.4   21.8   43.6   0.07   25.3   11.3   17.9   20.6   -2.6   17.9   20.6  136.5  399.5   0.00   0.00
 2014 355   228    0.0   11.5   12.4   20.0   40.0   0.15   26.3   12.5   19.0   21.7   -1.5   19.0   21.7  135.6  399.5   0.00   0.00
 2014 356   229    0.0   11.5   12.4   21.6   43.2   0.08   25.0   11.2   17.7   20.4   -2.8   17.7   20.4  136.5  399.5   0.00   0.00
 2014 357   230    0.0   11.5   12.4   21.6   43.2   0.08   25.1   11.1   17.7   20.4   -3.0   17.7   20.4  137.4  399.5   0.00   0.00
 2014 358   231    0.0   11.5   12.4   17.4   34.8   0.26   24.3   11.8   17.7   20.1   -2.5   17.7   20.1  138.2  399.5   0.00   0.00
 2014 359   232    0.0   11.5   12.4   21.3   42.6   0.09   26.9   13.1   19.6   22.3   -1.4   19.6   22.3  140.0  399.5   0.00   0.00
 2014 360   233    0.0   11.5   12.4   18.0   36.0   0.23   25.4   11.2   17.9   20.7   -3.2   17.9   20.7  140.0  399.5   0.00   0.00
 2014 361   234    0.0   11.5   12.4   20.9   41.8   0.11   26.7   13.8   19.9   22.4   -1.1   19.9   22.4  143.4  399.5   0.00   0.00
 2014 362   235    0.0   11.5   12.4   20.9   41.8   0.11   25.9   12.8   19.0   21.5   -2.1   19.0   21.5  144.3  399.5   0.00   0.00
 2014 363   236    0.0   11.5   12.4   22.9   45.8   0.03   26.1   10.7   18.0   21.0   -4.0   18.0   21.0  145.2  399.5   0.00   0.00
