*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:32
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                                                                                                                Soil evaporation (mm/d) by soil depth (cm):
!                                                                                                                                                0-5    5-15   15-30   30-60   60-90  90-120
@YEAR DOY   DAS   SRAA  TMAXA  TMINA   EOAA   EOPA   EOSA   ETAA   EPAA   ESAA   EFAA   EMAA    EOAC    ETAC    EPAC    ESAC    EFAC    EMAC    ES1D    ES2D    ES3D    ES4D    ES5D    ES6D   TRWUD
 2014 187    60  13.90  28.50  14.80  3.480  0.211  3.267  3.478  0.211  3.267  0.000  0.000  309.65  275.59    2.01  273.58    0.00    0.00   0.826   0.627   0.529   0.637   0.445   0.203   0.021
 2014 188    61  16.70  25.40  15.60  4.059  0.272  3.784  4.056  0.272  3.784  0.000  0.000  313.71  279.65    2.28  277.37    0.00    0.00   0.944   0.713   0.604   0.738   0.516   0.269   0.027
 2014 189    62  19.70  26.10  14.70  4.786  0.351  4.432  4.783  0.351  4.432  0.000  0.000  318.50  284.43    2.63  281.80    0.00    0.00   1.077   0.820   0.701   0.862   0.604   0.368   0.035
 2014 190    63  18.40  27.70  14.80  4.552  0.364  4.184  4.548  0.364  4.184  0.000  0.000  323.05  288.98    2.99  285.98    0.00    0.00   1.019   0.769   0.649   0.791   0.560   0.395   0.036
 2014 191    64  15.90  28.10  14.40  3.936  0.344  3.589  3.933  0.344  3.589  0.000  0.000  326.98  292.91    3.34  289.57    0.00    0.00   0.873   0.658   0.557   0.670   0.472   0.359   0.034
 2014 192    65  18.40  27.10  15.10  4.525  0.436  4.084  4.521  0.436  4.084  0.000  0.000  331.51  297.43    3.77  293.66    0.00    0.00   0.990   0.753   0.641   0.756   0.531   0.413   0.044
 2014 193    66  16.10  28.70  15.40  4.035  0.427  3.605  4.031  0.427  3.605  0.000  0.000  335.54  301.46    4.20  297.26    0.00    0.00   0.874   0.654   0.558   0.674   0.473   0.373   0.043
 2014 194    67  19.30  26.10  14.30  4.639  0.538  4.095  4.633  0.538  4.095  0.000  0.000  340.18  306.10    4.74  301.36    0.00    0.00   0.995   0.750   0.634   0.761   0.534   0.422   0.054
 2014 195    68  20.70  25.20  15.10  4.954  0.622  4.327  4.948  0.622  4.327  0.000  0.000  345.14  311.04    5.36  305.68    0.00    0.00   1.033   0.791   0.669   0.813   0.570   0.450   0.062
 2014 196    69  13.20  25.40  16.40  3.174  0.429  2.741  3.170  0.429  2.741  0.000  0.000  348.31  314.21    5.79  308.42    0.00    0.00   0.655   0.506   0.428   0.512   0.357   0.282   0.043
 2014 197    70  20.30  29.30  14.30  5.061  0.731  4.323  5.054  0.731  4.323  0.000  0.000  353.37  319.27    6.52  312.75    0.00    0.00   1.067   0.803   0.671   0.794   0.553   0.435   0.073
 2014 198    71  15.80  29.80  13.70  3.929  0.617  3.306  3.923  0.617  3.306  0.000  0.000  357.30  323.19    7.14  316.05    0.00    0.00   0.806   0.612   0.518   0.611   0.425   0.334   0.062
 2014 199    72  16.00  26.40  15.60  3.880  0.659  3.214  3.873  0.659  3.214  0.000  0.000  361.18  327.07    7.80  319.27    0.00    0.00   0.782   0.594   0.508   0.593   0.412   0.324   0.066
 2014 200    73  14.30  25.90  15.00  3.425  0.624  2.796  3.419  0.624  2.796  0.000  0.000  364.61  330.48    8.42  322.06    0.00    0.00   0.677   0.514   0.439   0.521   0.361   0.283   0.062
 2014 201    74  17.90  24.60  14.60  4.203  0.815  3.380  4.195  0.815  3.380  0.000  0.000  368.81  334.68    9.24  325.44    0.00    0.00   0.816   0.619   0.528   0.634   0.439   0.344   0.081
 2014 202    75  12.80  26.80  16.00  3.113  0.639  2.467  3.107  0.639  2.467  0.000  0.000  371.92  337.79    9.87  327.91    0.00    0.00   0.593   0.451   0.385   0.463   0.322   0.253   0.064
 2014 203    76  12.10  24.90  15.10  2.854  0.624  2.224  2.848  0.624  2.224  0.000  0.000  374.78  340.63   10.50  330.14    0.00    0.00   0.542   0.408   0.343   0.412   0.290   0.229   0.062
 2014 204    77  14.70  25.80  14.90  3.494  0.806  2.680  3.486  0.806  2.680  0.000  0.000  378.27  344.12   11.30  332.82    0.00    0.00   0.644   0.487   0.412   0.504   0.354   0.280   0.081
 2014 205    78  13.10  26.00  14.20  3.082  0.751  2.323  3.075  0.751  2.323  0.000  0.000  381.35  347.19   12.06  335.14    0.00    0.00   0.559   0.420   0.357   0.437   0.307   0.243   0.075
 2014 206    79  15.00  25.60  14.60  3.525  0.905  2.611  3.516  0.905  2.611  0.000  0.000  384.88  350.71   12.96  337.75    0.00    0.00   0.626   0.471   0.400   0.492   0.346   0.275   0.091
 2014 207    80  10.30  24.60  14.90  2.385  0.644  1.734  2.337  0.644  1.692  0.000  0.000  387.26  353.05   13.61  339.44    0.00    0.00   1.401   0.188   0.058   0.030   0.011   0.006   0.064
 2014 208    81  13.10  25.10  14.90  3.030  0.858  2.164  3.022  0.858  2.164  0.000  0.000  390.29  356.07   14.46  341.61    0.00    0.00   0.511   0.398   0.333   0.408   0.286   0.228   0.086
 2014 209    82  16.90  25.30  16.10  3.996  1.185  2.799  3.984  1.185  2.799  0.000  0.000  394.29  360.05   15.65  344.40    0.00    0.00   0.701   0.520   0.428   0.511   0.356   0.283   0.119
 2014 210    83  11.00  26.20  14.80  2.594  0.807  1.779  2.587  0.807  1.779  0.000  0.000  396.88  362.64   16.46  346.18    0.00    0.00   0.442   0.327   0.274   0.328   0.228   0.180   0.081
 2014 211    84  12.20  24.20  14.20  2.792  0.909  1.875  2.783  0.909  1.875  0.000  0.000  399.68  365.42   17.37  348.06    0.00    0.00   0.454   0.340   0.288   0.353   0.246   0.194   0.091
 2014 212    85  10.20  23.30  14.90  2.309  0.781  1.520  2.301  0.781  1.520  0.000  0.000  401.99  367.73   18.15  349.58    0.00    0.00   0.371   0.280   0.235   0.282   0.197   0.155   0.078
 2014 213    86  10.30  27.10  14.80  2.445  0.859  1.578  2.437  0.859  1.578  0.000  0.000  404.43  370.16   19.01  351.16    0.00    0.00   0.388   0.292   0.246   0.292   0.202   0.158   0.086
 2014 214    87  14.30  24.20  15.50  3.290  1.204  2.075  3.279  1.204  2.075  0.000  0.000  407.72  373.44   20.21  353.23    0.00    0.00   0.498   0.378   0.322   0.392   0.272   0.214   0.120
 2014 215    88  18.00  25.10  14.60  4.131  1.569  2.548  4.117  1.569  2.548  0.000  0.000  411.85  377.56   21.78  355.78    0.00    0.00   0.624   0.461   0.391   0.477   0.333   0.262   0.157
 2014 216    89  14.50  24.10  14.20  3.282  1.291  1.978  3.270  1.291  1.978  0.000  0.000  415.13  380.83   23.07  357.76    0.00    0.00   0.479   0.357   0.304   0.372   0.261   0.206   0.129
 2014 217    90  13.70  23.10  14.20  3.047  1.238  1.797  3.035  1.238  1.797  0.000  0.000  418.18  383.86   24.31  359.55    0.00    0.00   0.443   0.325   0.274   0.335   0.234   0.186   0.124
 2014 218    91  14.80  26.70  14.30  3.448  1.452  1.983  3.435  1.452  1.983  0.000  0.000  421.63  387.30   25.76  361.54    0.00    0.00   0.503   0.359   0.299   0.366   0.254   0.202   0.145
 2014 219    92  18.90  24.50  15.80  4.330  1.895  2.417  4.312  1.895  2.417  0.000  0.000  425.96  391.61   27.66  363.95    0.00    0.00   0.602   0.442   0.373   0.448   0.308   0.243   0.190
 2014 220    93  12.50  25.00  14.40  2.841  1.288  1.541  2.829  1.288  1.541  0.000  0.000  428.80  394.44   28.94  365.49    0.00    0.00   0.378   0.286   0.240   0.286   0.197   0.155   0.129
 2014 221    94  18.00  25.70  14.90  4.138  1.937  2.183  4.120  1.937  2.183  0.000  0.000  432.94  398.56   30.88  367.68    0.00    0.00   0.540   0.397   0.335   0.405   0.283   0.223   0.194
 2014 222    95  15.50  22.90  14.10  3.409  1.646  1.747  3.393  1.646  1.747  0.000  0.000  436.35  401.95   32.53  369.42    0.00    0.00   0.419   0.317   0.269   0.329   0.230   0.182   0.165
 2014 223    96  18.30  24.30  13.00  4.042  2.002  2.020  4.022  2.002  2.020  0.000  0.000  440.39  405.97   34.53  371.44    0.00    0.00   0.489   0.371   0.316   0.376   0.262   0.207   0.200
 2014 224    97   7.00  27.10  14.00  1.615  0.820  0.787  1.607  0.820  0.787  0.000  0.000  442.00  407.58   35.35  372.23    0.00    0.00   0.195   0.144   0.122   0.145   0.101   0.079   0.082
 2014 225    98  19.90  25.90  14.90  4.554  2.378  2.154  4.532  2.378  2.154  0.000  0.000  446.56  412.11   37.73  374.39    0.00    0.00   0.533   0.393   0.334   0.401   0.277   0.217   0.238
 2014 226    99  23.70  26.30  14.70  5.424  2.906  2.492  5.398  2.906  2.492  0.000  0.000  451.98  417.51   40.63  376.88    0.00    0.00   0.602   0.455   0.388   0.470   0.324   0.252   0.291
 2014 227   100  19.20  23.40  15.90  4.276  2.347  1.907  4.255  2.347  1.907  0.000  0.000  456.26  421.77   42.98  378.79    0.00    0.00   0.459   0.348   0.297   0.359   0.249   0.195   0.235
 2014 228   101  19.00  23.80  14.10  4.185  2.348  1.816  4.164  2.348  1.816  0.000  0.000  460.44  425.93   45.33  380.60    0.00    0.00   0.439   0.332   0.283   0.339   0.237   0.186   0.235
 2014 229   102  11.30  25.40  14.00  2.532  1.448  1.071  2.519  1.448  1.071  0.000  0.000  462.97  428.45   46.78  381.67    0.00    0.00   0.262   0.196   0.165   0.199   0.139   0.110   0.145
 2014 230   103  19.40  24.50  15.00  4.325  2.562  1.741  4.303  2.562  1.741  0.000  0.000  467.30  432.75   49.34  383.41    0.00    0.00   0.430   0.320   0.267   0.321   0.225   0.178   0.256
 2014 231   104  14.60  23.00  14.90  3.183  1.952  1.214  3.166  1.952  1.214  0.000  0.000  470.48  435.92   51.29  384.63    0.00    0.00   0.297   0.224   0.189   0.224   0.156   0.124   0.195
 2014 232   105  12.50  26.20  13.90  2.805  1.762  1.028  2.790  1.762  1.028  0.000  0.000  473.29  438.71   53.05  385.66    0.00    0.00   0.251   0.189   0.161   0.190   0.132   0.104   0.176
 2014 233   106  17.20  24.70  14.20  3.794  2.432  1.340  3.773  2.432  1.340  0.000  0.000  477.08  442.48   55.49  387.00    0.00    0.00   0.328   0.246   0.209   0.248   0.173   0.136   0.243
 2014 234   107  13.50  23.60  13.60  2.919  1.902  1.000  2.902  1.902  1.000  0.000  0.000  480.00  445.38   57.39  388.00    0.00    0.00   0.246   0.184   0.154   0.184   0.129   0.102   0.190
 2014 235   108  14.80  23.00  15.00  3.210  2.120  1.071  3.191  2.120  1.071  0.000  0.000  483.21  448.58   59.51  389.07    0.00    0.00   0.266   0.196   0.164   0.197   0.138   0.109   0.212
 2014 236   109  20.50  28.20  14.20  4.696  3.142  1.528  4.671  3.142  1.528  0.000  0.000  487.91  453.25   62.65  390.60    0.00    0.00   0.377   0.280   0.236   0.283   0.197   0.155   0.314
 2014 237   110  21.70  23.80  15.20  4.748  3.218  1.503  4.721  3.218  1.503  0.000  0.000  492.65  457.97   65.87  392.10    0.00    0.00   0.364   0.275   0.234   0.283   0.195   0.152   0.322
 2014 238   111   9.80  25.90  15.00  2.193  1.503  0.679  2.181  1.503  0.679  0.000  0.000  494.85  460.15   67.37  392.78    0.00    0.00   0.164   0.124   0.106   0.127   0.088   0.069   0.150
 2014 239   112  21.70  24.30  14.40  4.739  3.279  1.433  4.712  3.279  1.433  0.000  0.000  499.59  464.86   70.65  394.21    0.00    0.00   0.352   0.264   0.221   0.264   0.186   0.147   0.328
 2014 240   113  22.70  25.80  14.60  5.050  3.525  1.497  5.022  3.525  1.497  0.000  0.000  504.64  469.88   74.18  395.71    0.00    0.00   0.369   0.275   0.229   0.276   0.194   0.154   0.352
 2014 241   114  15.90  25.00  15.60  3.528  2.485  1.024  3.509  2.485  1.024  0.000  0.000  508.16  473.39   76.66  396.73    0.00    0.00   0.252   0.188   0.159   0.189   0.132   0.104   0.248
 2014 242   115  14.00  28.30  14.60  3.203  2.275  0.911  3.186  2.275  0.911  0.000  0.000  511.37  476.58   78.93  397.64    0.00    0.00   0.223   0.168   0.143   0.169   0.117   0.092   0.227
 2014 243   116  14.70  26.90  15.30  3.324  2.381  0.926  3.307  2.381  0.926  0.000  0.000  514.69  479.88   81.32  398.57    0.00    0.00   0.227   0.170   0.145   0.172   0.119   0.094   0.238
 2014 244   117  14.60  22.80  14.20  3.113  2.244  0.851  3.095  2.244  0.851  0.000  0.000  517.80  482.98   83.56  399.42    0.00    0.00   0.208   0.156   0.133   0.157   0.110   0.086   0.224
 2014 245   118  15.90  24.80  13.70  3.458  2.507  0.931  3.439  2.507  0.931  0.000  0.000  521.26  486.42   86.07  400.35    0.00    0.00   0.231   0.169   0.143   0.172   0.121   0.095   0.251
 2014 246   119  14.10  24.40  14.40  3.067  2.237  0.813  3.050  2.237  0.813  0.000  0.000  524.33  489.47   88.30  401.16    0.00    0.00   0.203   0.147   0.124   0.150   0.105   0.083   0.224
 2014 247   120  16.80  25.70  15.30  3.737  2.741  0.976  3.717  2.741  0.976  0.000  0.000  528.07  493.18   91.04  402.14    0.00    0.00   0.245   0.176   0.148   0.180   0.126   0.100   0.274
 2014 248   121  14.10  25.30  14.30  3.094  2.282  0.794  3.077  2.282  0.794  0.000  0.000  531.16  496.26   93.33  402.93    0.00    0.00   0.200   0.145   0.121   0.146   0.102   0.081   0.228
 2014 249   122  14.70  25.30  14.00  3.217  2.386  0.814  3.199  2.386  0.814  0.000  0.000  534.38  499.46   95.71  403.75    0.00    0.00   0.202   0.150   0.126   0.150   0.104   0.082   0.239
 2014 250   123  10.60  25.70  14.40  2.337  1.742  0.582  2.324  1.742  0.582  0.000  0.000  536.71  501.78   97.45  404.33    0.00    0.00   0.144   0.106   0.090   0.108   0.075   0.059   0.174
 2014 251   124  13.90  22.80  15.30  2.979  2.230  0.731  2.962  2.230  0.731  0.000  0.000  539.69  504.75   99.68  405.06    0.00    0.00   0.177   0.132   0.113   0.137   0.096   0.076   0.223
 2014 252   125  13.60  22.50  14.20  2.873  2.160  0.696  2.855  2.160  0.696  0.000  0.000  542.57  507.60  101.84  405.76    0.00    0.00   0.172   0.126   0.106   0.129   0.090   0.071   0.216
 2014 253   126  13.50  25.70  14.70  2.980  2.250  0.713  2.963  2.250  0.713  0.000  0.000  545.55  510.56  104.09  406.47    0.00    0.00   0.174   0.129   0.109   0.133   0.093   0.074   0.225
