*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                 0-5    5-15   15-30   30-53   53-77  77-100
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    
 2009 147    44   325    65      0      0    162     0     0   100    0.00   0.0   0.0   0.00   0.305   0.323   0.331   0.338   0.339   0.299
 2009 148    45   322    62      0      0    162     0     0   100    0.00   0.0   0.0   0.00   0.282   0.318   0.326   0.335   0.338   0.299
 2009 149    46   320    60      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.281   0.313   0.322   0.333   0.337   0.299
 2009 150    47   317    57      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.261   0.310   0.319   0.331   0.336   0.299
 2009 151    48   315    55      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.244   0.306   0.316   0.329   0.335   0.299
 2009 152    49   313    53      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.228   0.303   0.313   0.327   0.334   0.299
 2009 153    50   311    51      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.214   0.300   0.311   0.325   0.333   0.299
 2009 154    51   309    49      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.201   0.298   0.309   0.323   0.332   0.299
 2009 155    52   307    47      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.189   0.295   0.307   0.322   0.331   0.299
 2009 156    53   306    46      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.178   0.293   0.305   0.320   0.331   0.299
 2009 157    54   304    44      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.169   0.291   0.304   0.319   0.330   0.299
 2009 158    55   303    43      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.160   0.289   0.302   0.318   0.329   0.298
 2009 159    56   302    42      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.152   0.287   0.301   0.317   0.328   0.298
 2009 160    57   301    41      0      0    164     0     0   100    0.00   0.0   0.0   0.00   0.153   0.285   0.299   0.315   0.327   0.298
 2009 161    58   299    39      0      0    164     0     0   100    0.00   0.0   0.0   0.00   0.146   0.283   0.298   0.314   0.326   0.298
 2009 162    59   381   121      5     98    350     0     0    91    0.00   0.0   0.0   4.91   0.388   0.381   0.381   0.381   0.381   0.382
 2009 163    60   367   107      5    110    352     0     0    93    0.00   0.0   0.0   0.00   0.364   0.358   0.362   0.364   0.370   0.375
 2009 164    61   360   100      5    119    356     0     0    94    0.00   0.0   0.0   0.00   0.379   0.355   0.354   0.355   0.361   0.367
 2009 165    62   345    85      5    130    356     0     0    98    0.00   0.0   0.0   0.00   0.342   0.339   0.341   0.344   0.348   0.351
 2009 166    63   352    92      5    132    371     0     0    99    0.00   0.0   0.0   0.00   0.367   0.371   0.356   0.347   0.347   0.348
 2009 167    64   343    83      5    138    371     0     0   100    0.00   0.0   0.0   0.00   0.341   0.348   0.343   0.342   0.343   0.344
 2009 168    65   340    80      5    138    372     0     0   100    0.00   0.0   0.0   0.00   0.333   0.336   0.338   0.341   0.341   0.343
 2009 169    66   334    74      5    138    372     0     0   100    0.00   0.0   0.0   0.00   0.313   0.324   0.330   0.336   0.338   0.341
 2009 170    67   354    94      5    139    397     0     0   100    0.00   0.0   0.0   0.00   0.375   0.375   0.371   0.349   0.345   0.343
 2009 171    68   343    83      5    146    397     0     0   100    0.00   0.0   0.0   0.00   0.340   0.346   0.347   0.342   0.343   0.342
 2009 172    69   340    80      5    147    397     0     0   100    0.00   0.0   0.0   0.00   0.331   0.338   0.340   0.340   0.342   0.341
 2009 173    70   341    81      5    147    403     0     0   100    0.00   0.0   0.0   0.00   0.373   0.343   0.338   0.340   0.339   0.340
 2009 174    71   350    90      5    147    416     0     0   100    0.00   0.0   0.0   0.00   0.367   0.372   0.357   0.346   0.343   0.343
 2009 175    72   347    87      5    148    417     0     0    99    0.00   0.0   0.0   0.00   0.349   0.352   0.350   0.347   0.345   0.344
 2009 176    73   356    96      5    150    431     0     0    99    0.00   0.0   0.0   0.00   0.378   0.376   0.365   0.352   0.349   0.347
 2009 177    74   352    92      5    153    433     0     0    98    0.00   0.0   0.0   0.00   0.366   0.357   0.355   0.351   0.350   0.349
 2009 178    75   343    83      5    159    433     0     0   100    0.00   0.0   0.0   0.00   0.339   0.341   0.342   0.343   0.344   0.344
 2009 179    76   351    91      5    160    445     0     0    99    0.00   0.0   0.0   0.00   0.381   0.375   0.354   0.346   0.345   0.345
 2009 180    77   348    88      5    161    446     0     0    99    0.00   0.0   0.0   0.00   0.354   0.354   0.350   0.346   0.346   0.345
 2009 181    78   343    83      5    163    446     0     0    99    0.00   0.0   0.0   0.00   0.335   0.340   0.342   0.343   0.344   0.345
 2009 182    79   339    79      5    163    446     0     0   100    0.00   0.0   0.0   0.00   0.323   0.332   0.336   0.340   0.342   0.343
 2009 183    80   334    74      5    163    446     0     0   100    0.00   0.0   0.0   0.00   0.308   0.323   0.329   0.336   0.339   0.341
 2009 184    81   330    70      5    163    446     0     0   100    0.00   0.0   0.0   0.00   0.285   0.318   0.325   0.333   0.337   0.340
 2009 185    82   328    68      5    163    446     0     0   100    0.00   0.0   0.0   0.00   0.265   0.314   0.322   0.331   0.336   0.339
 2009 186    83   324    64      5    163    446     0     0   100    0.00   0.0   0.0   0.00   0.247   0.310   0.318   0.328   0.334   0.338
 2009 187    84   325    65      5    163    450     0     0   100    0.00   0.0   0.0   0.00   0.305   0.306   0.315   0.325   0.332   0.337
 2009 188    85   322    62      5    163    450     0     0   100    0.00   0.0   0.0   0.00   0.282   0.303   0.312   0.323   0.330   0.335
 2009 189    86   321    61      5    163    452     0     0   100    0.00   0.0   0.0   0.00   0.298   0.301   0.310   0.321   0.329   0.335
 2009 190    87   320    60      5    163    453     0     0   100    0.00   0.0   0.0   0.00   0.294   0.298   0.308   0.320   0.328   0.334
 2009 191    88   320    60      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.323   0.298   0.307   0.318   0.327   0.333
 2009 192    89   318    58      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.296   0.296   0.305   0.317   0.326   0.332
 2009 193    90   315    55      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.275   0.293   0.303   0.315   0.324   0.331
 2009 194    91   313    53      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.256   0.291   0.301   0.314   0.323   0.330
 2009 195    92   310    50      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.239   0.289   0.300   0.312   0.322   0.329
 2009 196    93   308    48      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.223   0.287   0.298   0.311   0.321   0.328
 2009 197    94   307    47      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.210   0.285   0.297   0.310   0.320   0.327
 2009 198    95   305    45      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.197   0.283   0.295   0.309   0.319   0.326
 2009 199    96   303    43      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.186   0.281   0.294   0.308   0.318   0.325
 2009 200    97   302    42      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.175   0.279   0.293   0.306   0.317   0.325
 2009 201    98   300    40      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.166   0.277   0.292   0.306   0.316   0.324
 2009 202    99   299    39      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.158   0.276   0.291   0.305   0.315   0.323
 2009 203   100   298    38      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.150   0.274   0.290   0.304   0.314   0.323
 2009 204   101   297    37      5    163    456     0     0   100    0.00   0.0   0.0   0.00   0.143   0.273   0.289   0.303   0.313   0.322
 2009 205   102   308    48      5    163    469     0     0   100    0.00   0.0   0.0   0.00   0.355   0.289   0.288   0.302   0.313   0.321
 2009 206   103   305    45      5    163    469     0     0   100    0.00   0.0   0.0   0.00   0.322   0.288   0.285   0.300   0.311   0.320
 2009 207   104   303    43      5    163    469     0     0   100    0.00   0.0   0.0   0.00   0.304   0.286   0.285   0.300   0.311   0.319
 2009 208   105   302    42      5    163    469     0     0   100    0.00   0.0   0.0   0.00   0.281   0.284   0.284   0.299   0.310   0.319
 2009 209   106   300    40      5    163    469     0     0   100    0.00   0.0   0.0   0.00   0.262   0.282   0.283   0.298   0.309   0.318
 2009 210   107   298    38      5    163    469     0     0   100    0.00   0.0   0.0   0.00   0.244   0.281   0.282   0.298   0.309   0.318
 2009 211   108   297    37      5    163    469     0     0   100    0.00   0.0   0.0   0.00   0.228   0.279   0.282   0.297   0.308   0.317
 2009 212   109   295    35      5    163    469     0     0   100    0.00   0.0   0.0   0.00   0.214   0.277   0.281   0.296   0.308   0.317
 2009 213   110   304    44      5    163    479     0     0   100    0.00   0.0   0.0   0.00   0.354   0.295   0.280   0.296   0.307   0.316
 2009 214   111   301    41      5    163    479     0     0   100    0.00   0.0   0.0   0.00   0.323   0.294   0.278   0.294   0.306   0.315
 2009 215   112   299    39      5    163    479     0     0   100    0.00   0.0   0.0   0.00   0.296   0.292   0.277   0.294   0.305   0.315
 2009 216   113   297    37      5    163    479     0     0   100    0.00   0.0   0.0   0.00   0.274   0.289   0.277   0.293   0.305   0.314
 2009 217   114   295    35      5    163    479     0     0   100    0.00   0.0   0.0   0.00   0.255   0.287   0.276   0.292   0.304   0.314
 2009 218   115   294    34      5    163    479     0     0   100    0.00   0.0   0.0   0.00   0.238   0.285   0.276   0.292   0.304   0.313
 2009 219   116   293    33      5    163    479     0     0   100    0.00   0.0   0.0   0.00   0.223   0.283   0.275   0.292   0.303   0.313
 2009 220   117   291    31      5    163    479     0     0   100    0.00   0.0   0.0   0.00   0.209   0.281   0.274   0.291   0.303   0.313
 2009 221   118   290    30      5    163    479     0     0   100    0.00   0.0   0.0   0.00   0.197   0.280   0.274   0.291   0.303   0.312
 2009 222   119   324    64      5    163    515     0     0   100    0.00   0.0   0.0   0.00   0.369   0.381   0.355   0.304   0.302   0.312
 2009 223   120   322    62      5    163    516     0     0   100    0.00   0.0   0.0   0.00   0.349   0.355   0.350   0.315   0.301   0.311
 2009 224   121   319    59      5    163    516     0     0   100    0.00   0.0   0.0   0.00   0.333   0.340   0.341   0.322   0.300   0.310
 2009 225   122   317    57      5    163    516     0     0   100    0.00   0.0   0.0   0.00   0.307   0.336   0.338   0.321   0.300   0.310
 2009 226   123   315    55      5    163    516     0     0   100    0.00   0.0   0.0   0.00   0.296   0.331   0.335   0.320   0.300   0.310
 2009 227   124   313    53      5    163    516     0     0   100    0.00   0.0   0.0   0.00   0.275   0.326   0.331   0.320   0.300   0.310
 2009 228   125   311    51      5    163    516     0     0   100    0.00   0.0   0.0   0.00   0.256   0.322   0.328   0.319   0.300   0.310
 2009 229   126   308    48      5    163    516     0     0   100    0.00   0.0   0.0   0.00   0.239   0.318   0.324   0.318   0.299   0.310
 2009 230   127   307    47      5    163    516     0     0   100    0.00   0.0   0.0   0.00   0.224   0.314   0.321   0.317   0.299   0.309
 2009 231   128   305    45      5    163    516     0     0   100    0.00   0.0   0.0   0.00   0.210   0.310   0.318   0.315   0.299   0.309
 2009 232   129   304    44      5    163    517     0     0   100    0.00   0.0   0.0   0.00   0.214   0.306   0.315   0.314   0.299   0.309
 2009 233   130   302    42      5    163    517     0     0   100    0.00   0.0   0.0   0.00   0.201   0.303   0.312   0.313   0.298   0.309
 2009 234   131   300    40      5    163    517     0     0   100    0.00   0.0   0.0   0.00   0.189   0.300   0.309   0.311   0.298   0.308
 2009 235   132   298    38      5    163    517     0     0   100    0.00   0.0   0.0   0.00   0.179   0.297   0.307   0.310   0.298   0.308
 2009 236   133   297    37      5    163    517     0     0   100    0.00   0.0   0.0   0.00   0.169   0.295   0.305   0.309   0.297   0.308
 2009 237   134   337    77      5    163    560     0     0   100    0.00   0.0   0.0   0.00   0.388   0.380   0.380   0.345   0.304   0.306
 2009 238   135   333    73      5    163    560     0     0   100    0.00   0.0   0.0   0.00   0.344   0.349   0.351   0.342   0.332   0.305
 2009 239   136   328    68      5    163    560     0     0   100    0.00   0.0   0.0   0.00   0.324   0.334   0.338   0.338   0.335   0.303
 2009 240   137   327    67      5    163    561     0     0   100    0.00   0.0   0.0   0.00   0.322   0.333   0.335   0.337   0.334   0.303
 2009 241   138   325    65      5    163    561     0     0   100    0.00   0.0   0.0   0.00   0.298   0.330   0.333   0.336   0.333   0.303
 2009 242   139   322    62      5    163    561     0     0   100    0.00   0.0   0.0   0.00   0.277   0.326   0.330   0.334   0.333   0.303
 2009 243   140   320    60      5    163    561     0     0   100    0.00   0.0   0.0   0.00   0.258   0.322   0.327   0.333   0.332   0.303
 2009 244   141   318    58      5    163    561     0     0   100    0.00   0.0   0.0   0.00   0.241   0.319   0.325   0.331   0.331   0.303
 2009 245   142   316    56      5    163    561     0     0   100    0.00   0.0   0.0   0.00   0.225   0.316   0.323   0.330   0.331   0.303
 2009 246   143   314    54      5    163    561     0     0   100    0.00   0.0   0.0   0.00   0.211   0.313   0.320   0.328   0.330   0.303
 2009 247   144   323    63      5    163    572     0     0   100    0.00   0.0   0.0   0.00   0.360   0.332   0.318   0.327   0.329   0.303
 2009 248   145   319    59      5    163    572     0     0   100    0.00   0.0   0.0   0.00   0.328   0.330   0.314   0.324   0.327   0.302
 2009 249   146   316    56      5    163    572     0     0   100    0.00   0.0   0.0   0.00   0.302   0.325   0.313   0.323   0.326   0.302
 2009 250   147   314    54      5    163    572     0     0   100    0.00   0.0   0.0   0.00   0.280   0.320   0.311   0.321   0.325   0.301
