*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                    NO3 (ppm) by soil depth (cm):                   NH4 (ppm) by soil depth (cm):
!                                                     0-5    5-15   15-30   30-53   53-77  77-100     0-5    5-15   15-30   30-53   53-77  77-100
@YEAR DOY   DAS  NAPC  NI#M    NIAD   NITD   NHTD    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC
 2009 215   112    80     4   158.6  155.8    2.8   18.12   16.97   16.08   10.14    7.33    6.00    0.97    0.41    0.27    0.06    0.08    0.11  177.43  201.21    0.39   60.42    0.00  117.01   51.86   23.40    0.00
 2009 216   113    80     4   159.2  156.4    2.8   18.53   16.97   16.11   10.14    7.35    6.01    0.99    0.42    0.25    0.06    0.08    0.10  178.22  201.73    0.39   60.69    0.00  117.54   51.86   23.40    0.00
 2009 217   114    80     4   159.6  156.9    2.7   18.96   16.97   16.14   10.15    7.36    6.03    0.98    0.43    0.24    0.06    0.08    0.10  178.97  202.26    0.39   60.94    0.00  118.02   51.86   23.40    0.00
 2009 218   115    80     4   160.1  157.4    2.7   19.38   16.97   16.16   10.16    7.38    6.05    0.93    0.43    0.23    0.06    0.08    0.10  179.66  202.78    0.39   61.18    0.00  118.48   51.86   23.40    0.00
 2009 219   116    80     4   160.5  157.9    2.6   19.79   16.98   16.19   10.17    7.39    6.07    0.86    0.42    0.22    0.05    0.08    0.10  180.30  203.30    0.39   61.41    0.00  118.90   51.86   23.40    0.00
 2009 220   117    80     4   160.9  158.4    2.5   20.19   16.98   16.21   10.17    7.41    6.09    0.78    0.41    0.21    0.05    0.08    0.10  180.89  203.79    0.39   61.61    0.00  119.28   51.86   23.40    0.00
 2009 221   118    80     4   161.2  158.9    2.4   20.57   16.98   16.23   10.18    7.42    6.11    0.70    0.39    0.21    0.05    0.08    0.10  181.43  204.25    0.39   61.80    0.00  119.63   51.86   23.40    0.00
 2009 222   119    80     4   161.6  159.3    2.2    6.05   15.75   20.49   11.20    7.43    6.13    0.60    0.38    0.20    0.05    0.08    0.10  181.93  204.71    0.39   61.98    0.00  119.96   51.86   23.40    0.00
 2009 223   120    80     4   162.4  159.6    2.8    5.91   14.72   20.13   11.97    7.45    6.15    0.83    0.55    0.26    0.05    0.08    0.10  183.73  204.99    0.39   62.91    0.00  120.82   51.86   23.40    0.00
 2009 224   121    80     4   163.4  160.0    3.4    7.16   14.41   19.55   12.34    7.43    6.15    1.05    0.74    0.33    0.06    0.07    0.10  185.67  205.37    0.39   63.87    0.00  121.80   51.86   23.40    0.00
 2009 225   122    80     4   164.5  160.7    3.8    8.49   14.56   19.41   12.28    7.42    6.15    1.15    0.85    0.38    0.06    0.07    0.09  187.69  206.05    0.39   64.84    0.00  122.84   51.86   23.40    0.00
 2009 226   123    80     4   165.4  161.4    4.0    8.93   14.67   19.46   12.29    7.44    6.17    1.17    0.92    0.42    0.07    0.07    0.09  189.58  206.80    0.39   65.77    0.00  123.81   51.86   23.40    0.00
 2009 227   124    80     4   166.3  162.2    4.1    9.37   14.79   19.52   12.30    7.45    6.19    1.17    0.97    0.44    0.07    0.07    0.09  191.34  207.57    0.39   66.63    0.00  124.71   51.86   23.40    0.00
 2009 228   125    80     4   167.1  163.0    4.2    9.81   14.91   19.58   12.30    7.46    6.21    1.14    0.99    0.46    0.07    0.07    0.09  192.98  208.35    0.39   67.45    0.00  125.53   51.86   23.40    0.00
 2009 229   126    80     4   167.9  163.8    4.1   10.24   15.04   19.64   12.31    7.48    6.22    1.07    0.99    0.46    0.07    0.07    0.09  194.52  209.15    0.39   68.23    0.00  126.29   51.86   23.40    0.00
 2009 230   127    80     4   168.6  164.6    4.0   10.66   15.17   19.71   12.32    7.49    6.24    0.99    0.97    0.46    0.07    0.07    0.09  195.95  209.94    0.39   68.96    0.00  126.99   51.86   23.40    0.00
 2009 231   128    80     4   169.3  165.3    3.9   11.07   15.30   19.77   12.33    7.50    6.26    0.89    0.95    0.46    0.08    0.07    0.09  197.32  210.72    0.39   69.67    0.00  127.65   51.86   23.40    0.00
 2009 232   129    80     4   169.9  166.1    3.8   11.47   15.43   19.84   12.34    7.51    6.27    0.78    0.92    0.45    0.08    0.07    0.09  198.61  211.49    0.39   70.34    0.00  128.27   51.86   23.40    0.00
 2009 233   130    80     4   170.5  166.8    3.6   11.84   15.54   19.90   12.35    7.53    6.29    0.70    0.88    0.43    0.08    0.07    0.09  199.83  212.22    0.39   70.98    0.00  128.85   51.86   23.40    0.00
 2009 234   131    80     4   171.0  167.5    3.5   12.20   15.65   19.96   12.36    7.54    6.31    0.62    0.84    0.42    0.07    0.07    0.09  200.96  212.92    0.39   71.57    0.00  129.39   51.86   23.40    0.00
 2009 235   132    80     4   171.5  168.2    3.3   12.55   15.75   20.02   12.38    7.55    6.33    0.53    0.80    0.40    0.07    0.07    0.09  202.03  213.59    0.39   72.14    0.00  129.90   51.86   23.40    0.00
 2009 236   133    80     4   172.0  168.9    3.1   12.88   15.85   20.07   12.39    7.56    6.34    0.44    0.76    0.39    0.07    0.07    0.09  203.04  214.24    0.39   72.68    0.00  130.37   51.86   23.40    0.00
 2009 237   134    80     4   172.4  169.5    2.9    3.05   11.94   21.18   15.26    7.97    6.36    0.36    0.71    0.37    0.07    0.07    0.09  204.02  214.86    0.39   73.20    0.00  130.82   51.86   23.40    0.00
 2009 238   135    80     4   173.3  169.8    3.5    3.88   11.34   19.31   15.34    9.24    6.34    0.65    0.88    0.41    0.08    0.07    0.09  205.80  215.18    0.39   74.09    0.00  131.71   51.86   23.40    0.00
 2009 239   136    80     4   174.5  170.3    4.2    5.15   11.48   18.79   15.28    9.44    6.34    0.95    1.06    0.49    0.08    0.08    0.08  207.95  215.68    0.39   75.04    0.00  132.91   51.86   23.40    0.00
 2009 240   137    80     4   175.6  171.2    4.5    6.81   11.94   18.61   15.14    9.40    6.33    1.07    1.10    0.53    0.08    0.08    0.08  210.00  216.54    0.39   75.95    0.00  134.04   51.86   23.40    0.00
 2009 241   138    80     4   176.7  172.1    4.7    7.20   12.12   18.70   15.15    9.42    6.35    1.14    1.13    0.56    0.08    0.09    0.08  211.98  217.47    0.39   76.83    0.00  135.15   51.86   23.40    0.00
 2009 242   139    80     4   177.7  173.0    4.7    7.61   12.31   18.79   15.17    9.43    6.36    1.15    1.14    0.58    0.08    0.09    0.08  213.83  218.40    0.39   77.67    0.00  136.16   51.86   23.40    0.00
 2009 243   140    80     4   178.7  174.0    4.7    8.02   12.50   18.88   15.18    9.45    6.38    1.11    1.13    0.59    0.08    0.10    0.08  215.57  219.35    0.39   78.48    0.00  137.10   51.86   23.40    0.00
 2009 244   141    80     4   179.6  174.9    4.7    8.42   12.68   18.98   15.19    9.47    6.39    1.05    1.11    0.59    0.08    0.10    0.08  217.22  220.30    0.39   79.25    0.00  137.97   51.86   23.40    0.00
 2009 245   142    80     4   180.4  175.8    4.5    8.81   12.85   19.07   15.20    9.49    6.41    0.97    1.09    0.58    0.08    0.10    0.08  218.76  221.21    0.39   79.98    0.00  138.78   51.86   23.40    0.00
 2009 246   143    80     4   181.1  176.7    4.4    9.19   13.02   19.16   15.21    9.51    6.42    0.88    1.06    0.57    0.08    0.10    0.08  220.22  222.10    0.39   80.68    0.00  139.53   51.86   23.40    0.00
 2009 247   144    80     4   181.8  177.6    4.3    7.91   14.00   19.26   15.22    9.53    6.44    0.77    1.02    0.56    0.08    0.10    0.08  221.62  222.98    0.39   81.37    0.00  140.25   51.86   23.40    0.00
 2009 248   145    80     4   182.8  178.4    4.4    7.96   14.28   19.35   15.23    9.55    6.45    0.98    1.05    0.54    0.08    0.11    0.08  223.38  223.80    0.39   82.15    0.00  141.23   51.86   23.40    0.00
 2009 249   146    80     4   183.8  179.3    4.4    9.73   14.55   19.21   15.12    9.52    6.45    1.08    1.06    0.52    0.08    0.10    0.08  225.08  224.71    0.39   82.91    0.00  142.17   51.86   23.40    0.00
 2009 250   147    80     4   184.7  180.3    4.4   10.17   14.72   19.30   15.13    9.54    6.47    1.09    1.05    0.51    0.08    0.10    0.07  226.72  225.66    0.39   83.65    0.00  143.08   51.86   23.40    0.00
