*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2009 180    77    75   41.6    0.0   41.6   0.00   2.29   42.2   14.6   27.0    2.3   2.29   1.00    0.00    0.37
 2009 181    78    76   41.6    1.6   40.0   1.73   2.21   42.2   14.1   25.9    2.2   2.21   1.00    0.00    0.37
 2009 182    79    77   41.6    3.2   38.4   1.74   2.13   42.2   13.6   24.8    2.1   2.13   1.01    0.00    0.37
 2009 183    80    78   41.6    4.8   36.9   1.75   2.04   42.2   13.0   23.9    2.0   2.04   0.99    0.00    0.37
 2009 184    81    79   41.6    6.4   35.2   1.75   1.94   42.2   12.4   22.8    1.9   1.94   0.96    0.00    0.37
 2009 185    82    80   41.6    8.0   33.6   1.75   1.86   42.2   11.9   21.7    1.9   1.86   0.97    0.00    0.37
 2009 186    83    81   41.6    9.7   32.0   1.75   1.76   42.2   11.2   20.7    1.8   1.76   0.95    0.00    0.37
 2009 187    84    82   41.6   11.2   30.4   1.75   1.67   42.2   10.7   19.7    1.7   1.67   0.95    0.00    0.37
 2009 188    85    83   42.3   12.9   29.5   1.75   1.62   43.2   10.4   19.1    1.6   1.62   1.06    0.00    0.38
 2009 189    86    84   42.8   14.5   28.3   1.74   1.59   43.6   10.2   18.1    1.6   1.59   1.06    0.00    0.39
 2009 190    87    85   43.3   16.1   27.2   1.74   1.56   44.2   10.0   17.2    1.6   1.56   1.06    0.00    0.41
 2009 191    88    86   44.0   17.7   26.2   1.74   1.53   44.8    9.8   16.5    1.5   1.53   1.06    0.00    0.42
 2009 192    89    87   44.6   19.3   25.2   1.74   1.50   45.4    9.6   15.7    1.5   1.50   1.06    0.00    0.43
 2009 193    90    88   45.4   20.9   24.4   1.74   1.47   46.2    9.4   15.0    1.5   1.47   1.06    0.00    0.44
 2009 194    91    89   46.3   22.3   24.0   1.75   1.45   47.1    9.3   14.7    1.5   1.45   1.07    0.00    0.45
 2009 195    92    90   46.7   23.8   22.9   1.75   1.41   47.5    9.0   13.9    1.4   1.41   1.07    0.00    0.47
 2009 196    93    91   47.7   24.9   22.8   1.75   1.41   48.6    9.0   13.7    1.4   1.41   1.07    0.00    0.48
 2009 197    94    92   48.1   26.1   22.0   1.76   1.38   49.0    8.8   13.2    1.4   1.38   1.07    0.00    0.49
 2009 198    95    93   48.3   27.7   20.6   1.76   1.32   49.1    8.4   12.1    1.3   1.32   1.07    0.00    0.50
 2009 199    96    94   48.3   28.5   19.8   1.76   1.29   49.1    8.3   11.5    1.3   1.29   1.07    0.00    0.50
 2009 200    97    95   48.8   29.2   19.6   1.76   1.28   49.6    8.2   11.4    1.3   1.28   1.07    0.00    0.51
 2009 201    98    96   49.0   29.9   19.1   1.77   1.25   49.8    7.9   11.1    1.2   1.25   1.07    0.00    0.52
 2009 202    99    97   49.0   30.6   18.4   1.77   1.20   49.8    7.7   10.7    1.2   1.20   1.07    0.00    0.52
 2009 203   100    98   49.4   31.2   18.2   1.77   1.19   50.2    7.6   10.6    1.2   1.19   1.07    0.00    0.53
 2009 204   101    99   49.4   31.8   17.6   1.77   1.15   50.2    7.3   10.2    1.1   1.15   1.07    0.00    0.53
 2009 205   102   100   49.5   32.4   17.1   1.77   1.12   50.3    7.1   10.0    1.1   1.12   1.07    0.00    0.55
 2009 206   103   101   49.9   33.3   16.6   1.77   1.08   50.8    6.9    9.7    1.1   1.08   1.07    0.00    0.56
 2009 207   104   102   50.3   34.1   16.3   1.77   1.06   51.1    6.8    9.5    1.1   1.06   1.07    0.00    0.57
 2009 208   105   103   50.5   34.6   15.8   1.77   1.04   51.3    6.6    9.2    1.0   1.04   1.07    0.00    0.58
 2009 209   106   104   50.7   35.2   15.5   1.77   1.01   51.5    6.5    9.0    1.0   1.01   1.07    0.00    0.59
 2009 210   107   105   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 211   108   106   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 212   109   107   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 213   110   108   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 214   111   109   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 215   112   110   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 216   113   111   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 217   114   112   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 218   115   113   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 219   116   114   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 220   117   115   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 221   118   116   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 222   119   117   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 223   120   118   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 224   121   119   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 225   122   120   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 226   123   121   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 227   124   122   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 228   125   123   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 229   126   124   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 230   127   125   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 231   128   126   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 232   129   127   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 233   130   128   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 234   131   129   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 235   132   130   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 236   133   131   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 237   134   132   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 238   135   133   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 239   136   134   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 240   137   135   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 241   138   136   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 242   139   137   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 243   140   138   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 244   141   139   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 245   142   140   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 246   143   141   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 247   144   142   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 248   145   143   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 249   146   144   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
 2009 250   147   145   51.0   35.7   15.4   1.77   1.00   51.9    6.4    9.0    1.0   1.00   1.07    0.00    0.60
