*SOM N DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                                                                                                                                                                                                                                                                                                                                                                                                                Cumul.
!               <---- SOM N in top layers ----> <---------------- Total Soil Organic Nitrogen ----------------> <-------- Active Soil Organic Nitrogen (SOM1) --------> <---- Intermediate Soil Organic N (SOM2) -----> <------- Passive Soil Organic N (SOM3) -------> <----------------- Litter Nitrogen -------------------> <------------- Metabolic Litter Nitrogen -------------> <------------ Structural Litter Nitrogen ------------->  Res. N
!               20cm-kg  20cm-% 40cm-kg  40cm-%   Total Surface    Soil     0-5    5-15   15-30   30-53  53-100 Surface    Soil     0-5    5-15   15-30   30-53  53-100    Soil     0-5    5-15   15-30   30-53  53-100    Soil     0-5    5-15   15-30   30-53  53-100 Surface    Soil     0-5    5-15   15-30   30-53  53-100 Surface    Soil     0-5    5-15   15-30   30-53  53-100 Surface    Soil     0-5    5-15   15-30   30-53  53-100 (kg/ha)
@YEAR DOY   DAS  SNS20D  SN%20D  SNS40D  SN%40D    SOND    SN0D    SNTD    SN1D    SN2D    SN3D    SN4D   SN5+D   S1N0D   S1NTD   S1N1D   S1N2D   S1N3D   S1N4D  S1N5+D   S2NTD   S2N1D   S2N2D   S2N3D   S2N4D  S2N5+D   S3NTD   S3N1D   S3N2D   S3N3D   S3N4D  S3N5+D    LN0D    LNTD    LN1D    LN2D    LN3D    LN4D   LN5+D   MEN0D   MENTD   MEN1D   MEN2D   MEN3D   MEN4D  MEN5+D   STN0D   STNTD   STN1D   STN2D   STN3D   STN4D  STN5+D   RESNC
 2009 138    35    4726   0.159    5325   0.179   27885       0   27885    1183    2362    3545    6813   13983       0     262      42      81     123       6      10    3102     490     979    1469      54     111   24519     650    1301    1953    6754   13861    0.00    1.45    0.17    0.24    0.23    0.21    0.59    0.00    1.09    0.12    0.16    0.14    0.14    0.53    0.00    0.36    0.05    0.08    0.09    0.07    0.06       0
 2009 139    36    4725   0.159    5325   0.179   27885       0   27885    1183    2362    3545    6813   13983       0     262      42      81     122       6      10    3102     490     979    1469      54     111   24519     650    1301    1953    6754   13861    0.00    1.43    0.17    0.24    0.23    0.21    0.59    0.00    1.08    0.12    0.16    0.14    0.13    0.53    0.00    0.36    0.05    0.08    0.09    0.07    0.06       0
 2009 140    37    4725   0.159    5325   0.179   27884       0   27884    1183    2361    3544    6813   13982       0     262      43      81     122       6      10    3101     490     979    1469      53     111   24519     650    1301    1953    6753   13861    0.00    1.42    0.17    0.24    0.22    0.20    0.59    0.00    1.06    0.11    0.15    0.14    0.13    0.53    0.00    0.36    0.05    0.08    0.09    0.07    0.06       0
 2009 141    38    4725   0.159    5325   0.179   27883       0   27883    1183    2361    3544    6813   13982       0     262      43      81     122       6      10    3101     490     979    1468      53     111   24519     650    1301    1953    6753   13861    0.00    1.40    0.16    0.23    0.22    0.20    0.59    0.00    1.04    0.11    0.15    0.13    0.12    0.53    0.00    0.36    0.05    0.08    0.09    0.07    0.06       0
 2009 142    39    4724   0.159    5324   0.179   27883       0   27883    1182    2361    3543    6813   13982       0     262      43      81     122       6      10    3101     489     979    1468      53     111   24519     650    1301    1953    6753   13861    0.00    1.39    0.16    0.23    0.22    0.19    0.59    0.00    1.03    0.11    0.15    0.13    0.12    0.53    0.00    0.36    0.05    0.08    0.09    0.07    0.06       0
 2009 143    40    4724   0.159    5324   0.179   27882       0   27882    1182    2361    3543    6813   13982       0     261      43      81     122       6      10    3100     489     979    1468      53     111   24519     650    1301    1953    6753   13861    0.00    1.38    0.16    0.23    0.21    0.19    0.59    0.00    1.02    0.11    0.15    0.13    0.11    0.52    0.00    0.36    0.05    0.08    0.09    0.07    0.06       0
 2009 144    41    4724   0.159    5324   0.179   27881       0   27881    1182    2361    3543    6813   13982       0     261      43      81     122       6      10    3100     489     979    1468      53     111   24519     650    1301    1953    6753   13861    0.00    1.37    0.16    0.23    0.21    0.18    0.59    0.00    1.01    0.11    0.15    0.13    0.11    0.52    0.00    0.36    0.05    0.08    0.09    0.07    0.06       0
 2009 145    42    4723   0.158    5323   0.179   27880       0   27880    1182    2361    3542    6813   13982       0     261      42      81     121       6      10    3099     489     978    1467      53     110   24519     650    1301    1953    6753   13861    0.00    1.33    0.15    0.22    0.21    0.18    0.57    0.00    0.97    0.10    0.14    0.12    0.10    0.51    0.00    0.36    0.05    0.08    0.08    0.07    0.06       0
 2009 146    43    4722   0.158    5323   0.179   27879       0   27879    1182    2360    3541    6813   13982       0     260      42      81     121       6      10    3098     489     978    1467      53     110   24519     650    1301    1953    6753   13861    0.00    1.27    0.15    0.21    0.20    0.17    0.54    0.00    0.91    0.10    0.13    0.11    0.10    0.48    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 147    44    4721   0.158    5322   0.179   27877       0   27877    1182    2360    3541    6813   13982       0     260      42      81     121       6      10    3097     489     978    1466      53     110   24518     650    1301    1953    6753   13861    0.00    1.21    0.14    0.20    0.19    0.16    0.51    0.00    0.86    0.09    0.12    0.11    0.09    0.45    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 148    45    4721   0.158    5322   0.179   27875       0   27875    1181    2360    3540    6812   13982       0     260      42      81     121       6      10    3096     489     978    1466      53     110   24518     650    1301    1953    6753   13861    0.00    1.16    0.14    0.20    0.18    0.16    0.49    0.00    0.81    0.08    0.12    0.10    0.08    0.43    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 149    46    4720   0.158    5321   0.179   27874       0   27874    1181    2359    3539    6812   13982       0     259      42      80     120       6      10    3096     489     977    1466      53     110   24518     650    1301    1953    6753   13860    0.00    1.12    0.13    0.19    0.18    0.15    0.46    0.00    0.77    0.08    0.11    0.10    0.08    0.40    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 150    47    4719   0.158    5321   0.179   27873       0   27873    1181    2359    3539    6812   13982       0     259      42      80     120       6      10    3095     489     977    1465      53     110   24518     650    1301    1953    6753   13860    0.00    1.09    0.13    0.19    0.18    0.15    0.44    0.00    0.74    0.08    0.11    0.09    0.08    0.38    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 151    48    4719   0.158    5321   0.179   27872       0   27872    1181    2359    3538    6812   13981       0     259      42      80     120       6      10    3094     489     977    1465      53     110   24518     650    1301    1953    6752   13860    0.00    1.06    0.13    0.19    0.17    0.14    0.42    0.00    0.71    0.08    0.11    0.09    0.07    0.36    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 152    49    4718   0.158    5320   0.179   27871       0   27871    1181    2359    3538    6812   13981       0     258      42      80     120       6      11    3094     489     977    1465      53     110   24517     650    1301    1953    6752   13860    0.00    1.03    0.13    0.18    0.17    0.14    0.40    0.00    0.68    0.07    0.10    0.09    0.07    0.34    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 153    50    4718   0.158    5320   0.179   27870       0   27870    1181    2358    3537    6812   13981       0     258      42      80     120       6      11    3093     489     977    1464      53     110   24517     650    1301    1953    6752   13860    0.00    1.01    0.12    0.18    0.17    0.14    0.39    0.00    0.66    0.07    0.10    0.09    0.07    0.33    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 154    51    4718   0.158    5320   0.179   27869       0   27869    1181    2358    3537    6812   13981       0     258      42      80     119       6      11    3093     488     976    1464      53     110   24517     650    1301    1953    6752   13860    0.00    0.98    0.12    0.18    0.17    0.14    0.37    0.00    0.64    0.07    0.10    0.09    0.07    0.31    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 155    52    4717   0.158    5319   0.179   27868       0   27868    1181    2358    3537    6812   13981       0     258      42      80     119       6      11    3092     488     976    1464      53     110   24517     650    1301    1953    6752   13860    0.00    0.97    0.12    0.18    0.17    0.14    0.36    0.00    0.62    0.07    0.10    0.09    0.06    0.30    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 156    53    4717   0.158    5319   0.179   27867       0   27867    1181    2358    3536    6812   13981       0     258      42      80     119       6      11    3092     488     976    1464      53     110   24517     650    1301    1953    6752   13859    0.00    0.95    0.12    0.18    0.17    0.13    0.34    0.00    0.60    0.07    0.10    0.08    0.06    0.28    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 157    54    4717   0.158    5319   0.179   27866       0   27866    1181    2358    3536    6812   13980       0     257      42      80     119       6      11    3091     488     976    1463      53     110   24517     650    1301    1954    6752   13859    0.00    0.93    0.13    0.18    0.17    0.13    0.33    0.00    0.59    0.07    0.10    0.08    0.06    0.27    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 158    55    4716   0.158    5318   0.179   27866       0   27866    1181    2357    3535    6812   13980       0     257      42      80     119       6      11    3091     488     976    1463      53     110   24516     650    1302    1954    6752   13859    0.00    0.92    0.13    0.18    0.17    0.13    0.32    0.00    0.57    0.07    0.10    0.08    0.06    0.26    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 159    56    4716   0.158    5318   0.179   27865       0   27865    1181    2357    3535    6812   13980       0     257      42      80     119       6      11    3091     488     976    1463      53     110   24516     650    1302    1954    6752   13859    0.00    0.91    0.13    0.18    0.17    0.13    0.31    0.00    0.56    0.08    0.10    0.08    0.06    0.25    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 160    57    4716   0.158    5318   0.179   27864       0   27864    1181    2357    3535    6811   13980       0     257      42      80     118       6      11    3090     488     976    1463      53     110   24516     650    1302    1954    6752   13859    0.00    0.90    0.13    0.18    0.17    0.13    0.30    0.00    0.55    0.08    0.10    0.08    0.06    0.24    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 161    58    4716   0.158    5318   0.179   27863       0   27863    1181    2357    3534    6811   13980       0     257      42      80     118       6      11    3090     488     976    1462      53     110   24516     650    1302    1954    6752   13859    0.00    0.88    0.13    0.18    0.16    0.13    0.29    0.00    0.54    0.08    0.10    0.08    0.06    0.23    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 162    59    4715   0.158    5317   0.179   27863       0   27863    1181    2357    3534    6811   13980       0     257      42      80     118       6      11    3090     488     976    1462      53     110   24516     650    1302    1954    6751   13859    0.00    0.87    0.13    0.18    0.16    0.12    0.28    0.00    0.52    0.08    0.09    0.08    0.05    0.22    0.00    0.35    0.05    0.08    0.08    0.07    0.06       0
 2009 163    60    4715   0.158    5317   0.179   27862       0   27862    1181    2357    3534    6811   13980       0     257      42      80     118       6      11    3089     488     975    1462      53     110   24515     650    1302    1954    6751   13858    0.00    0.84    0.12    0.17    0.16    0.12    0.26    0.00    0.49    0.07    0.09    0.07    0.05    0.21    0.00    0.34    0.05    0.08    0.08    0.07    0.06       0
 2009 164    61    4714   0.158    5317   0.179   27861       0   27861    1180    2357    3533    6811   13979       0     257      42      80     118       6      11    3088     488     975    1461      53     110   24515     650    1302    1954    6751   13858    0.00    0.81    0.12    0.17    0.15    0.12    0.25    0.00    0.47    0.07    0.08    0.07    0.05    0.19    0.00    0.34    0.05    0.08    0.08    0.07    0.06       0
 2009 165    62    4714   0.158    5316   0.179   27860       0   27860    1180    2357    3533    6811   13979       0     257      41      80     118       6      11    3087     488     975    1461      53     110   24515     650    1302    1954    6751   13858    0.00    0.79    0.12    0.16    0.15    0.12    0.24    0.00    0.45    0.07    0.08    0.07    0.05    0.18    0.00    0.34    0.05    0.08    0.08    0.07    0.06       0
 2009 166    63    4713   0.158    5316   0.179   27858       0   27858    1180    2356    3532    6811   13979       0     256      41      80     118       6      11    3086     488     975    1461      53     110   24515     650    1302    1954    6751   13858    0.00    0.77    0.11    0.16    0.15    0.12    0.23    0.00    0.43    0.06    0.08    0.07    0.05    0.17    0.00    0.34    0.05    0.08    0.08    0.07    0.06       0
 2009 167    64    4713   0.158    5316   0.179   27857       0   27857    1180    2356    3532    6811   13979       0     256      41      80     118       6      11    3086     488     974    1460      53     110   24515     650    1302    1954    6751   13858    0.00    0.76    0.11    0.16    0.15    0.12    0.22    0.00    0.41    0.06    0.08    0.07    0.05    0.17    0.00    0.34    0.05    0.08    0.08    0.07    0.06       0
 2009 168    65    4712   0.158    5315   0.179   27856       0   27856    1179    2356    3531    6811   13979       0     256      41      80     118       6      11    3085     488     974    1460      53     110   24514     650    1302    1954    6751   13857    0.00    0.74    0.11    0.15    0.15    0.11    0.21    0.00    0.40    0.06    0.07    0.07    0.05    0.16    0.00    0.34    0.05    0.08    0.08    0.07    0.06       0
 2009 169    66    4711   0.158    5315   0.179   27855       0   27855    1179    2356    3531    6811   13978       0     256      41      80     117       6      11    3084     488     974    1459      53     110   24514     650    1302    1954    6751   13857    0.00    0.72    0.10    0.15    0.15    0.11    0.21    0.00    0.38    0.05    0.07    0.06    0.04    0.15    0.00    0.34    0.05    0.08    0.08    0.07    0.06       0
 2009 170    67    4711   0.158    5315   0.179   27853       0   27853    1179    2355    3530    6811   13978       0     256      41      80     117       6      11    3083     487     974    1459      53     110   24514     650    1302    1954    6751   13857    0.00    0.71    0.10    0.15    0.14    0.11    0.20    0.00    0.37    0.05    0.07    0.06    0.04    0.14    0.00    0.34    0.05    0.08    0.08    0.07    0.06       0
