*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                                                                                                                Soil evaporation (mm/d) by soil depth (cm):
!                                                                                                                                                0-5    5-15   15-30   30-53   53-77  77-100
@YEAR DOY   DAS   SRAA  TMAXA  TMINA   EOAA   EOPA   EOSA   ETAA   EPAA   ESAA   EFAA   EMAA    EOAC    ETAC    EPAC    ESAC    EFAC    EMAC    ES1D    ES2D    ES3D    ES4D    ES5D    ES6D   TRWUD
 2009 114    11  18.90  34.20  23.40  5.294  0.066  5.228  5.293  0.066  5.228  0.000  0.000   68.24   43.49    0.22   43.27    0.00    0.00   1.407   1.143   0.978   0.810   0.499   0.391   0.007
 2009 115    12  21.00  34.20  23.60  6.011  0.092  5.918  6.011  0.092  5.918  0.000  0.000   74.25   49.50    0.32   49.19    0.00    0.00   1.632   1.250   1.082   0.983   0.546   0.425   0.009
 2009 116    13  20.40  32.80  23.50  5.679  0.142  5.536  5.678  0.142  5.536  0.000  0.000   79.93   55.18    0.46   54.72    0.00    0.00   1.491   1.153   0.994   0.967   0.525   0.405   0.014
 2009 117    14  15.00  34.00  23.90  4.244  0.150  4.094  1.592  0.150  1.442  0.000  0.000   84.17   56.77    0.61   56.17    0.00    0.00   1.200   0.159   0.050   0.023   0.007   0.004   0.015
 2009 118    15  20.30  34.50  23.80  5.721  0.265  5.455  1.586  0.265  1.321  0.000  0.000   89.89   58.36    0.87   57.49    0.00    0.00   1.081   0.158   0.050   0.023   0.007   0.004   0.026
 2009 119    16  20.20  36.00  23.70  5.994  0.339  5.653  1.513  0.301  1.213  0.000  0.000   95.89   59.87    1.17   58.70    0.00    0.00   0.974   0.156   0.049   0.023   0.007   0.004   0.030
 2009 120    17  23.50  35.60  23.80  6.786  0.440  6.342  1.431  0.314  1.116  0.000  0.000  102.67   61.30    1.49   59.82    0.00    0.00   0.880   0.154   0.049   0.023   0.007   0.004   0.031
 2009 121    18  18.70  35.00  23.70  5.192  0.372  4.817  1.382  0.352  1.030  0.000  0.000  107.87   62.69    1.84   60.85    0.00    0.00   0.796   0.152   0.049   0.023   0.007   0.004   0.035
 2009 122    19  21.10  31.50  23.40  5.610  0.461  5.145  1.335  0.383  0.952  0.000  0.000  113.48   64.02    2.22   61.80    0.00    0.00   0.720   0.150   0.049   0.023   0.007   0.004   0.038
 2009 123    20  23.30  34.70  23.50  6.377  0.577  5.796  1.316  0.435  0.881  0.000  0.000  119.85   65.34    2.66   62.68    0.00    0.00   0.651   0.149   0.048   0.023   0.007   0.004   0.044
 2009 124    21  21.50  34.70  23.30  5.851  0.579  5.268  1.642  0.486  1.156  0.000  0.000  125.70   66.98    3.14   63.84    0.00    0.00   0.928   0.147   0.048   0.022   0.007   0.004   0.049
 2009 125    22  10.00  33.20  23.40  2.766  0.309  2.456  1.796  0.309  1.487  0.000  0.000  128.47   68.77    3.45   65.32    0.00    0.00   1.258   0.148   0.048   0.022   0.007   0.004   0.031
 2009 126    23  14.70  33.50  23.30  4.077  0.507  3.567  1.948  0.507  1.442  0.000  0.000  132.55   70.72    3.96   66.76    0.00    0.00   1.212   0.150   0.047   0.022   0.007   0.004   0.051
 2009 127    24  14.00  32.90  23.70  3.834  0.555  3.275  1.923  0.555  1.369  0.000  0.000  136.38   72.65    4.51   68.13    0.00    0.00   1.140   0.148   0.047   0.022   0.007   0.004   0.055
 2009 128    25  17.40  34.50  23.50  4.826  0.788  4.031  1.917  0.606  1.311  0.000  0.000  141.21   74.56    5.12   69.44    0.00    0.00   1.085   0.147   0.047   0.022   0.007   0.004   0.061
 2009 129    26  20.20  29.50  23.30  5.273  0.933  4.334  1.923  0.575  1.348  0.000  0.000  146.48   76.49    5.69   70.79    0.00    0.00   1.123   0.145   0.046   0.022   0.007   0.004   0.057
 2009 130    27   9.90  34.00  23.50  2.736  0.500  2.234  1.885  0.500  1.385  0.000  0.000  149.22   78.37    6.19   72.18    0.00    0.00   1.162   0.144   0.046   0.022   0.007   0.004   0.050
 2009 131    28  24.40  35.00  23.30  6.745  1.380  5.358  1.854  0.592  1.262  0.000  0.000  155.96   80.23    6.79   73.44    0.00    0.00   1.041   0.143   0.046   0.022   0.007   0.004   0.059
 2009 132    29  10.90  34.80  23.10  2.986  0.624  2.359  1.728  0.571  1.157  0.000  0.000  158.95   81.95    7.36   74.60    0.00    0.00   0.938   0.141   0.045   0.022   0.007   0.004   0.057
 2009 133    30  22.80  36.00  23.60  6.589  1.514  5.065  1.601  0.536  1.065  0.000  0.000  165.54   83.55    7.89   75.66    0.00    0.00   0.848   0.139   0.045   0.022   0.007   0.004   0.054
 2009 134    31  23.10  34.50  23.50  6.260  1.455  4.795  1.521  0.538  0.982  0.000  0.000  171.80   85.07    8.43   76.64    0.00    0.00   0.767   0.138   0.045   0.022   0.007   0.004   0.054
 2009 135    32  19.10  33.50  23.30  5.097  1.200  3.888  1.447  0.540  0.907  0.000  0.000  176.89   86.52    8.97   77.55    0.00    0.00   0.694   0.137   0.044   0.022   0.007   0.004   0.054
 2009 136    33  21.40  35.30  23.50  5.881  1.424  4.450  1.370  0.530  0.839  0.000  0.000  182.78   87.89    9.50   78.39    0.00    0.00   0.628   0.135   0.044   0.022   0.007   0.004   0.053
 2009 137    34  22.30  35.00  23.30  6.001  1.479  4.514  1.295  0.517  0.777  0.000  0.000  188.78   89.19   10.02   79.17    0.00    0.00   0.568   0.134   0.044   0.021   0.007   0.004   0.052
 2009 138    35  22.60  35.50  23.50  6.241  1.560  4.671  1.225  0.504  0.722  0.000  0.000  195.02   90.41   10.52   79.89    0.00    0.00   0.513   0.133   0.043   0.021   0.007   0.004   0.050
 2009 139    36  19.80  33.40  23.10  5.206  1.319  3.880  1.362  0.486  0.876  0.000  0.000  200.22   91.77   11.01   80.77    0.00    0.00   0.670   0.132   0.043   0.021   0.007   0.004   0.049
 2009 140    37  17.00  34.70  23.20  4.604  1.188  3.408  1.481  0.464  1.016  0.000  0.000  204.83   93.25   11.47   81.78    0.00    0.00   0.811   0.130   0.043   0.021   0.007   0.004   0.046
 2009 141    38  23.60  35.00  23.20  6.384  1.689  4.684  1.371  0.434  0.937  0.000  0.000  211.21   94.63   11.91   82.72    0.00    0.00   0.734   0.129   0.043   0.021   0.007   0.004   0.043
 2009 142    39  22.20  35.70  23.30  6.224  1.647  4.564  1.282  0.416  0.866  0.000  0.000  217.44   95.91   12.32   83.58    0.00    0.00   0.664   0.128   0.042   0.021   0.007   0.004   0.042
 2009 143    40  23.10  36.20  23.30  6.633  1.763  4.859  1.196  0.395  0.801  0.000  0.000  224.07   97.10   12.72   84.39    0.00    0.00   0.600   0.127   0.042   0.021   0.007   0.004   0.039
 2009 144    41  20.60  30.00  23.10  5.240  1.391  3.840  4.214  0.374  3.840  0.000  0.000  229.31  101.32   13.09   88.23    0.00    0.00   0.881   0.798   0.705   0.727   0.437   0.291   0.037
 2009 145    42  12.50  33.80  23.20  3.441  0.919  2.516  3.435  0.919  2.516  0.000  0.000  232.75  104.75   14.01   90.74    0.00    0.00   0.698   0.508   0.429   0.428   0.289   0.164   0.092
 2009 146    43  20.90  34.20  23.10  5.756  1.663  4.082  5.745  1.663  4.082  0.000  0.000  238.51  110.50   15.67   94.82    0.00    0.00   1.084   0.807   0.687   0.688   0.510   0.307   0.166
 2009 147    44  23.30  35.00  23.40  6.395  2.080  4.302  6.383  2.080  4.302  0.000  0.000  244.90  116.88   17.76   99.13    0.00    0.00   1.078   0.843   0.730   0.735   0.556   0.361   0.208
 2009 148    45  20.40  34.60  22.90  5.504  2.010  3.479  3.329  2.010  1.319  0.000  0.000  250.40  120.21   19.76  100.45    0.00    0.00   1.083   0.153   0.048   0.022   0.010   0.004   0.201
 2009 149    46  18.60  31.40  22.90  4.819  1.892  2.913  2.974  1.720  1.253  0.000  0.000  255.22  123.18   21.48  101.70    0.00    0.00   1.021   0.149   0.047   0.022   0.010   0.004   0.172
 2009 150    47  12.20  32.00  22.90  3.174  1.302  1.864  2.500  1.302  1.198  0.000  0.000  258.40  125.68   22.79  102.90    0.00    0.00   0.970   0.146   0.046   0.022   0.010   0.004   0.130
 2009 151    48  19.50  33.00  22.70  5.096  2.151  2.933  2.413  1.312  1.101  0.000  0.000  263.49  128.10   24.10  104.00    0.00    0.00   0.876   0.144   0.045   0.022   0.010   0.004   0.131
 2009 152    49  20.60  33.60  22.80  5.402  2.299  3.087  2.192  1.178  1.014  0.000  0.000  268.90  130.29   25.28  105.01    0.00    0.00   0.792   0.142   0.045   0.022   0.010   0.004   0.118
 2009 153    50  19.70  34.20  23.60  5.213  2.220  2.976  2.007  1.071  0.936  0.000  0.000  274.11  132.30   26.35  105.95    0.00    0.00   0.716   0.140   0.044   0.021   0.010   0.004   0.107
 2009 154    51  22.10  33.50  23.50  5.789  2.458  3.313  1.846  0.981  0.865  0.000  0.000  279.90  134.14   27.33  106.81    0.00    0.00   0.648   0.138   0.044   0.021   0.010   0.004   0.098
 2009 155    52  18.70  32.40  23.30  4.827  2.030  2.780  1.707  0.907  0.801  0.000  0.000  284.72  135.85   28.24  107.61    0.00    0.00   0.586   0.137   0.043   0.021   0.009   0.004   0.091
 2009 156    53  14.90  32.50  23.30  3.844  1.609  2.227  1.586  0.843  0.743  0.000  0.000  288.57  137.43   29.08  108.36    0.00    0.00   0.530   0.135   0.043   0.021   0.009   0.004   0.084
 2009 157    54  16.80  32.50  23.20  4.324  1.796  2.517  1.477  0.787  0.690  0.000  0.000  292.89  138.91   29.87  109.05    0.00    0.00   0.479   0.134   0.043   0.021   0.009   0.004   0.079
 2009 158    55  18.90  34.80  23.30  4.978  2.048  2.921  1.380  0.738  0.643  0.000  0.000  297.87  140.29   30.60  109.69    0.00    0.00   0.433   0.132   0.042   0.021   0.009   0.004   0.074
 2009 159    56  20.70  34.50  23.10  5.422  2.191  3.216  1.293  0.694  0.599  0.000  0.000  303.29  141.59   31.30  110.29    0.00    0.00   0.392   0.131   0.042   0.021   0.009   0.004   0.069
 2009 160    57  21.10  32.50  22.90  5.402  2.139  3.243  1.235  0.655  0.579  0.000  0.000  308.69  142.82   31.95  110.87    0.00    0.00   0.374   0.130   0.042   0.021   0.009   0.004   0.066
 2009 161    58  14.40  30.50  23.20  3.620  1.407  2.200  1.182  0.621  0.561  0.000  0.000  312.32  144.00   32.57  111.43    0.00    0.00   0.357   0.128   0.042   0.021   0.009   0.004   0.062
 2009 162    59  10.60  32.00  22.90  2.699  1.038  1.655  2.243  0.589  1.655  0.000  0.000  315.01  146.25   33.16  113.08    0.00    0.00   0.059   0.160   0.247   0.391   0.417   0.379   0.059
 2009 163    60  14.70  27.00  23.10  3.712  1.414  2.290  3.704  1.414  2.290  0.000  0.000  318.73  149.95   34.58  115.37    0.00    0.00   0.599   0.435   0.371   0.371   0.287   0.225   0.141
 2009 164    61   9.60  31.90  23.10  2.542  0.990  1.550  2.540  0.990  1.550  0.000  0.000  321.27  152.49   35.57  116.92    0.00    0.00   0.413   0.295   0.249   0.248   0.193   0.152   0.099
 2009 165    62  14.10  32.90  23.20  3.783  1.486  2.289  3.775  1.486  2.289  0.000  0.000  325.05  156.27   37.05  119.21    0.00    0.00   0.599   0.438   0.372   0.372   0.286   0.223   0.149
 2009 166    63  22.40  29.00  22.90  5.713  2.278  3.418  5.696  2.278  3.418  0.000  0.000  330.76  161.96   39.33  122.63    0.00    0.00   0.903   0.674   0.555   0.545   0.417   0.324   0.228
 2009 167    64  10.30  31.20  23.10  2.701  1.106  1.586  2.692  1.106  1.586  0.000  0.000  333.47  164.65   40.44  124.22    0.00    0.00   0.410   0.313   0.260   0.256   0.195   0.151   0.111
 2009 168    65  13.80  32.90  23.10  3.665  1.521  2.134  3.656  1.521  2.134  0.000  0.000  337.13  168.31   41.96  126.35    0.00    0.00   0.545   0.415   0.351   0.350   0.266   0.207   0.152
 2009 169    66  22.10  32.70  23.00  5.839  2.467  3.361  5.828  2.467  3.361  0.000  0.000  342.97  174.14   44.42  129.71    0.00    0.00   0.842   0.647   0.555   0.560   0.426   0.331   0.247
 2009 170    67  17.60  31.60  23.10  4.579  1.977  2.586  4.563  1.977  2.586  0.000  0.000  347.55  178.70   46.40  132.30    0.00    0.00   0.665   0.509   0.433   0.418   0.316   0.244   0.198
 2009 171    68  15.80  27.50  23.10  3.969  1.746  2.206  3.953  1.746  2.206  0.000  0.000  351.52  182.65   48.15  134.50    0.00    0.00   0.573   0.434   0.367   0.355   0.270   0.207   0.175
 2009 172    69   9.60  32.50  23.00  2.525  1.136  1.384  2.520  1.136  1.384  0.000  0.000  354.04  185.17   49.28  135.89    0.00    0.00   0.350   0.269   0.229   0.227   0.174   0.134   0.114
 2009 173    70  17.60  32.80  22.80  4.631  2.087  2.538  4.626  2.087  2.538  0.000  0.000  358.67  189.80   51.37  138.43    0.00    0.00   0.680   0.488   0.411   0.409   0.311   0.240   0.209
 2009 174    71  19.50  29.10  22.90  4.970  2.232  2.724  4.956  2.232  2.724  0.000  0.000  363.64  194.75   53.60  141.15    0.00    0.00   0.753   0.537   0.437   0.426   0.322   0.249   0.223
 2009 175    72   9.80  30.40  23.10  2.534  1.136  1.389  2.525  1.136  1.389  0.000  0.000  366.18  197.28   54.74  142.54    0.00    0.00   0.363   0.274   0.230   0.224   0.169   0.130   0.114
 2009 176    73  11.50  30.50  23.10  2.968  1.329  1.627  2.956  1.329  1.627  0.000  0.000  369.14  200.24   56.07  144.17    0.00    0.00   0.430   0.324   0.268   0.259   0.195   0.150   0.133
 2009 177    74  11.50  30.50  22.90  2.978  1.339  1.632  2.971  1.339  1.632  0.000  0.000  372.12  203.21   57.41  145.80    0.00    0.00   0.440   0.318   0.267   0.260   0.196   0.151   0.134
 2009 178    75  13.80  26.50  22.90  3.415  1.531  1.871  3.402  1.531  1.871  0.000  0.000  375.54  206.61   58.94  147.67    0.00    0.00   0.485   0.363   0.308   0.305   0.232   0.179   0.153
 2009 179    76   9.60  28.90  22.70  2.425  1.086  1.329  2.415  1.086  1.329  0.000  0.000  377.96  209.02   60.02  149.00    0.00    0.00   0.352   0.264   0.216   0.212   0.161   0.124   0.109
 2009 180    77  11.00  29.50  22.90  2.819  1.263  1.545  2.809  1.263  1.545  0.000  0.000  380.78  211.83   61.29  150.54    0.00    0.00   0.408   0.305   0.253   0.247   0.187   0.144   0.126
 2009 181    78  14.70  29.70  22.60  3.751  1.682  2.056  3.738  1.682  2.056  0.000  0.000  384.53  215.57   62.97  152.60    0.00    0.00   0.528   0.399   0.339   0.336   0.256   0.197   0.168
 2009 182    79  14.40  31.50  22.70  3.737  1.676  2.048  3.725  1.676  2.048  0.000  0.000  388.27  219.29   64.65  154.65    0.00    0.00   0.512   0.396   0.339   0.340   0.260   0.201   0.168
 2009 183    80  18.80  32.70  22.60  4.928  2.212  2.701  4.912  2.212  2.701  0.000  0.000  393.20  224.21   66.86  157.35    0.00    0.00   0.659   0.519   0.449   0.454   0.349   0.271   0.221
 2009 184    81  20.50  31.10  22.70  5.275  2.368  2.891  3.703  2.368  1.334  0.000  0.000  398.47  227.91   69.23  158.68    0.00    0.00   1.098   0.152   0.047   0.022   0.010   0.005   0.237
 2009 185    82  14.40  31.30  22.50  3.695  1.656  2.025  2.876  1.656  1.220  0.000  0.000  402.17  230.78   70.88  159.90    0.00    0.00   0.987   0.149   0.046   0.022   0.010   0.005   0.166
 2009 186    83  20.20  31.30  22.60  5.170  2.318  2.833  3.431  2.310  1.121  0.000  0.000  407.34  234.22   73.19  161.02    0.00    0.00   0.892   0.147   0.046   0.022   0.010   0.005   0.231
 2009 187    84  16.30  32.00  22.50  4.188  1.876  2.295  3.094  1.876  1.218  0.000  0.000  411.53  237.31   75.07  162.24    0.00    0.00   0.993   0.144   0.045   0.022   0.010   0.005   0.188
 2009 188    85  15.80  27.80  22.40  3.914  1.752  2.145  3.058  1.752  1.307  0.000  0.000  415.44  240.37   76.82  163.55    0.00    0.00   1.084   0.142   0.045   0.021   0.009   0.005   0.175
 2009 189    86   9.70  28.90  22.40  2.423  1.086  1.328  2.371  1.086  1.285  0.000  0.000  417.86  242.74   77.91  164.83    0.00    0.00   1.065   0.140   0.044   0.021   0.009   0.005   0.109
 2009 190    87  10.10  28.50  22.30  2.517  1.130  1.379  2.444  1.130  1.314  0.000  0.000  420.38  245.18   79.04  166.15    0.00    0.00   1.096   0.138   0.044   0.021   0.009   0.005   0.113
 2009 191    88  11.20  28.50  22.40  2.791  1.246  1.529  2.620  1.246  1.373  0.000  0.000  423.17  247.80   80.28  167.52    0.00    0.00   1.157   0.138   0.043   0.021   0.009   0.005   0.125
 2009 192    89  10.70  28.50  22.80  2.686  1.202  1.472  2.587  1.202  1.385  0.000  0.000  425.85  250.39   81.48  168.90    0.00    0.00   1.170   0.137   0.043   0.021   0.009   0.005   0.120
 2009 193    90  12.60  30.70  22.40  3.216  1.442  1.763  2.611  1.354  1.257  0.000  0.000  429.07  253.00   82.84  170.16    0.00    0.00   1.044   0.135   0.043   0.021   0.009   0.005   0.135
 2009 194    91  16.90  29.70  22.40  4.253  1.901  2.335  2.347  1.196  1.150  0.000  0.000  433.32  255.35   84.04  171.31    0.00    0.00   0.940   0.134   0.042   0.021   0.009   0.005   0.120
 2009 195    92  12.20  31.50  22.60  3.127  1.379  1.736  2.161  1.102  1.059  0.000  0.000  436.45  257.51   85.14  172.37    0.00    0.00   0.850   0.132   0.042   0.020   0.009   0.005   0.110
 2009 196    93  22.30  32.00  22.40  5.724  2.507  3.196  1.997  1.021  0.976  0.000  0.000  442.17  259.50   86.16  173.35    0.00    0.00   0.769   0.131   0.042   0.020   0.009   0.005   0.102
 2009 197    94  20.10  29.50  22.50  5.019  2.151  2.852  1.852  0.951  0.900  0.000  0.000  447.19  261.36   87.11  174.25    0.00    0.00   0.695   0.130   0.041   0.020   0.009   0.005   0.095
 2009 198    95   9.90  29.90  22.60  2.481  1.037  1.432  1.723  0.890  0.832  0.000  0.000  449.68  263.08   88.00  175.08    0.00    0.00   0.629   0.128   0.041   0.020   0.009   0.005   0.089
 2009 199    96  10.50  29.90  22.60  2.626  1.093  1.522  1.607  0.836  0.770  0.000  0.000  452.30  264.69   88.84  175.85    0.00    0.00   0.569   0.127   0.041   0.020   0.009   0.005   0.084
 2009 200    97  20.40  32.50  22.60  5.236  2.165  3.053  1.503  0.789  0.715  0.000  0.000  457.54  266.19   89.63  176.56    0.00    0.00   0.514   0.126   0.041   0.020   0.009   0.005   0.079
 2009 201    98  19.50  31.50  22.20  4.934  1.994  2.927  1.410  0.746  0.664  0.000  0.000  462.47  267.60   90.37  177.23    0.00    0.00   0.465   0.125   0.040   0.020   0.009   0.005   0.075
 2009 202    99  15.30  31.30  22.50  3.868  1.522  2.332  1.325  0.707  0.618  0.000  0.000  466.34  268.92   91.08  177.85    0.00    0.00   0.421   0.124   0.040   0.020   0.009   0.005   0.071
 2009 203   100  19.00  31.00  22.60  4.787  1.843  2.926  1.249  0.672  0.577  0.000  0.000  471.13  270.17   91.75  178.42    0.00    0.00   0.380   0.123   0.040   0.020   0.009   0.005   0.067
 2009 204   101  13.50  32.30  22.50  3.444  1.295  2.138  1.179  0.640  0.539  0.000  0.000  474.57  271.35   92.39  178.96    0.00    0.00   0.344   0.122   0.040   0.020   0.009   0.005   0.064
 2009 205   102  15.00  32.30  22.20  3.815  1.405  2.397  1.668  0.611  1.057  0.000  0.000  478.39  273.02   93.00  180.02    0.00    0.00   0.858   0.126   0.040   0.019   0.009   0.005   0.061
 2009 206   103  12.00  28.70  22.00  3.053  1.097  1.944  3.040  1.097  1.944  0.000  0.000  481.44  276.06   94.10  181.96    0.00    0.00   0.571   0.341   0.287   0.306   0.244   0.195   0.110
 2009 207   104  12.00  29.10  22.20  3.052  1.098  1.943  2.167  0.774  1.393  0.000  0.000  484.49  278.23   94.87  183.35    0.00    0.00   1.190   0.131   0.039   0.019   0.009   0.005   0.077
 2009 208   105  10.20  27.50  22.20  2.543  0.904  1.630  1.913  0.630  1.283  0.000  0.000  487.03  280.14   95.50  184.64    0.00    0.00   1.082   0.129   0.039   0.019   0.009   0.005   0.063
 2009 209   106   9.80  27.50  22.00  2.432  0.834  1.590  1.725  0.554  1.172  0.000  0.000  489.47  281.87   96.06  185.81    0.00    0.00   0.972   0.128   0.039   0.019   0.009   0.005   0.055
 2009 210   107  15.00  29.10  22.10  3.785  1.223  2.552  1.586  0.511  1.075  0.000  0.000  493.25  283.45   96.57  186.89    0.00    0.00   0.877   0.127   0.039   0.019   0.009   0.005   0.051
 2009 211   108  13.60  28.90  22.30  3.426  1.026  2.391  1.480  0.490  0.990  0.000  0.000  496.68  284.93   97.06  187.88    0.00    0.00   0.793   0.126   0.038   0.019   0.009   0.005   0.049
 2009 212   109  12.00  28.90  22.50  3.017  0.901  2.106  1.384  0.471  0.913  0.000  0.000  499.69  286.32   97.53  188.79    0.00    0.00   0.718   0.125   0.038   0.019   0.009   0.005   0.047
 2009 213   110  14.00  29.10  22.20  3.510  1.050  2.449  1.688  0.454  1.234  0.000  0.000  503.20  288.00   97.98  190.02    0.00    0.00   1.034   0.130   0.038   0.019   0.009   0.005   0.045
 2009 214   111  11.10  30.00  22.20  2.892  0.867  2.018  2.885  0.867  2.018  0.000  0.000  506.10  290.89   98.85  192.04    0.00    0.00   0.598   0.368   0.290   0.311   0.250   0.201   0.087
 2009 215   112  12.70  30.00  22.40  3.293  0.987  2.298  2.054  0.678  1.376  0.000  0.000  509.39  292.94   99.53  193.42    0.00    0.00   1.173   0.134   0.038   0.019   0.008   0.005   0.068
 2009 216   113  10.90  30.60  22.10  2.822  0.845  1.969  1.740  0.497  1.243  0.000  0.000  512.21  294.68  100.02  194.66    0.00    0.00   1.041   0.133   0.038   0.019   0.008   0.005   0.050
 2009 217   114  20.20  29.00  22.30  5.126  1.534  3.577  1.569  0.431  1.138  0.000  0.000  517.34  296.25  100.45  195.80    0.00    0.00   0.937   0.131   0.037   0.019   0.008   0.005   0.043
 2009 218   115  10.60  30.00  22.20  2.707  0.810  1.889  1.459  0.413  1.047  0.000  0.000  520.04  297.71  100.87  196.84    0.00    0.00   0.848   0.130   0.037   0.019   0.008   0.005   0.041
 2009 219   116  11.80  27.50  22.00  2.918  0.873  2.036  1.360  0.396  0.964  0.000  0.000  522.96  299.07  101.26  197.81    0.00    0.00   0.767   0.129   0.037   0.018   0.008   0.005   0.040
 2009 220   117  12.50  30.00  22.10  3.168  0.949  2.211  1.270  0.381  0.890  0.000  0.000  526.13  300.34  101.64  198.70    0.00    0.00   0.693   0.128   0.037   0.018   0.008   0.005   0.038
 2009 221   118  15.80  33.00  22.00  4.119  1.234  2.874  1.189  0.367  0.822  0.000  0.000  530.25  301.53  102.01  199.52    0.00    0.00   0.627   0.126   0.037   0.018   0.008   0.005   0.037
 2009 222   119  20.10  29.90  22.00  5.058  1.515  3.529  1.616  0.354  1.262  0.000  0.000  535.31  303.15  102.37  200.78    0.00    0.00   1.028   0.157   0.045   0.019   0.008   0.005   0.035
 2009 223   120  11.70  29.90  22.10  3.051  0.913  2.129  3.042  0.913  2.129  0.000  0.000  538.36  306.19  103.28  202.91    0.00    0.00   0.591   0.447   0.370   0.310   0.228   0.184   0.091
 2009 224   121  10.40  29.60  22.20  2.695  0.806  1.881  2.687  0.806  1.881  0.000  0.000  541.05  308.88  104.08  204.79    0.00    0.00   0.504   0.385   0.325   0.293   0.207   0.167   0.081
 2009 225   122  11.90  29.30  22.20  3.064  0.917  2.138  2.381  0.917  1.464  0.000  0.000  544.12  311.26  105.00  206.26    0.00    0.00   1.218   0.163   0.050   0.021   0.008   0.005   0.092
 2009 226   123  10.60  29.30  22.40  2.719  0.815  1.897  2.181  0.815  1.366  0.000  0.000  546.84  313.44  105.82  207.62    0.00    0.00   1.123   0.160   0.049   0.021   0.008   0.005   0.081
 2009 227   124  14.60  30.50  22.20  3.779  1.131  2.637  2.414  1.131  1.282  0.000  0.000  550.61  315.85  106.95  208.90    0.00    0.00   1.042   0.157   0.048   0.021   0.008   0.005   0.113
 2009 228   125  13.40  30.30  22.20  3.446  1.033  2.405  2.203  1.026  1.177  0.000  0.000  554.06  318.05  107.97  210.08    0.00    0.00   0.941   0.154   0.048   0.021   0.008   0.005   0.103
 2009 229   126  15.00  28.60  22.10  3.770  1.130  2.631  2.213  1.130  1.083  0.000  0.000  557.83  320.27  109.10  211.16    0.00    0.00   0.851   0.152   0.047   0.021   0.008   0.004   0.113
