*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                 0-5    5-15   15-30   30-53   53-77  77-100
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    
 2013 290    25   125    55      0      0     42     0     0   100    0.00   0.0   0.0   0.00   0.107   0.136   0.143   0.127   0.116   0.119
 2013 291    26   123    53      0      0     42     0     0   100    0.00   0.0   0.0   0.00   0.098   0.131   0.140   0.127   0.116   0.119
 2013 292    27   124    54      0      0     45     0     0   100    0.00   0.0   0.0   0.00   0.146   0.126   0.136   0.127   0.116   0.119
 2013 293    28   123    53      0      0     45     0     0   100    0.00   0.0   0.0   0.00   0.134   0.122   0.133   0.127   0.116   0.119
 2013 294    29   121    51      0      0     45     0     0   100    0.00   0.0   0.0   0.00   0.119   0.117   0.130   0.126   0.116   0.119
 2013 295    30   120    50      0      0     45     0     0   100    0.00   0.0   0.0   0.00   0.106   0.114   0.127   0.126   0.116   0.119
 2013 296    31   119    49      0      0     45     0     0   100    0.00   0.0   0.0   0.00   0.097   0.111   0.124   0.126   0.116   0.118
 2013 297    32   121    51      0      0     49     0     0   100    0.00   0.0   0.0   0.00   0.154   0.113   0.118   0.126   0.116   0.118
 2013 298    33   116    46      0      0     49     0     0   100    0.00   0.0   0.0   0.00   0.124   0.104   0.108   0.124   0.114   0.117
 2013 299    34   113    43      0      0     49     0     0   100    0.00   0.0   0.0   0.00   0.093   0.100   0.104   0.124   0.114   0.117
 2013 300    35   110    40      0      0     49     0     0   100    0.00   0.0   0.0   0.00   0.082   0.092   0.096   0.122   0.114   0.117
 2013 301    36   108    38      0      0     49     0     0   100    0.00   0.0   0.0   0.00   0.075   0.087   0.090   0.121   0.114   0.117
 2013 302    37   107    37      0      0     49     0     0   100    0.00   0.0   0.0   0.00   0.070   0.083   0.086   0.119   0.114   0.117
 2013 303    38   105    35      0      0     49     0     0   100    0.00   0.0   0.0   0.00   0.066   0.080   0.083   0.118   0.114   0.117
 2013 304    39   105    35      0      0     50     0     0   100    0.00   0.0   0.0   0.00   0.077   0.078   0.081   0.117   0.113   0.117
 2013 305    40   104    34      0      0     50     0     0   100    0.00   0.0   0.0   0.00   0.079   0.076   0.079   0.115   0.113   0.117
 2013 306    41   103    33      0      0     50     0     0   100    0.00   0.0   0.0   0.00   0.076   0.074   0.078   0.114   0.113   0.117
 2013 307    42   103    33      0      0     51     0     0   100    0.00   0.0   0.0   0.00   0.081   0.073   0.076   0.113   0.112   0.117
 2013 308    43   103    33      0      0     52     0     0   100    0.00   0.0   0.0   0.00   0.096   0.071   0.075   0.112   0.112   0.116
 2013 309    44   102    32      0      0     54     0     0   100    0.00   0.0   0.0   0.00   0.104   0.070   0.074   0.112   0.112   0.116
 2013 310    45   116    46      0      0     67     0     0   100    0.00   0.0   0.0   0.00   0.256   0.130   0.074   0.111   0.112   0.116
 2013 311    46   112    42      0      0     67     0     0   100    0.00   0.0   0.0   0.00   0.168   0.139   0.077   0.110   0.111   0.116
 2013 312    47   109    39      0      0     67     0     0   100    0.00   0.0   0.0   0.00   0.136   0.128   0.076   0.110   0.110   0.115
 2013 313    48   107    37      0      0     67     0     0   100    0.00   0.0   0.0   0.00   0.112   0.115   0.076   0.109   0.110   0.115
 2013 314    49   104    34      0      0     67     0     0   100    0.00   0.0   0.0   0.00   0.092   0.101   0.075   0.109   0.110   0.115
 2013 315    50   102    32      0      0     67     0     0   100    0.00   0.0   0.0   0.00   0.080   0.087   0.075   0.109   0.110   0.115
 2013 316    51   100    30      0      0     67     0     0   100    0.00   0.0   0.0   0.00   0.072   0.082   0.073   0.108   0.110   0.114
 2013 317    52    99    29      0      0     67     0     0   100    0.00   0.0   0.0   0.00   0.068   0.078   0.072   0.108   0.109   0.114
 2013 318    53   103    33      0      0     72     0     0   100    0.00   0.0   0.0   0.00   0.146   0.076   0.071   0.107   0.109   0.114
 2013 319    54   100    30      0      0     72     0     0   100    0.00   0.0   0.0   0.00   0.097   0.075   0.071   0.107   0.109   0.114
 2013 320    55   117    47      0      0     91     0     0   100    0.00   0.0   0.0   0.00   0.264   0.158   0.077   0.106   0.108   0.113
 2013 321    56   114    44      0      0     91     0     0   100    0.00   0.0   0.0   0.00   0.176   0.140   0.100   0.105   0.108   0.113
 2013 322    57   111    41      0      0     91     0     0   100    0.00   0.0   0.0   0.00   0.144   0.132   0.098   0.105   0.107   0.112
 2013 323    58   108    38      0      0     91     0     0   100    0.00   0.0   0.0   0.00   0.120   0.118   0.096   0.105   0.107   0.112
 2013 324    59   107    37      0      0     93     0     0   100    0.00   0.0   0.0   0.00   0.134   0.105   0.095   0.104   0.107   0.112
 2013 325    60   104    34      0      0     93     0     0   100    0.00   0.0   0.0   0.00   0.096   0.097   0.093   0.104   0.107   0.112
 2013 326    61   105    35      0      0     97     0     0   100    0.00   0.0   0.0   0.00   0.141   0.090   0.087   0.104   0.107   0.112
 2013 327    62   112    42      0      0    108     0     0   100    0.00   0.0   0.0   0.00   0.204   0.142   0.085   0.104   0.107   0.112
 2013 328    63   109    39      0      0    108     0     0   100    0.00   0.0   0.0   0.00   0.152   0.136   0.086   0.103   0.106   0.111
 2013 329    64   116    46      0      0    118     0     0   100    0.00   0.0   0.0   0.00   0.224   0.151   0.099   0.103   0.106   0.111
 2013 330    65   113    43      0      0    118     0     0   100    0.00   0.0   0.0   0.00   0.164   0.139   0.109   0.102   0.106   0.111
 2013 331    66   115    45      0      0    123     0     0   100    0.00   0.0   0.0   0.00   0.191   0.148   0.111   0.102   0.105   0.111
 2013 332    67   112    42      0      0    123     0     0   100    0.00   0.0   0.0   0.00   0.152   0.142   0.109   0.101   0.105   0.110
 2013 333    68   109    39      0      0    123     0     0   100    0.00   0.0   0.0   0.00   0.132   0.132   0.105   0.101   0.105   0.110
 2013 334    69   107    37      0      0    123     0     0   100    0.00   0.0   0.0   0.00   0.112   0.121   0.102   0.101   0.105   0.110
 2013 335    70   104    34      0      0    123     0     0   100    0.00   0.0   0.0   0.00   0.096   0.106   0.100   0.101   0.105   0.110
 2013 336    71   112    42      0      0    134     0     0   100    0.00   0.0   0.0   0.00   0.217   0.135   0.093   0.101   0.104   0.110
 2013 337    72   108    38      0      0    134     0     0   100    0.00   0.0   0.0   0.00   0.156   0.136   0.091   0.100   0.104   0.109
 2013 338    73   105    35      0      0    134     0     0   100    0.00   0.0   0.0   0.00   0.134   0.117   0.090   0.099   0.104   0.109
 2013 339    74   101    31      0      0    134     0     0   100    0.00   0.0   0.0   0.00   0.107   0.100   0.089   0.099   0.104   0.109
 2013 340    75    98    28      0      0    134     0     0   100    0.00   0.0   0.0   0.00   0.077   0.088   0.085   0.099   0.103   0.109
 2013 341    76    96    26      0      0    134     0     0   100    0.00   0.0   0.0   0.00   0.070   0.082   0.081   0.099   0.103   0.109
 2013 342    77    95    25      0      0    134     0     0   100    0.00   0.0   0.0   0.00   0.066   0.078   0.078   0.099   0.103   0.108
 2013 343    78    94    24      0      0    134     0     0   100    0.00   0.0   0.0   0.00   0.062   0.076   0.076   0.098   0.103   0.108
 2013 344    79   116    46      0      0    157     0     0   100    0.00   0.0   0.0   0.00   0.280   0.167   0.090   0.098   0.102   0.108
 2013 345    80   112    42      0      0    157     0     0   100    0.00   0.0   0.0   0.00   0.179   0.140   0.119   0.097   0.102   0.107
 2013 346    81   114    44      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.200   0.152   0.118   0.097   0.101   0.107
 2013 347    82   111    41      0      0    163     0     0   100    0.00   0.0   0.0   0.00   0.158   0.144   0.117   0.096   0.101   0.107
 2013 348    83   113    43      0      0    168     0     0   100    0.00   0.0   0.0   0.00   0.193   0.152   0.117   0.096   0.101   0.106
 2013 349    84   110    40      0      0    168     0     0   100    0.00   0.0   0.0   0.00   0.155   0.143   0.115   0.095   0.100   0.106
 2013 350    85   106    36      0      0    168     0     0   100    0.00   0.0   0.0   0.00   0.140   0.132   0.107   0.095   0.100   0.106
 2013 351    86   121    51      0      0    186     0     0   100    0.00   0.0   0.0   0.00   0.269   0.174   0.136   0.094   0.100   0.105
 2013 352    87   118    48      0      0    186     0     0   100    0.00   0.0   0.0   0.00   0.185   0.152   0.145   0.103   0.099   0.105
 2013 353    88   114    44      0      0    186     0     0   100    0.00   0.0   0.0   0.00   0.152   0.144   0.140   0.102   0.099   0.105
 2013 354    89   111    41      0      0    187     0     0   100    0.00   0.0   0.0   0.00   0.140   0.132   0.129   0.102   0.099   0.104
 2013 355    90   107    37      0      0    187     0     0   100    0.00   0.0   0.0   0.00   0.120   0.122   0.120   0.101   0.099   0.104
 2013 356    91   104    34      0      0    187     0     0   100    0.00   0.0   0.0   0.00   0.106   0.112   0.110   0.101   0.099   0.104
 2013 357    92   100    30      0      0    187     0     0   100    0.00   0.0   0.0   0.00   0.092   0.098   0.099   0.101   0.098   0.104
 2013 358    93    96    26      0      0    187     0     0   100    0.00   0.0   0.0   0.00   0.079   0.085   0.085   0.101   0.098   0.104
 2013 359    94   100    30      0      0    193     0     0   100    0.00   0.0   0.0   0.00   0.165   0.094   0.081   0.101   0.098   0.104
 2013 360    95    96    26      0      0    193     0     0   100    0.00   0.0   0.0   0.00   0.096   0.090   0.079   0.100   0.097   0.103
 2013 361    96    93    23      0      0    193     0     0   100    0.00   0.0   0.0   0.00   0.076   0.082   0.076   0.099   0.097   0.103
 2013 362    97    92    22      0      0    193     0     0   100    0.00   0.0   0.0   0.00   0.074   0.079   0.074   0.099   0.097   0.103
 2013 363    98    92    22      0      0    193     0     0   100    0.00   0.0   0.0   0.00   0.069   0.076   0.073   0.099   0.097   0.103
 2013 364    99    91    21      0      0    193     0     0   100    0.00   0.0   0.0   0.00   0.073   0.074   0.072   0.098   0.097   0.102
 2013 365   100    91    21      0      0    194     0     0   100    0.00   0.0   0.0   0.00   0.079   0.072   0.070   0.098   0.097   0.102
 2014 001   101    90    20      0      0    194     0     0   100    0.00   0.0   0.0   0.00   0.075   0.071   0.070   0.098   0.096   0.102
 2014 002   102    90    20      0      0    194     0     0   100    0.00   0.0   0.0   0.00   0.070   0.070   0.070   0.097   0.096   0.102
 2014 003   103    90    20      0      0    194     0     0   100    0.00   0.0   0.0   0.00   0.066   0.070   0.070   0.097   0.096   0.101
 2014 004   104    89    19      0      0    194     0     0   100    0.00   0.0   0.0   0.00   0.062   0.069   0.070   0.097   0.096   0.101
 2014 005   105    89    19      0      0    194     0     0   100    0.00   0.0   0.0   0.00   0.059   0.069   0.070   0.097   0.096   0.101
 2014 006   106    88    18      0      0    194     0     0   100    0.00   0.0   0.0   0.00   0.055   0.069   0.070   0.096   0.096   0.101
 2014 007   107    88    18      0      0    194     0     0   100    0.00   0.0   0.0   0.00   0.052   0.069   0.070   0.096   0.096   0.101
 2014 008   108    88    18      0      0    195     0     0   100    0.00   0.0   0.0   0.00   0.057   0.068   0.070   0.096   0.095   0.100
 2014 009   109    88    18      0      0    195     0     0   100    0.00   0.0   0.0   0.00   0.054   0.068   0.070   0.096   0.095   0.100
 2014 010   110    88    18      0      0    195     0     0   100    0.00   0.0   0.0   0.00   0.051   0.068   0.070   0.095   0.095   0.100
 2014 011   111    87    17      0      0    195     0     0   100    0.00   0.0   0.0   0.00   0.049   0.068   0.069   0.095   0.095   0.100
 2014 012   112    87    17      0      0    195     0     0   100    0.00   0.0   0.0   0.00   0.046   0.067   0.069   0.095   0.095   0.100
 2014 013   113    87    17      0      0    195     0     0   100    0.00   0.0   0.0   0.00   0.044   0.067   0.069   0.095   0.095   0.100
 2014 014   114    87    17      0      0    195     0     0   100    0.00   0.0   0.0   0.00   0.042   0.067   0.069   0.095   0.095   0.099
 2014 015   115   107    37      0      0    216     0     0   100    0.00   0.0   0.0   0.00   0.277   0.155   0.072   0.094   0.094   0.099
 2014 016   116   102    32      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.174   0.147   0.084   0.092   0.093   0.098
 2014 017   117    98    28      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.132   0.135   0.082   0.091   0.092   0.097
 2014 018   118    95    25      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.109   0.121   0.081   0.091   0.092   0.097
 2014 019   119    93    23      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.095   0.105   0.081   0.091   0.092   0.097
 2014 020   120    91    21      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.090   0.097   0.080   0.091   0.092   0.097
 2014 021   121    90    20      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.079   0.086   0.078   0.091   0.092   0.097
 2014 022   122    88    18      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.072   0.081   0.076   0.091   0.092   0.097
 2014 023   123    87    17      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.070   0.078   0.074   0.090   0.092   0.097
 2014 024   124    87    17      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.066   0.075   0.073   0.090   0.091   0.097
 2014 025   125    86    16      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.062   0.073   0.072   0.090   0.091   0.096
 2014 026   126    85    15      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.059   0.072   0.070   0.090   0.091   0.096
 2014 027   127    85    15      0      0    217     0     0   100    0.00   0.0   0.0   0.00   0.055   0.070   0.070   0.090   0.091   0.096
 2014 028   128    89    19      0      0    222     0     0   100    0.00   0.0   0.0   0.00   0.144   0.070   0.070   0.090   0.091   0.096
 2014 029   129    87    17      0      0    222     0     0   100    0.00   0.0   0.0   0.00   0.097   0.070   0.070   0.090   0.091   0.096
 2014 030   130    86    16      0      0    222     0     0   100    0.00   0.0   0.0   0.00   0.075   0.069   0.070   0.090   0.091   0.096
 2014 031   131    85    15      0      0    222     0     0   100    0.00   0.0   0.0   0.00   0.070   0.069   0.070   0.089   0.091   0.096
 2014 032   132    85    15      0      0    222     0     0   100    0.00   0.0   0.0   0.00   0.066   0.069   0.070   0.089   0.091   0.096
 2014 033   133    85    15      0      0    222     0     0   100    0.00   0.0   0.0   0.00   0.062   0.069   0.070   0.089   0.091   0.095
 2014 034   134    84    14      0      0    222     0     0   100    0.00   0.0   0.0   0.00   0.059   0.068   0.070   0.089   0.090   0.095
 2014 035   135    89    19      0      0    227     0     0   100    0.00   0.0   0.0   0.00   0.152   0.072   0.070   0.089   0.090   0.095
 2014 036   136    90    20      0      0    230     0     0   100    0.00   0.0   0.0   0.00   0.151   0.083   0.069   0.088   0.090   0.095
 2014 037   137    87    17      0      0    231     0     0   100    0.00   0.0   0.0   0.00   0.116   0.084   0.068   0.087   0.089   0.094
 2014 038   138    85    15      0      0    231     0     0   100    0.00   0.0   0.0   0.00   0.084   0.083   0.067   0.087   0.089   0.094
 2014 039   139    84    14      0      0    231     0     0   100    0.00   0.0   0.0   0.00   0.075   0.079   0.067   0.087   0.089   0.093
 2014 040   140   119    49      0      0    267     0     0   100    0.00   0.0   0.0   0.00   0.276   0.221   0.139   0.086   0.088   0.093
 2014 041   141   155    85      0      0    305     0     0   100    0.00   0.0   0.0   0.00   0.279   0.266   0.231   0.158   0.094   0.093
 2014 042   142   151    81      0      0    305     0     0   100    0.00   0.0   0.0   0.00   0.190   0.200   0.199   0.175   0.125   0.092
 2014 043   143   178   108      0      0    334     0     0   100    0.00   0.0   0.0   0.00   0.276   0.263   0.213   0.186   0.161   0.104
 2014 044   144   173   103      0      0    335     0     0   100    0.00   0.0   0.0   0.00   0.191   0.199   0.191   0.183   0.173   0.136
 2014 045   145   159    89      0     10    335     0     0   100    0.00   0.0   0.0   0.00   0.151   0.162   0.161   0.164   0.160   0.153
 2014 046   146   153    83      0     13    335     0     0   100    0.00   0.0   0.0   0.00   0.138   0.150   0.151   0.156   0.155   0.153
 2014 047   147   150    80      0     13    335     0     0   100    0.00   0.0   0.0   0.00   0.126   0.142   0.145   0.155   0.154   0.152
