*SOM N DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:35
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                                                                                                                                                                                                                                                                                                                                                                                                                Cumul.
!               <---- SOM N in top layers ----> <---------------- Total Soil Organic Nitrogen ----------------> <-------- Active Soil Organic Nitrogen (SOM1) --------> <---- Intermediate Soil Organic N (SOM2) -----> <------- Passive Soil Organic N (SOM3) -------> <----------------- Litter Nitrogen -------------------> <------------- Metabolic Litter Nitrogen -------------> <------------ Structural Litter Nitrogen ------------->  Res. N
!               20cm-kg  20cm-% 40cm-kg  40cm-%   Total Surface    Soil     0-5    5-15   15-30   30-53  53-100 Surface    Soil     0-5    5-15   15-30   30-53  53-100    Soil     0-5    5-15   15-30   30-53  53-100    Soil     0-5    5-15   15-30   30-53  53-100 Surface    Soil     0-5    5-15   15-30   30-53  53-100 Surface    Soil     0-5    5-15   15-30   30-53  53-100 Surface    Soil     0-5    5-15   15-30   30-53  53-100 (kg/ha)
@YEAR DOY   DAS  SNS20D  SN%20D  SNS40D  SN%40D    SOND    SN0D    SNTD    SN1D    SN2D    SN3D    SN4D   SN5+D   S1N0D   S1NTD   S1N1D   S1N2D   S1N3D   S1N4D  S1N5+D   S2NTD   S2N1D   S2N2D   S2N3D   S2N4D  S2N5+D   S3NTD   S3N1D   S3N2D   S3N3D   S3N4D  S3N5+D    LN0D    LNTD    LN1D    LN2D    LN3D    LN4D   LN5+D   MEN0D   MENTD   MEN1D   MEN2D   MEN3D   MEN4D  MEN5+D   STN0D   STNTD   STN1D   STN2D   STN3D   STN4D  STN5+D   RESNC
 2014 290    10    1974   0.070    2160   0.077   11175       0   11175     493     988    1483    2696    5515       0     110      17      35      52       2       4    1297     205     411     617      21      44    9765     271     542     814    2672    5467    0.00    3.33    0.43    0.80    0.83    0.72    0.55    0.00    2.95    0.37    0.70    0.74    0.64    0.49    0.00    0.38    0.06    0.09    0.09    0.08    0.06       0
 2014 291    11    1973   0.070    2160   0.077   11174       0   11174     493     987    1483    2696    5515       0     109      17      34      52       2       4    1297     205     411     617      21      44    9765     271     542     814    2672    5467    0.00    3.20    0.41    0.75    0.80    0.70    0.54    0.00    2.82    0.35    0.66    0.71    0.62    0.48    0.00    0.38    0.06    0.09    0.09    0.08    0.06       0
 2014 292    12    1972   0.070    2159   0.077   11172       0   11172     493     987    1482    2696    5515       0     108      17      34      51       2       4    1297     205     410     617      21      44    9765     271     542     814    2672    5467    0.00    3.08    0.38    0.71    0.77    0.69    0.52    0.00    2.70    0.33    0.62    0.68    0.61    0.46    0.00    0.38    0.06    0.09    0.09    0.08    0.06       0
 2014 293    13    1971   0.070    2159   0.077   11171       0   11171     492     986    1481    2696    5515       0     107      16      33      51       2       4    1297     205     410     616      21      44    9764     271     542     814    2672    5467    0.00    2.95    0.37    0.67    0.73    0.67    0.51    0.00    2.57    0.31    0.58    0.64    0.59    0.45    0.00    0.38    0.06    0.09    0.09    0.08    0.06       0
 2014 294    14    1970   0.070    2158   0.077   11169       0   11169     492     986    1481    2696    5515       0     106      16      33      50       2       4    1296     205     410     616      21      44    9764     271     542     814    2672    5467    0.00    2.83    0.35    0.64    0.70    0.63    0.50    0.00    2.45    0.30    0.55    0.61    0.55    0.44    0.00    0.38    0.06    0.09    0.09    0.08    0.06       0
 2014 295    15    1970   0.070    2158   0.077   11168       0   11168     492     985    1480    2696    5515       0     105      16      33      50       2       4    1296     205     410     616      21      44    9764     271     542     814    2672    5467    0.00    2.71    0.34    0.62    0.67    0.60    0.48    0.00    2.33    0.28    0.53    0.58    0.52    0.42    0.00    0.38    0.06    0.09    0.09    0.08    0.06       0
 2014 296    16    1969   0.070    2158   0.077   11166       0   11166     492     985    1480    2696    5515       0     104      16      33      49       2       4    1296     205     410     616      21      44    9764     271     542     814    2671    5467    0.00    2.59    0.32    0.59    0.64    0.58    0.46    0.00    2.21    0.27    0.50    0.55    0.50    0.40    0.00    0.38    0.06    0.09    0.09    0.08    0.06       0
 2014 297    17    1968   0.070    2157   0.077   11165       0   11165     492     985    1479    2695    5515       0     103      16      32      49       2       4    1296     205     410     616      21      44    9764     271     542     814    2671    5467    0.00    2.48    0.31    0.56    0.61    0.55    0.44    0.00    2.10    0.26    0.47    0.52    0.47    0.38    0.00    0.38    0.06    0.09    0.09    0.08    0.06       0
 2014 298    18    1967   0.070    2157   0.077   11164       0   11164     491     984    1478    2695    5515       0     102      16      32      48       2       4    1295     205     410     616      21      44    9764     271     542     814    2671    5467    0.00    2.37    0.30    0.54    0.59    0.53    0.42    0.00    2.00    0.24    0.45    0.49    0.45    0.36    0.00    0.38    0.05    0.09    0.09    0.08    0.06       0
 2014 299    19    1966   0.070    2156   0.077   11162       0   11162     491     984    1478    2695    5514       0     101      16      32      48       2       4    1295     205     410     616      21      43    9764     271     542     814    2671    5467    0.00    2.27    0.29    0.52    0.56    0.50    0.40    0.00    1.89    0.23    0.43    0.47    0.42    0.34    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 300    20    1966   0.070    2156   0.077   11161       0   11161     491     983    1477    2695    5514       0     100      15      31      47       2       4    1295     205     410     615      21      43    9764     271     542     814    2671    5467    0.00    2.17    0.28    0.50    0.53    0.48    0.38    0.00    1.80    0.23    0.41    0.44    0.40    0.32    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 301    21    1965   0.070    2156   0.077   11160       0   11160     491     983    1476    2695    5514       0      99      15      31      47       2       4    1295     205     410     615      21      43    9764     271     542     814    2671    5466    0.00    2.08    0.27    0.48    0.51    0.46    0.36    0.00    1.70    0.21    0.39    0.42    0.38    0.30    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 302    22    1964   0.070    2155   0.077   11158       0   11158     491     982    1476    2695    5514       0      98      15      31      46       2       4    1294     205     410     615      21      43    9764     271     542     814    2671    5466    0.00    1.98    0.26    0.45    0.49    0.44    0.35    0.00    1.61    0.20    0.37    0.40    0.36    0.29    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 303    23    1963   0.070    2155   0.077   11157       0   11157     490     982    1475    2695    5514       0      97      15      30      46       2       4    1294     205     410     615      21      43    9764     271     542     814    2671    5466    0.00    1.90    0.25    0.43    0.47    0.42    0.33    0.00    1.53    0.19    0.35    0.38    0.34    0.27    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 304    24    1963   0.070    2154   0.077   11155       0   11155     490     982    1474    2695    5514       0      96      15      30      45       2       4    1294     205     409     615      21      43    9763     271     542     814    2671    5466    0.00    1.81    0.24    0.42    0.45    0.40    0.31    0.00    1.44    0.19    0.33    0.36    0.32    0.25    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 305    25    1962   0.070    2154   0.077   11154       0   11154     490     981    1474    2695    5514       0      95      15      30      45       2       4    1293     205     409     615      21      43    9763     271     542     814    2671    5466    0.00    1.73    0.23    0.40    0.42    0.38    0.30    0.00    1.36    0.18    0.31    0.34    0.30    0.24    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 306    26    1961   0.070    2153   0.077   11152       0   11152     490     981    1473    2695    5514       0      94      15      29      44       2       4    1293     204     409     615      21      43    9763     271     542     814    2671    5466    0.00    1.65    0.22    0.38    0.41    0.36    0.28    0.00    1.28    0.17    0.29    0.32    0.28    0.23    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 307    27    1960   0.070    2153   0.077   11151       0   11151     490     980    1472    2695    5514       0      93      14      29      44       2       4    1293     204     409     615      21      43    9763     271     542     814    2671    5466    0.00    1.58    0.21    0.37    0.39    0.34    0.27    0.00    1.22    0.16    0.28    0.30    0.27    0.21    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 308    28    1959   0.070    2153   0.077   11150       0   11150     489     980    1472    2695    5513       0      93      14      29      43       2       4    1292     204     409     614      21      43    9763     271     542     814    2671    5466    0.00    1.52    0.21    0.35    0.38    0.33    0.26    0.00    1.16    0.15    0.27    0.29    0.25    0.20    0.00    0.36    0.05    0.09    0.09    0.08    0.06       0
 2014 309    29    1959   0.070    2152   0.077   11148       0   11148     489     980    1471    2695    5513       0      92      14      28      43       2       4    1292     204     409     614      21      43    9763     271     542     814    2671    5466    0.00    1.47    0.20    0.34    0.36    0.32    0.25    0.00    1.10    0.15    0.25    0.27    0.24    0.19    0.00    0.36    0.05    0.09    0.09    0.08    0.06       0
 2014 310    30    1958   0.070    2152   0.077   11147       0   11147     489     979    1471    2695    5513       0      91      14      28      43       2       4    1292     204     409     614      21      43    9763     271     542     814    2671    5466    0.00    1.42    0.19    0.33    0.35    0.30    0.24    0.00    1.05    0.14    0.24    0.26    0.23    0.18    0.00    0.36    0.05    0.09    0.09    0.08    0.06       0
 2014 311    31    1957   0.070    2151   0.077   11146       0   11146     489     979    1470    2695    5513       0      90      14      28      42       2       4    1292     204     409     614      21      43    9763     271     542     814    2671    5466    0.00    1.37    0.19    0.32    0.34    0.29    0.23    0.00    1.01    0.14    0.23    0.25    0.22    0.17    0.00    0.36    0.05    0.09    0.09    0.08    0.06       0
 2014 312    32    1956   0.070    2151   0.077   11144       0   11144     489     978    1470    2695    5513       0      89      14      28      42       2       4    1291     204     409     614      21      43    9763     271     542     814    2671    5466    0.00    1.33    0.19    0.31    0.33    0.28    0.22    0.00    0.96    0.13    0.22    0.24    0.21    0.16    0.00    0.36    0.05    0.09    0.09    0.08    0.06       0
 2014 313    33    1956   0.070    2151   0.077   11143       0   11143     489     978    1469    2695    5513       0      88      14      27      41       2       4    1291     204     409     614      21      43    9762     271     542     814    2671    5466    0.00    1.28    0.18    0.30    0.32    0.27    0.21    0.00    0.92    0.13    0.21    0.23    0.20    0.15    0.00    0.36    0.05    0.09    0.09    0.08    0.06       0
 2014 314    34    1955   0.070    2150   0.077   11142       0   11142     488     978    1468    2695    5513       0      88      13      27      41       2       4    1290     204     408     613      21      43    9762     271     542     814    2671    5466    0.00    1.24    0.17    0.29    0.31    0.26    0.20    0.00    0.88    0.12    0.20    0.22    0.19    0.14    0.00    0.36    0.05    0.09    0.09    0.08    0.06       0
 2014 315    35    1954   0.070    2150   0.077   11140       0   11140     488     977    1468    2695    5513       0      87      13      27      41       2       4    1290     204     408     613      21      43    9762     271     542     814    2671    5465    0.00    1.20    0.17    0.28    0.30    0.26    0.19    0.00    0.84    0.12    0.20    0.21    0.18    0.14    0.00    0.36    0.05    0.09    0.09    0.08    0.06       0
 2014 316    36    1953   0.070    2149   0.077   11139       0   11139     488     977    1467    2694    5513       0      86      13      27      40       2       4    1290     204     408     613      21      43    9762     271     542     814    2671    5465    0.00    1.17    0.17    0.27    0.29    0.25    0.19    0.00    0.81    0.11    0.19    0.21    0.17    0.13    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 317    37    1953   0.070    2149   0.077   11138       0   11138     488     976    1467    2694    5512       0      85      13      26      40       2       4    1289     204     408     613      21      43    9762     271     542     814    2671    5465    0.00    1.14    0.16    0.27    0.29    0.24    0.18    0.00    0.79    0.11    0.18    0.20    0.17    0.12    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 318    38    1952   0.070    2149   0.077   11136       0   11136     488     976    1466    2694    5512       0      84      13      26      39       2       4    1289     204     408     613      21      43    9762     271     542     814    2671    5465    0.00    1.12    0.16    0.26    0.28    0.24    0.18    0.00    0.76    0.11    0.18    0.20    0.16    0.12    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 319    39    1951   0.070    2148   0.077   11135       0   11135     487     976    1466    2694    5512       0      84      13      26      39       2       4    1289     204     408     613      21      43    9762     271     542     814    2671    5465    0.00    1.10    0.16    0.26    0.28    0.23    0.17    0.00    0.74    0.11    0.17    0.19    0.16    0.12    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 320    40    1950   0.070    2148   0.077   11134       0   11134     487     975    1465    2694    5512       0      83      13      26      39       2       4    1288     204     408     612      21      43    9762     271     542     814    2671    5465    0.00    1.08    0.16    0.25    0.28    0.23    0.17    0.00    0.72    0.10    0.17    0.19    0.15    0.11    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 321    41    1950   0.070    2147   0.077   11133       0   11133     487     975    1464    2694    5512       0      82      13      25      38       2       4    1288     204     408     612      21      43    9762     271     542     814    2671    5465    0.00    1.06    0.15    0.25    0.27    0.23    0.17    0.00    0.71    0.10    0.16    0.18    0.15    0.11    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 322    42    1949   0.070    2147   0.077   11132       0   11132     487     975    1464    2694    5512       0      82      13      25      38       2       4    1287     204     407     612      21      43    9762     271     542     814    2671    5465    0.00    1.05    0.15    0.24    0.27    0.22    0.16    0.00    0.69    0.10    0.16    0.18    0.15    0.11    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 323    43    1948   0.070    2147   0.077   11130       0   11130     487     974    1463    2694    5512       0      81      12      25      38       2       4    1287     204     407     612      21      43    9761     271     542     814    2671    5465    0.00    1.04    0.15    0.24    0.27    0.22    0.16    0.00    0.68    0.09    0.16    0.18    0.14    0.11    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 324    44    1947   0.070    2146   0.077   11129       0   11129     487     974    1463    2694    5512       0      80      12      25      37       2       4    1287     203     407     612      21      43    9761     271     542     814    2671    5465    0.00    1.02    0.15    0.24    0.26    0.22    0.16    0.00    0.67    0.09    0.15    0.18    0.14    0.10    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 325    45    1947   0.070    2146   0.077   11128       0   11128     486     973    1462    2694    5512       0      79      12      24      37       2       4    1286     203     407     611      21      43    9761     271     542     814    2671    5465    0.00    1.01    0.14    0.23    0.26    0.22    0.16    0.00    0.65    0.09    0.15    0.17    0.14    0.10    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 326    46    1946   0.070    2146   0.077   11127       0   11127     486     973    1462    2694    5512       0      79      12      24      37       2       4    1286     203     407     611      21      43    9761     271     542     814    2670    5465    0.00    1.00    0.14    0.23    0.26    0.21    0.16    0.00    0.64    0.09    0.14    0.17    0.14    0.10    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 327    47    1945   0.069    2145   0.077   11125       0   11125     486     973    1461    2694    5512       0      78      12      24      36       2       4    1285     203     407     611      21      43    9761     271     542     814    2670    5465    0.00    0.99    0.14    0.23    0.26    0.21    0.16    0.00    0.64    0.09    0.14    0.17    0.14    0.10    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 328    48    1945   0.069    2145   0.077   11124       0   11124     486     972    1461    2694    5511       0      78      12      24      36       2       3    1285     203     407     611      21      43    9761     271     542     814    2670    5465    0.00    0.99    0.14    0.23    0.26    0.21    0.16    0.00    0.63    0.09    0.14    0.17    0.13    0.10    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 329    49    1944   0.069    2145   0.077   11123       0   11123     486     972    1460    2694    5511       0      77      12      24      36       2       3    1285     203     406     611      21      43    9761     271     542     814    2670    5465    0.00    0.99    0.14    0.23    0.26    0.21    0.16    0.00    0.63    0.08    0.14    0.17    0.13    0.10    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 330    50    1944   0.069    2144   0.077   11122       0   11122     486     972    1460    2694    5511       0      76      12      23      36       2       3    1284     203     406     610      21      43    9761     271     542     814    2670    5464    0.00    1.00    0.14    0.22    0.27    0.21    0.16    0.00    0.64    0.08    0.14    0.18    0.13    0.10    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 331    51    1943   0.069    2144   0.077   11121       0   11121     486     971    1459    2694    5511       0      76      12      23      35       2       3    1284     203     406     610      21      43    9761     271     542     814    2670    5464    0.00    1.00    0.14    0.22    0.27    0.21    0.16    0.00    0.63    0.08    0.14    0.18    0.13    0.10    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 332    52    1942   0.069    2144   0.077   11120       0   11120     485     971    1459    2694    5511       0      75      12      23      35       2       3    1283     203     406     610      21      43    9761     271     542     814    2670    5464    0.00    1.00    0.13    0.22    0.28    0.21    0.16    0.00    0.64    0.08    0.14    0.19    0.13    0.10    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 333    53    1942   0.069    2143   0.077   11119       0   11119     485     971    1459    2694    5511       0      75      12      23      35       2       3    1283     203     406     610      21      43    9760     271     542     814    2670    5464    0.00    1.00    0.13    0.22    0.28    0.21    0.16    0.00    0.64    0.08    0.14    0.19    0.13    0.10    0.00    0.36    0.05    0.08    0.09    0.08    0.06       0
 2014 334    54    1941   0.069    2143   0.077   11118       0   11118     485     970    1458    2694    5511       0      74      12      23      35       2       3    1283     203     406     610      21      43    9760     271     542     814    2670    5464    0.00    1.00    0.14    0.22    0.28    0.20    0.16    0.00    0.64    0.08    0.14    0.19    0.13    0.10    0.00    0.36    0.05    0.09    0.09    0.08    0.06       0
 2014 335    55    1941   0.069    2143   0.077   11117       0   11117     485     970    1458    2694    5511       0      74      12      22      34       2       3    1282     203     406     610      21      43    9760     271     542     814    2670    5464    0.00    1.01    0.14    0.22    0.28    0.20    0.16    0.00    0.64    0.08    0.14    0.19    0.13    0.10    0.00    0.36    0.05    0.09    0.09    0.08    0.06       0
 2014 336    56    1940   0.069    2142   0.077   11116       0   11116     485     970    1457    2694    5511       0      73      11      22      34       2       3    1282     203     406     609      21      43    9760     271     542     814    2670    5464    0.00    1.01    0.14    0.22    0.29    0.20    0.16    0.00    0.64    0.08    0.14    0.19    0.13    0.10    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 337    57    1939   0.069    2142   0.077   11115       0   11115     485     969    1457    2694    5511       0      73      11      22      34       2       3    1282     203     405     609      21      43    9760     271     542     814    2670    5464    0.00    1.01    0.14    0.22    0.29    0.20    0.16    0.00    0.65    0.08    0.14    0.20    0.13    0.10    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 338    58    1939   0.069    2142   0.076   11114       0   11114     485     969    1456    2693    5510       0      72      11      22      33       2       3    1281     203     405     609      21      43    9760     271     542     814    2670    5464    0.00    1.01    0.14    0.22    0.29    0.20    0.16    0.00    0.65    0.09    0.14    0.20    0.12    0.10    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 339    59    1938   0.069    2141   0.076   11113       0   11113     485     969    1456    2693    5510       0      71      11      22      33       2       3    1281     203     405     609      21      43    9760     271     542     814    2670    5464    0.00    1.02    0.14    0.22    0.29    0.20    0.16    0.00    0.65    0.09    0.14    0.20    0.12    0.10    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 340    60    1938   0.069    2141   0.076   11112       0   11112     484     969    1455    2693    5510       0      71      11      22      33       2       3    1280     203     405     609      21      43    9760     271     542     814    2670    5464    0.00    1.02    0.14    0.22    0.30    0.20    0.16    0.00    0.65    0.09    0.14    0.20    0.12    0.10    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 341    61    1937   0.069    2141   0.076   11111       0   11111     484     968    1455    2693    5510       0      70      11      21      33       2       3    1280     203     405     608      21      43    9760     271     542     814    2670    5464    0.00    1.02    0.14    0.23    0.30    0.20    0.16    0.00    0.65    0.09    0.14    0.20    0.12    0.10    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 342    62    1937   0.069    2140   0.076   11110       0   11110     484     968    1455    2693    5510       0      70      11      21      32       2       3    1280     202     405     608      21      43    9760     271     542     814    2670    5464    0.00    1.03    0.14    0.23    0.30    0.20    0.16    0.00    0.66    0.09    0.14    0.21    0.12    0.10    0.00    0.37    0.05    0.09    0.09    0.08    0.06       0
 2014 343    63    1936   0.069    2140   0.076   11109       0   11109     484     968    1454    2693    5510       0      70      11      21      32       2       3    1279     202     405     608      21      43    9759     271     542     814    2670    5464    0.00    1.04    0.15    0.23    0.31    0.20    0.16    0.00    0.67    0.09    0.14    0.21    0.12    0.10    0.00    0.37    0.05    0.09    0.10    0.08    0.06       0
 2014 344    64    1936   0.069    2140   0.076   11109       0   11109     484     968    1454    2693    5510       0      69      11      21      32       2       3    1279     202     405     608      21      43    9759     271     542     814    2670    5464    0.00    1.05    0.15    0.24    0.32    0.19    0.16    0.00    0.68    0.09    0.15    0.22    0.12    0.10    0.00    0.37    0.05    0.09    0.10    0.08    0.06       0
 2014 345    65    1935   0.069    2140   0.076   11108       0   11108     484     967    1454    2693    5510       0      69      11      21      32       2       3    1279     202     404     608      21      43    9759     271     542     814    2670    5463    0.00    1.06    0.15    0.24    0.32    0.19    0.16    0.00    0.68    0.09    0.15    0.23    0.12    0.10    0.00    0.37    0.05    0.09    0.10    0.08    0.06       0
 2014 346    66    1934   0.069    2140   0.076   11107       0   11107     483     967    1453    2693    5510       0      68      11      21      32       2       3    1278     202     404     608      21      43    9759     271     542     814    2670    5463    0.00    1.07    0.15    0.24    0.33    0.19    0.16    0.00    0.69    0.09    0.15    0.23    0.12    0.10    0.00    0.38    0.05    0.09    0.10    0.08    0.06       0
 2014 347    67    1934   0.069    2139   0.076   11106       0   11106     483     967    1453    2693    5510       0      68      10      20      32       2       3    1278     202     404     608      21      43    9759     271     542     814    2670    5463    0.00    1.08    0.15    0.24    0.34    0.19    0.16    0.00    0.70    0.09    0.15    0.24    0.12    0.10    0.00    0.38    0.05    0.09    0.10    0.08    0.06       0
 2014 348    68    1933   0.069    2139   0.076   11105       0   11105     483     966    1453    2693    5510       0      67      10      20      32       2       3    1278     202     404     608      21      43    9759     271     542     814    2670    5463    0.00    1.10    0.15    0.24    0.35    0.19    0.16    0.00    0.72    0.09    0.16    0.25    0.12    0.10    0.00    0.38    0.06    0.09    0.10    0.08    0.06       0
 2014 349    69    1933   0.069    2139   0.076   11104       0   11104     483     966    1453    2693    5509       0      67      10      20      31       2       3    1277     202     404     607      21      43    9759     271     542     814    2670    5463    0.00    1.11    0.15    0.25    0.36    0.19    0.16    0.00    0.73    0.10    0.16    0.26    0.12    0.10    0.00    0.38    0.06    0.09    0.10    0.08    0.06       0
