*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:33
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                 0-5    5-15   15-30   30-60   60-90  90-120
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    
 2009 178    22   261   122      0      0     90     0     0   120    0.00   0.0   0.0   0.00   0.156   0.236   0.244   0.245   0.220   0.179
 2009 179    23   260   121      0      0     90     0     0   120    0.00   0.0   0.0   0.00   0.144   0.233   0.243   0.245   0.220   0.179
 2009 180    24   273   133      0      0    104     0     0   120    0.00   0.0   0.0   0.00   0.311   0.258   0.251   0.247   0.220   0.179
 2009 181    25   267   128      0      0    104     0     0   120    0.00   0.0   0.0   0.00   0.241   0.241   0.244   0.245   0.224   0.177
 2009 182    26   268   128      0      0    108     0     0   120    0.00   0.0   0.0   0.00   0.265   0.247   0.245   0.243   0.223   0.177
 2009 183    27   262   123      0      0    108     0     0   120    0.00   0.0   0.0   0.00   0.226   0.237   0.240   0.240   0.221   0.176
 2009 184    28   260   121      0      0    108     0     0   120    0.00   0.0   0.0   0.00   0.205   0.234   0.239   0.239   0.221   0.176
 2009 185    29   258   119      0      0    108     0     0   120    0.00   0.0   0.0   0.00   0.186   0.230   0.237   0.239   0.220   0.176
 2009 186    30   256   117      0      0    108     0     0   120    0.00   0.0   0.0   0.00   0.169   0.226   0.235   0.238   0.220   0.176
 2009 187    31   255   116      0      0    108     0     0   120    0.00   0.0   0.0   0.00   0.155   0.222   0.233   0.237   0.220   0.175
 2009 188    32   261   122      0      0    116     0     0   120    0.00   0.0   0.0   0.00   0.262   0.236   0.230   0.236   0.220   0.175
 2009 189    33   258   119      0      0    116     0     0   120    0.00   0.0   0.0   0.00   0.242   0.234   0.227   0.234   0.219   0.175
 2009 190    34   276   136      0      0    139     0     0   120    0.00   0.0   0.0   0.00   0.311   0.304   0.260   0.244   0.217   0.174
 2009 191    35   281   141      0      0    146     0     0   120    0.00   0.0   0.0   0.00   0.329   0.289   0.269   0.252   0.224   0.174
 2009 192    36   307   168      0      0    178     0     0   120    0.00   0.0   0.0   0.00   0.312   0.316   0.320   0.272   0.253   0.182
 2009 193    37   301   162      0      0    178     0     0   120    0.00   0.0   0.0   0.00   0.249   0.264   0.270   0.254   0.248   0.238
 2009 194    38   296   157      0      0    178     0     0   120    0.00   0.0   0.0   0.00   0.227   0.244   0.250   0.247   0.247   0.248
 2009 195    39   316   176      0      1    201     0     0   120    0.00   0.0   0.0   0.00   0.330   0.312   0.274   0.255   0.252   0.250
 2009 196    40   302   163      0     10    201     0     0   120    0.00   0.0   0.0   0.00   0.264   0.266   0.254   0.248   0.250   0.249
 2009 197    41   309   169      0     11    214     0     0   120    0.00   0.0   0.0   0.00   0.317   0.283   0.262   0.250   0.250   0.250
 2009 198    42   304   165      0     12    216     0     0   120    0.00   0.0   0.0   0.00   0.280   0.265   0.258   0.250   0.250   0.250
 2009 199    43   321   182      0     15    238     0     0   119    0.00   0.0   0.0   0.00   0.328   0.322   0.283   0.259   0.255   0.253
 2009 200    44   304   165      0     28    238     0     0   120    0.00   0.0   0.0   0.00   0.268   0.272   0.258   0.250   0.250   0.250
 2009 201    45   296   157      0     31    238     0     0   120    0.00   0.0   0.0   0.00   0.238   0.248   0.246   0.246   0.247   0.248
 2009 202    46   292   153      0     31    238     0     0   120    0.00   0.0   0.0   0.00   0.215   0.243   0.242   0.243   0.246   0.248
 2009 203    47   288   149      0     31    238     0     0   120    0.00   0.0   0.0   0.00   0.195   0.238   0.238   0.240   0.244   0.247
 2009 204    48   285   145      0     31    238     0     0   120    0.00   0.0   0.0   0.00   0.175   0.232   0.233   0.237   0.242   0.246
 2009 205    49   281   141      0     31    238     0     0   120    0.00   0.0   0.0   0.00   0.158   0.226   0.229   0.234   0.240   0.245
 2009 206    50   278   139      0     31    238     0     0   120    0.00   0.0   0.0   0.00   0.146   0.223   0.226   0.233   0.239   0.244
 2009 207    51   275   135      0     31    238     0     0   120    0.00   0.0   0.0   0.00   0.135   0.217   0.221   0.229   0.237   0.243
 2009 208    52   281   142      0     31    249     0     0   120    0.00   0.0   0.0   0.00   0.281   0.240   0.216   0.226   0.235   0.242
 2009 209    53   277   138      0     31    249     0     0   120    0.00   0.0   0.0   0.00   0.250   0.243   0.212   0.223   0.233   0.241
 2009 210    54   279   140      0     31    254     0     0   120    0.00   0.0   0.0   0.00   0.282   0.252   0.215   0.221   0.231   0.240
 2009 211    55   273   134      0     31    254     0     0   120    0.00   0.0   0.0   0.00   0.245   0.242   0.215   0.216   0.228   0.238
 2009 212    56   271   132      0     31    254     0     0   120    0.00   0.0   0.0   0.00   0.227   0.239   0.212   0.214   0.227   0.238
 2009 213    57   292   152      0     31    277     0     0   120    0.00   0.0   0.0   0.00   0.333   0.311   0.258   0.221   0.226   0.237
 2009 214    58   286   147      0     31    277     0     0   120    0.00   0.0   0.0   0.00   0.268   0.265   0.246   0.240   0.223   0.235
 2009 215    59   320   180      0     31    314     0     0   120    0.00   0.0   0.0   0.00   0.328   0.321   0.316   0.264   0.248   0.234
 2009 216    60   318   178      0     31    316     0     0   120    0.00   0.0   0.0   0.00   0.293   0.285   0.287   0.265   0.258   0.249
 2009 217    61   301   162      0     42    316     0     0   120    0.00   0.0   0.0   0.00   0.254   0.255   0.258   0.251   0.250   0.247
 2009 218    62   297   158      0     43    316     0     0   120    0.00   0.0   0.0   0.00   0.243   0.247   0.249   0.248   0.248   0.248
 2009 219    63   295   155      0     43    316     0     0   120    0.00   0.0   0.0   0.00   0.226   0.243   0.246   0.246   0.247   0.247
 2009 220    64   290   151      0     43    316     0     0   120    0.00   0.0   0.0   0.00   0.203   0.237   0.241   0.243   0.244   0.246
 2009 221    65   302   163      0     43    332     0     0   120    0.00   0.0   0.0   0.00   0.331   0.276   0.254   0.247   0.242   0.245
 2009 222    66   297   157      0     44    332     0     0   120    0.00   0.0   0.0   0.00   0.268   0.252   0.245   0.244   0.246   0.247
 2009 223    67   292   153      0     44    332     0     0   120    0.00   0.0   0.0   0.00   0.245   0.245   0.243   0.240   0.243   0.245
 2009 224    68   304   165      0     44    349     0     0   120    0.00   0.0   0.0   0.00   0.327   0.289   0.260   0.246   0.243   0.244
 2009 225    69   299   160      0     45    349     0     0   120    0.00   0.0   0.0   0.00   0.271   0.260   0.249   0.246   0.247   0.248
 2009 226    70   303   164      0     45    356     0     0   120    0.00   0.0   0.0   0.00   0.316   0.266   0.254   0.248   0.247   0.247
 2009 227    71   298   159      0     47    356     0     0   120    0.00   0.0   0.0   0.00   0.269   0.252   0.248   0.247   0.247   0.248
 2009 228    72   299   160      0     47    361     0     0   120    0.00   0.0   0.0   0.00   0.293   0.257   0.249   0.247   0.245   0.247
 2009 229    73   296   157      0     47    361     0     0   120    0.00   0.0   0.0   0.00   0.259   0.248   0.245   0.246   0.247   0.245
 2009 230    74   307   168      0     47    376     0     0   120    0.00   0.0   0.0   0.00   0.328   0.286   0.260   0.249   0.248   0.246
 2009 231    75   297   158      0     52    376     0     0   120    0.00   0.0   0.0   0.00   0.267   0.256   0.247   0.245   0.246   0.247
 2009 232    76   293   153      0     52    376     0     0   120    0.00   0.0   0.0   0.00   0.244   0.245   0.243   0.243   0.243   0.245
 2009 233    77   304   165      0     52    390     0     0   120    0.00   0.0   0.0   0.00   0.332   0.280   0.258   0.250   0.242   0.244
 2009 234    78   298   159      0     53    390     0     0   120    0.00   0.0   0.0   0.00   0.270   0.255   0.247   0.246   0.246   0.247
 2009 235    79   319   180      0     54    418     0     0   120    0.00   0.0   0.0   0.00   0.326   0.320   0.288   0.257   0.252   0.250
 2009 236    80   302   163      0     67    418     0     0   120    0.00   0.0   0.0   0.00   0.267   0.270   0.259   0.248   0.247   0.248
 2009 237    81   295   156      0     68    418     0     0   120    0.00   0.0   0.0   0.00   0.244   0.250   0.247   0.245   0.246   0.247
 2009 238    82   292   153      0     68    418     0     0   120    0.00   0.0   0.0   0.00   0.236   0.246   0.244   0.242   0.244   0.246
 2009 239    83   288   149      0     68    418     0     0   120    0.00   0.0   0.0   0.00   0.214   0.241   0.239   0.239   0.242   0.244
 2009 240    84   292   152      0     68    427     0     0   120    0.00   0.0   0.0   0.00   0.302   0.254   0.246   0.234   0.238   0.242
 2009 241    85   298   159      0     68    436     0     0   120    0.00   0.0   0.0   0.00   0.332   0.276   0.257   0.240   0.237   0.241
 2009 242    86   300   161      0     68    443     0     0   120    0.00   0.0   0.0   0.00   0.323   0.279   0.261   0.247   0.236   0.239
 2009 243    87   295   156      0     68    443     0     0   120    0.00   0.0   0.0   0.00   0.265   0.254   0.248   0.245   0.246   0.239
 2009 244    88   330   191      0     70    482     0     0   120    0.00   0.0   0.0   0.00   0.331   0.323   0.320   0.267   0.258   0.250
 2009 245    89   308   169      0     88    482     0     0   120    0.00   0.0   0.0   0.00   0.274   0.274   0.274   0.254   0.251   0.249
 2009 246    90   304   165      0     89    484     0     0   120    0.00   0.0   0.0   0.00   0.265   0.259   0.260   0.252   0.251   0.250
 2009 247    91   304   165      0     90    487     0     0   120    0.00   0.0   0.0   0.00   0.279   0.259   0.256   0.252   0.251   0.250
 2009 248    92   298   158      0     92    487     0     0   120    0.00   0.0   0.0   0.00   0.249   0.247   0.247   0.248   0.248   0.249
 2009 249    93   310   171      0     92    502     0     0   120    0.00   0.0   0.0   0.00   0.332   0.287   0.262   0.251   0.250   0.251
 2009 250    94   332   192      0     96    530     0     0   119    0.00   0.0   0.0   0.00   0.331   0.323   0.314   0.268   0.261   0.257
 2009 251    95   309   169      0    116    530     0     0   120    0.00   0.0   0.0   0.00   0.272   0.274   0.271   0.254   0.252   0.251
 2009 252    96   298   159      0    121    530     0     0   120    0.00   0.0   0.0   0.00   0.242   0.251   0.252   0.247   0.248   0.248
 2009 253    97   294   154      0    121    530     0     0   120    0.00   0.0   0.0   0.00   0.229   0.244   0.245   0.244   0.246   0.246
 2009 254    98   291   152      0    121    530     0     0   120    0.00   0.0   0.0   0.00   0.210   0.242   0.244   0.243   0.245   0.246
 2009 255    99   300   161      0    121    542     0     0   120    0.00   0.0   0.0   0.00   0.328   0.263   0.251   0.245   0.243   0.244
 2009 256   100   314   175      0    121    561     0     0   120    0.00   0.0   0.0   0.00   0.320   0.320   0.277   0.254   0.249   0.246
 2009 257   101   302   162      0    130    561     0     0   120    0.00   0.0   0.0   0.00   0.265   0.271   0.256   0.248   0.247   0.248
 2009 258   102   328   189      0    133    595     0     0   119    0.00   0.0   0.0   0.00   0.323   0.320   0.313   0.266   0.258   0.253
 2009 259   103   306   167      0    150    595     0     0   120    0.00   0.0   0.0   0.00   0.264   0.271   0.270   0.253   0.250   0.249
 2009 260   104   299   160      0    155    595     0     0   120    0.00   0.0   0.0   0.00   0.246   0.253   0.254   0.248   0.249   0.248
 2009 261   105   295   156      0    155    595     0     0   120    0.00   0.0   0.0   0.00   0.232   0.244   0.247   0.246   0.247   0.247
 2009 262   106   301   162      0    155    606     0     0   120    0.00   0.0   0.0   0.00   0.320   0.262   0.251   0.247   0.244   0.245
 2009 263   107   297   158      0    155    606     0     0   120    0.00   0.0   0.0   0.00   0.266   0.249   0.247   0.247   0.247   0.247
 2009 264   108   301   161      0    155    612     0     0   120    0.00   0.0   0.0   0.00   0.302   0.260   0.251   0.248   0.246   0.246
 2009 265   109   296   157      0    155    612     0     0   120    0.00   0.0   0.0   0.00   0.255   0.247   0.247   0.246   0.247   0.247
 2009 266   110   291   152      0    155    612     0     0   120    0.00   0.0   0.0   0.00   0.234   0.241   0.241   0.242   0.244   0.245
 2009 267   111   314   175      0    155    639     0     0   120    0.00   0.0   0.0   0.00   0.325   0.321   0.276   0.253   0.249   0.246
 2009 268   112   325   186      0    157    658     0     0   119    0.00   0.0   0.0   0.00   0.319   0.318   0.301   0.264   0.257   0.253
 2009 269   113   305   166      0    173    658     0     0   120    0.00   0.0   0.0   0.00   0.261   0.270   0.265   0.252   0.250   0.249
 2009 270   114   297   157      0    176    658     0     0   120    0.00   0.0   0.0   0.00   0.237   0.249   0.250   0.248   0.247   0.247
 2009 271   115   291   151      0    176    658     0     0   120    0.00   0.0   0.0   0.00   0.218   0.240   0.243   0.243   0.243   0.244
 2009 272   116   288   149      0    176    658     0     0   120    0.00   0.0   0.0   0.00   0.199   0.237   0.241   0.241   0.242   0.243
 2009 273   117   290   151      0    176    663     0     0   120    0.00   0.0   0.0   0.00   0.252   0.248   0.239   0.240   0.241   0.243
 2009 274   118   285   146      0    176    663     0     0   120    0.00   0.0   0.0   0.00   0.234   0.241   0.234   0.236   0.238   0.241
 2009 275   119   282   143      0    176    663     0     0   120    0.00   0.0   0.0   0.00   0.214   0.238   0.231   0.234   0.237   0.240
 2009 276   120   282   142      0    176    665     0     0   120    0.00   0.0   0.0   0.00   0.232   0.236   0.229   0.232   0.235   0.239
 2009 277   121   278   139      0    176    665     0     0   120    0.00   0.0   0.0   0.00   0.212   0.233   0.227   0.230   0.234   0.238
 2009 278   122   275   136      0    176    665     0     0   120    0.00   0.0   0.0   0.00   0.193   0.229   0.224   0.228   0.232   0.237
 2009 279   123   289   150      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.326   0.274   0.248   0.228   0.230   0.235
 2009 280   124   284   145      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.263   0.252   0.244   0.236   0.228   0.233
 2009 281   125   279   140      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.239   0.245   0.242   0.233   0.225   0.231
 2009 282   126   276   137      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.218   0.241   0.239   0.231   0.224   0.230
 2009 283   127   273   134      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.199   0.238   0.237   0.229   0.222   0.229
 2009 284   128   270   131      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.183   0.235   0.234   0.227   0.221   0.228
 2009 285   129   268   128      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.167   0.231   0.232   0.225   0.219   0.227
 2009 286   130   265   126      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.154   0.228   0.229   0.223   0.217   0.226
 2009 287   131   262   123      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.142   0.225   0.227   0.221   0.216   0.225
 2009 288   132   260   121      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.133   0.222   0.225   0.219   0.215   0.224
 2009 289   133   258   118      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.124   0.219   0.222   0.218   0.213   0.223
 2009 290   134   255   116      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.116   0.216   0.220   0.216   0.212   0.222
 2009 291   135   253   114      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.108   0.213   0.218   0.214   0.210   0.221
 2009 292   136   251   111      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.102   0.209   0.215   0.212   0.209   0.220
 2009 293   137   248   109      0    176    682     0     0   120    0.00   0.0   0.0   0.00   0.096   0.206   0.212   0.210   0.207   0.219
 2009 294   138   295   155      0    176    732     0     0   120    0.00   0.0   0.0   0.00   0.330   0.322   0.299   0.247   0.205   0.218
 2009 295   139   290   150      0    176    732     0     0   120    0.00   0.0   0.0   0.00   0.263   0.270   0.263   0.245   0.238   0.216
 2009 296   140   292   152      0    176    737     0     0   120    0.00   0.0   0.0   0.00   0.291   0.265   0.260   0.250   0.241   0.215
 2009 297   141   307   168      0    176    756     0     0   120    0.00   0.0   0.0   0.00   0.326   0.316   0.279   0.257   0.250   0.218
 2009 298   142   301   162      0    177    756     0     0   120    0.00   0.0   0.0   0.00   0.262   0.268   0.255   0.248   0.247   0.247
 2009 299   143   295   156      0    178    756     0     0   120    0.00   0.0   0.0   0.00   0.237   0.248   0.246   0.245   0.246   0.247
 2009 300   144   292   153      0    178    756     0     0   120    0.00   0.0   0.0   0.00   0.216   0.245   0.243   0.243   0.244   0.246
 2009 301   145   289   149      0    178    756     0     0   120    0.00   0.0   0.0   0.00   0.198   0.242   0.241   0.241   0.243   0.245
 2009 302   146   286   147      0    178    756     0     0   120    0.00   0.0   0.0   0.00   0.181   0.238   0.238   0.239   0.241   0.244
 2009 303   147   283   144      0    178    756     0     0   120    0.00   0.0   0.0   0.00   0.166   0.235   0.236   0.237   0.240   0.243
 2009 304   148   310   171      0    178    786     0     0   120    0.00   0.0   0.0   0.00   0.331   0.323   0.273   0.250   0.243   0.241
 2009 305   149   312   173      0    178    790     0     0   120    0.00   0.0   0.0   0.00   0.316   0.293   0.275   0.257   0.251   0.245
 2009 306   150   302   163      0    185    790     0     0   120    0.00   0.0   0.0   0.00   0.265   0.262   0.256   0.250   0.249   0.248
 2009 307   151   296   157      0    187    790     0     0   120    0.00   0.0   0.0   0.00   0.241   0.248   0.247   0.246   0.247   0.247
 2009 308   152   293   154      0    187    790     0     0   120    0.00   0.0   0.0   0.00   0.220   0.244   0.245   0.245   0.245   0.246
