*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:33
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                                                                                                                Soil evaporation (mm/d) by soil depth (cm):
!                                                                                                                                                0-5    5-15   15-30   30-60   60-90  90-120
@YEAR DOY   DAS   SRAA  TMAXA  TMINA   EOAA   EOPA   EOSA   ETAA   EPAA   ESAA   EFAA   EMAA    EOAC    ETAC    EPAC    ESAC    EFAC    EMAC    ES1D    ES2D    ES3D    ES4D    ES5D    ES6D   TRWUD
 2009 174    18  22.24  33.25  23.00  5.900  0.067  5.834  5.900  0.067  5.834  0.000  0.000   83.57   52.70    0.19   52.50    0.00    0.00   1.444   1.141   0.954   1.154   0.704   0.435   0.007
 2009 175    19  21.45  35.75  24.50  5.980  0.109  5.870  1.114  0.109  1.005  0.000  0.000   89.55   53.81    0.30   53.51    0.00    0.00   0.823   0.120   0.036   0.018   0.006   0.002   0.011
 2009 176    20  18.43  36.00  27.00  5.232  0.141  5.089  1.066  0.141  0.925  0.000  0.000   94.78   54.88    0.44   54.44    0.00    0.00   0.745   0.119   0.036   0.018   0.006   0.002   0.014
 2009 177    21  22.28  34.20  23.50  5.743  0.209  5.531  1.061  0.209  0.852  0.000  0.000  100.53   55.94    0.65   55.29    0.00    0.00   0.672   0.118   0.036   0.018   0.006   0.002   0.021
 2009 178    22  11.57  32.25  22.00  2.864  0.137  2.725  0.920  0.137  0.783  0.000  0.000  103.39   56.86    0.79   56.07    0.00    0.00   0.604   0.116   0.036   0.018   0.006   0.002   0.014
 2009 179    23  20.72  33.00  22.50  5.143  0.289  4.851  1.013  0.289  0.724  0.000  0.000  108.53   57.87    1.08   56.79    0.00    0.00   0.546   0.115   0.036   0.018   0.006   0.002   0.029
 2009 180    24  19.55  35.50  25.75  5.165  0.355  4.806  1.452  0.355  1.098  0.000  0.000  113.70   59.33    1.44   57.89    0.00    0.00   0.913   0.122   0.036   0.018   0.006   0.002   0.035
 2009 181    25  21.95  34.50  19.50  5.947  0.498  5.443  5.941  0.498  5.443  0.000  0.000  119.65   65.27    1.93   63.33    0.00    0.00   1.479   1.022   0.860   1.046   0.646   0.390   0.050
 2009 182    26  12.72  30.80  20.30  3.196  0.313  2.881  3.194  0.313  2.881  0.000  0.000  122.84   68.46    2.25   66.21    0.00    0.00   0.761   0.540   0.457   0.561   0.352   0.210   0.031
 2009 183    27  22.63  30.75  19.75  5.735  0.634  5.096  5.730  0.634  5.096  0.000  0.000  128.58   74.19    2.88   71.31    0.00    0.00   1.323   0.968   0.815   0.992   0.625   0.373   0.063
 2009 184    28  23.04  34.50  22.25  6.037  0.753  5.277  1.793  0.753  1.040  0.000  0.000  134.61   75.98    3.63   72.35    0.00    0.00   0.863   0.116   0.035   0.018   0.006   0.002   0.075
 2009 185    29  21.07  36.00  23.25  5.825  0.830  4.986  1.775  0.830  0.944  0.000  0.000  140.44   77.76    4.46   73.29    0.00    0.00   0.770   0.114   0.035   0.018   0.006   0.002   0.083
 2009 186    30  19.76  36.50  24.50  5.593  0.910  4.673  1.766  0.910  0.857  0.000  0.000  146.03   79.52    5.37   74.15    0.00    0.00   0.685   0.112   0.035   0.018   0.006   0.002   0.091
 2009 187    31  19.51  35.00  22.50  4.975  0.920  4.045  1.697  0.920  0.777  0.000  0.000  151.01   81.22    6.29   74.93    0.00    0.00   0.608   0.110   0.034   0.017   0.006   0.002   0.092
 2009 188    32  19.66  35.75  21.00  5.128  1.056  4.059  2.050  1.056  0.995  0.000  0.000  156.14   83.27    7.35   75.92    0.00    0.00   0.823   0.112   0.034   0.017   0.006   0.002   0.106
 2009 189    33  10.13  31.75  19.50  2.560  0.586  1.968  2.554  0.586  1.968  0.000  0.000  158.70   85.83    7.93   77.89    0.00    0.00   0.524   0.368   0.301   0.382   0.246   0.147   0.059
 2009 190    34  22.35  31.25  22.50  5.674  1.405  4.253  5.658  1.405  4.253  0.000  0.000  164.37   91.48    9.34   82.14    0.00    0.00   1.206   0.859   0.645   0.772   0.482   0.290   0.141
 2009 191    35   7.71  29.00  16.75  1.888  0.507  1.373  1.880  0.507  1.373  0.000  0.000  166.26   93.36    9.85   83.52    0.00    0.00   0.411   0.278   0.211   0.241   0.146   0.087   0.051
 2009 192    36  21.58  27.95  21.50  5.445  1.559  3.868  5.427  1.559  3.868  0.000  0.000  171.70   98.79   11.41   87.39    0.00    0.00   1.120   0.775   0.634   0.680   0.424   0.235   0.156
 2009 193    37  23.44  30.95  19.00  5.942  1.820  4.101  5.921  1.820  4.101  0.000  0.000  177.64  104.71   13.23   91.49    0.00    0.00   1.031   0.786   0.673   0.763   0.516   0.331   0.182
 2009 194    38  22.39  31.25  19.00  5.530  1.815  3.697  5.512  1.815  3.697  0.000  0.000  183.17  110.22   15.04   95.18    0.00    0.00   0.874   0.681   0.585   0.700   0.484   0.373   0.181
 2009 195    39   9.44  32.00  20.50  2.351  0.825  1.519  2.344  0.825  1.519  0.000  0.000  185.52  112.57   15.87   96.70    0.00    0.00   0.390   0.293   0.231   0.270   0.187   0.148   0.082
 2009 196    40  17.00  28.75  22.00  4.297  1.590  2.686  4.276  1.590  2.686  0.000  0.000  189.82  116.84   17.46   99.39    0.00    0.00   0.691   0.509   0.405   0.481   0.337   0.264   0.159
 2009 197    41  21.52  31.25  22.25  5.445  2.140  3.283  5.423  2.140  3.283  0.000  0.000  195.26  122.27   19.60  102.67    0.00    0.00   0.890   0.619   0.486   0.573   0.400   0.315   0.214
 2009 198    42  21.80  31.25  17.75  5.433  2.260  3.141  5.402  2.260  3.141  0.000  0.000  200.70  127.67   21.86  105.81    0.00    0.00   0.852   0.581   0.470   0.552   0.384   0.302   0.226
 2009 199    43  11.66  30.50  22.60  2.939  1.286  1.633  2.919  1.286  1.633  0.000  0.000  203.64  130.59   23.14  107.45    0.00    0.00   0.441   0.318   0.245   0.281   0.195   0.153   0.129
 2009 200    44  14.04  30.00  20.50  3.515  1.623  1.871  3.494  1.623  1.871  0.000  0.000  207.15  134.08   24.76  109.32    0.00    0.00   0.477   0.358   0.285   0.335   0.233   0.184   0.162
 2009 201    45  21.97  31.75  22.50  5.562  2.714  2.835  5.549  2.714  2.835  0.000  0.000  212.71  139.63   27.48  112.15    0.00    0.00   0.687   0.524   0.435   0.529   0.369   0.292   0.271
 2009 202    46  21.19  32.50  21.75  5.319  2.722  2.581  3.827  2.722  1.105  0.000  0.000  218.03  143.46   30.20  113.26    0.00    0.00   0.919   0.122   0.036   0.018   0.007   0.003   0.272
 2009 203    47  19.62  32.75  21.50  4.888  2.605  2.254  3.603  2.605  0.998  0.000  0.000  222.92  147.06   32.81  114.26    0.00    0.00   0.815   0.119   0.035   0.018   0.007   0.003   0.261
 2009 204    48  21.35  33.20  23.75  5.391  3.002  2.356  3.903  3.002  0.901  0.000  0.000  228.31  150.96   35.81  115.16    0.00    0.00   0.723   0.116   0.035   0.018   0.007   0.003   0.300
 2009 205    49  21.37  34.00  24.00  5.419  3.105  2.286  3.914  3.105  0.810  0.000  0.000  233.73  154.88   38.91  115.97    0.00    0.00   0.636   0.113   0.034   0.017   0.006   0.003   0.310
 2009 206    50  11.05  32.75  23.25  2.739  1.605  1.117  2.331  1.605  0.726  0.000  0.000  236.47  157.21   40.52  116.69    0.00    0.00   0.556   0.110   0.033   0.017   0.006   0.003   0.160
 2009 207    51  20.87  34.75  24.75  5.316  3.161  2.132  3.831  3.161  0.669  0.000  0.000  241.78  161.04   43.68  117.36    0.00    0.00   0.502   0.108   0.033   0.017   0.006   0.003   0.316
 2009 208    52  20.77  33.50  22.25  5.122  3.104  1.991  4.097  3.104  0.992  0.000  0.000  246.91  165.14   46.78  118.35    0.00    0.00   0.822   0.112   0.032   0.017   0.006   0.003   0.310
 2009 209    53  16.02  32.75  20.75  4.016  2.485  1.514  3.999  2.485  1.514  0.000  0.000  250.92  169.14   49.27  119.87    0.00    0.00   0.401   0.281   0.207   0.268   0.196   0.161   0.249
 2009 210    54  10.09  30.00  23.00  2.476  1.550  0.912  2.462  1.550  0.912  0.000  0.000  253.40  171.60   50.82  120.78    0.00    0.00   0.248   0.172   0.123   0.157   0.116   0.096   0.155
 2009 211    55  23.96  30.50  21.00  5.867  3.695  2.130  5.825  3.695  2.130  0.000  0.000  259.27  177.42   54.51  122.91    0.00    0.00   0.565   0.409   0.295   0.366   0.271   0.224   0.369
 2009 212    56  10.76  31.25  23.50  2.679  1.721  0.943  2.664  1.721  0.943  0.000  0.000  261.94  180.09   56.23  123.85    0.00    0.00   0.796   0.100   0.026   0.013   0.005   0.003   0.172
 2009 213    57   8.78  29.25  20.50  2.085  1.349  0.723  2.071  1.349  0.723  0.000  0.000  264.03  182.16   57.58  124.57    0.00    0.00   0.199   0.147   0.104   0.117   0.085   0.071   0.135
 2009 214    58  21.37  30.25  22.50  5.321  3.475  1.821  5.296  3.475  1.821  0.000  0.000  269.35  187.45   61.06  126.40    0.00    0.00   0.490   0.358   0.277   0.310   0.210   0.175   0.347
 2009 215    59  15.42  31.70  22.00  3.830  2.537  1.271  3.808  2.537  1.271  0.000  0.000  273.18  191.26   63.59  127.67    0.00    0.00   0.341   0.252   0.203   0.220   0.142   0.112   0.254
 2009 216    60  15.83  31.25  21.25  3.937  2.635  1.277  3.912  2.635  1.277  0.000  0.000  277.12  195.17   66.23  128.94    0.00    0.00   0.335   0.242   0.207   0.228   0.151   0.113   0.263
 2009 217    61  20.63  31.00  21.25  5.077  3.446  1.609  5.055  3.446  1.609  0.000  0.000  282.19  200.23   69.68  130.55    0.00    0.00   0.396   0.296   0.253   0.299   0.206   0.160   0.345
 2009 218    62  12.85  30.50  22.50  3.147  2.164  0.967  3.132  2.164  0.967  0.000  0.000  285.34  203.36   71.84  131.52    0.00    0.00   0.231   0.176   0.150   0.183   0.127   0.100   0.216
 2009 219    63  11.67  29.00  22.50  2.806  1.948  0.846  2.793  1.948  0.846  0.000  0.000  288.15  206.15   73.79  132.37    0.00    0.00   0.706   0.091   0.027   0.014   0.005   0.003   0.195
 2009 220    64  21.45  30.25  22.00  5.191  3.618  1.537  4.666  3.618  1.048  0.000  0.000  293.34  210.82   77.41  133.41    0.00    0.00   0.864   0.119   0.036   0.018   0.007   0.003   0.362
 2009 221    65  14.06  30.75  21.25  3.387  2.399  0.971  3.371  2.399  0.971  0.000  0.000  296.73  214.19   79.81  134.39    0.00    0.00   0.249   0.179   0.146   0.177   0.123   0.098   0.240
 2009 222    66  21.75  30.00  20.50  5.298  3.660  1.620  5.279  3.660  1.620  0.000  0.000  302.02  219.47   83.46  136.00    0.00    0.00   0.427   0.295   0.241   0.293   0.202   0.161   0.366
 2009 223    67  18.72  35.00  20.75  4.761  3.282  1.463  4.746  3.282  1.463  0.000  0.000  306.79  224.22   86.75  137.47    0.00    0.00   0.361   0.268   0.222   0.271   0.191   0.152   0.328
 2009 224    68  18.73  33.75  22.50  4.739  3.241  1.466  4.707  3.241  1.466  0.000  0.000  311.52  228.92   89.99  138.93    0.00    0.00   0.396   0.275   0.217   0.257   0.179   0.142   0.324
 2009 225    69  14.38  31.00  20.00  3.528  2.399  1.098  3.497  2.399  1.098  0.000  0.000  315.05  232.42   92.39  140.03    0.00    0.00   0.287   0.204   0.165   0.197   0.137   0.108   0.240
 2009 226    70  12.23  29.25  21.20  2.939  2.005  0.920  2.925  2.005  0.920  0.000  0.000  317.99  235.34   94.39  140.95    0.00    0.00   0.252   0.168   0.135   0.162   0.113   0.090   0.200
 2009 227    71  11.18  30.25  21.00  2.736  1.859  0.861  2.720  1.859  0.861  0.000  0.000  320.73  238.06   96.25  141.81    0.00    0.00   0.223   0.155   0.129   0.157   0.110   0.087   0.186
 2009 228    72  17.29  31.50  21.00  4.250  2.888  1.345  4.233  2.888  1.345  0.000  0.000  324.98  242.30   99.14  143.16    0.00    0.00   0.359   0.241   0.199   0.242   0.169   0.134   0.289
 2009 229    73  12.72  30.50  20.45  3.096  2.097  0.985  3.082  2.097  0.985  0.000  0.000  328.07  245.38  101.24  144.14    0.00    0.00   0.250   0.178   0.149   0.182   0.127   0.100   0.210
 2009 230    74  17.08  30.25  20.75  4.128  2.790  1.321  4.111  2.790  1.321  0.000  0.000  332.20  249.49  104.03  145.46    0.00    0.00   0.361   0.244   0.194   0.233   0.162   0.127   0.279
 2009 231    75  21.58  31.00  20.25  5.316  3.555  1.748  5.302  3.555  1.748  0.000  0.000  337.52  254.79  107.58  147.21    0.00    0.00   0.456   0.322   0.261   0.316   0.220   0.173   0.355
 2009 232    76  19.21  30.75  21.60  4.708  3.124  1.555  4.679  3.124  1.555  0.000  0.000  342.23  259.47  110.70  148.77    0.00    0.00   0.382   0.284   0.237   0.289   0.202   0.161   0.312
 2009 233    77  11.02  31.00  21.75  2.699  1.786  0.897  2.683  1.786  0.897  0.000  0.000  344.92  262.15  112.49  149.66    0.00    0.00   0.243   0.165   0.133   0.160   0.109   0.087   0.179
 2009 234    78  18.70  30.75  21.50  4.643  3.068  1.554  4.621  3.068  1.554  0.000  0.000  349.57  266.78  115.56  151.22    0.00    0.00   0.409   0.284   0.232   0.282   0.193   0.154   0.307
 2009 235    79  20.97  30.75  19.50  5.069  3.338  1.711  5.048  3.338  1.711  0.000  0.000  354.64  271.82  118.90  152.93    0.00    0.00   0.460   0.331   0.259   0.296   0.204   0.161   0.334
 2009 236    80  19.79  30.95  19.00  4.834  3.160  1.646  4.806  3.160  1.646  0.000  0.000  359.47  276.63  122.06  154.57    0.00    0.00   0.418   0.314   0.253   0.295   0.204   0.161   0.316
 2009 237    81  21.14  30.95  22.00  5.214  3.386  1.793  5.179  3.386  1.793  0.000  0.000  364.68  281.81  125.44  156.37    0.00    0.00   0.435   0.332   0.276   0.333   0.233   0.184   0.339
 2009 238    82  12.72  30.00  22.00  3.091  2.013  1.076  3.089  2.013  1.076  0.000  0.000  367.77  284.90  127.46  157.44    0.00    0.00   0.254   0.198   0.166   0.202   0.142   0.113   0.201
 2009 239    83  20.38  30.50  21.75  4.963  3.195  1.752  4.289  3.195  1.094  0.000  0.000  372.74  289.19  130.65  158.54    0.00    0.00   0.909   0.121   0.036   0.018   0.007   0.003   0.319
 2009 240    84  21.71  34.25  22.50  5.503  3.501  1.973  5.474  3.501  1.973  0.000  0.000  378.24  294.66  134.15  160.51    0.00    0.00   0.505   0.360   0.298   0.356   0.252   0.202   0.350
 2009 241    85  10.09  31.25  20.00  2.484  1.561  0.908  2.470  1.561  0.908  0.000  0.000  380.72  297.13  135.71  161.42    0.00    0.00   0.268   0.165   0.132   0.152   0.106   0.085   0.156
 2009 242    86  22.26  28.50  21.00  5.399  3.364  2.011  5.375  3.364  2.011  0.000  0.000  386.12  302.50  139.08  163.43    0.00    0.00   0.602   0.374   0.293   0.335   0.226   0.181   0.336
 2009 243    87  20.69  29.30  20.25  5.030  3.090  1.910  5.001  3.090  1.910  0.000  0.000  391.15  307.51  142.17  165.34    0.00    0.00   0.501   0.352   0.290   0.347   0.237   0.184   0.309
 2009 244    88  11.70  29.75  20.75  2.832  1.721  1.099  2.820  1.721  1.099  0.000  0.000  393.98  310.33  143.89  166.44    0.00    0.00   0.290   0.210   0.175   0.191   0.131   0.100   0.172
 2009 245    89  12.77  29.55  21.50  3.154  1.891  1.253  3.145  1.891  1.253  0.000  0.000  397.14  313.47  145.78  167.69    0.00    0.00   0.316   0.236   0.200   0.225   0.155   0.121   0.189
 2009 246    90  20.21  29.75  21.75  4.946  2.891  2.017  4.908  2.891  2.017  0.000  0.000  402.08  318.38  148.67  169.71    0.00    0.00   0.510   0.370   0.314   0.369   0.255   0.200   0.289
 2009 247    91   7.60  28.75  20.00  1.814  1.047  0.761  1.809  1.047  0.761  0.000  0.000  403.90  320.19  149.72  170.47    0.00    0.00   0.194   0.138   0.116   0.140   0.097   0.076   0.105
 2009 248    92  18.60  29.00  20.55  4.492  2.535  1.939  4.475  2.535  1.939  0.000  0.000  408.39  324.66  152.25  172.41    0.00    0.00   0.478   0.349   0.296   0.363   0.254   0.200   0.254
 2009 249    93  10.13  28.05  20.75  2.407  1.328  1.072  2.400  1.328  1.072  0.000  0.000  410.80  327.06  153.58  173.48    0.00    0.00   0.288   0.197   0.159   0.191   0.133   0.105   0.133
 2009 250    94  11.40  26.00  21.30  2.725  1.459  1.254  2.713  1.459  1.254  0.000  0.000  413.52  329.77  155.04  174.74    0.00    0.00   0.353   0.242   0.193   0.210   0.144   0.113   0.146
 2009 251    95  13.51  28.75  19.75  3.297  1.712  1.569  3.281  1.712  1.569  0.000  0.000  416.82  333.06  156.75  176.30    0.00    0.00   0.395   0.296   0.248   0.282   0.195   0.153   0.171
 2009 252    96  21.44  32.25  21.00  5.398  2.718  2.664  5.382  2.718  2.664  0.000  0.000  422.22  338.44  159.47  178.97    0.00    0.00   0.644   0.490   0.415   0.495   0.347   0.273   0.272
 2009 253    97  18.55  32.25  20.75  4.627  2.235  2.388  4.623  2.235  2.388  0.000  0.000  426.84  343.06  161.70  181.36    0.00    0.00   0.556   0.439   0.372   0.452   0.318   0.251   0.224
 2009 254    98   9.97  30.25  21.00  2.431  1.110  1.316  2.171  1.110  1.061  0.000  0.000  429.28  345.23  162.81  182.42    0.00    0.00   0.877   0.120   0.036   0.018   0.007   0.003   0.111
 2009 255    99  13.81  29.50  21.25  3.329  1.431  1.891  3.322  1.431  1.891  0.000  0.000  432.61  348.55  164.24  184.31    0.00    0.00   0.492   0.343   0.284   0.342   0.239   0.190   0.143
 2009 256   100  19.51  31.75  19.50  4.982  1.992  2.975  4.967  1.992  2.975  0.000  0.000  437.59  353.52  166.24  187.28    0.00    0.00   0.865   0.572   0.432   0.496   0.341   0.268   0.199
 2009 257   101  14.10  32.00  20.50  3.625  1.452  2.165  3.617  1.452  2.165  0.000  0.000  441.21  357.14  167.69  189.45    0.00    0.00   0.550   0.416   0.329   0.389   0.269   0.212   0.145
 2009 258   102  18.35  31.00  22.50  4.638  1.851  2.770  4.621  1.851  2.770  0.000  0.000  445.85  361.76  169.54  192.22    0.00    0.00   0.722   0.542   0.439   0.480   0.328   0.257   0.185
 2009 259   103  16.94  31.45  19.50  4.303  1.719  2.570  4.289  1.719  2.570  0.000  0.000  450.15  366.05  171.26  194.79    0.00    0.00   0.644   0.486   0.408   0.463   0.319   0.250   0.172
 2009 260   104  11.40  29.75  21.50  2.822  1.128  1.685  2.813  1.128  1.685  0.000  0.000  452.97  368.86  172.39  196.47    0.00    0.00   0.405   0.310   0.264   0.314   0.220   0.173   0.113
 2009 261   105  16.82  30.70  20.50  4.147  1.663  2.477  4.140  1.663  2.477  0.000  0.000  457.12  373.00  174.05  198.95    0.00    0.00   0.583   0.452   0.385   0.469   0.328   0.259   0.166
 2009 262   106  20.66  32.50  23.50  5.276  2.107  3.151  5.257  2.107  3.151  0.000  0.000  462.40  378.26  176.16  202.10    0.00    0.00   0.842   0.565   0.468   0.569   0.394   0.312   0.211
 2009 263   107  13.40  29.25  19.50  3.320  1.331  1.983  3.314  1.331  1.983  0.000  0.000  465.72  381.57  177.49  204.08    0.00    0.00   0.519   0.355   0.298   0.362   0.251   0.198   0.133
 2009 264   108  10.77  31.25  22.25  2.725  1.091  1.628  2.718  1.091  1.628  0.000  0.000  468.44  384.29  178.58  205.71    0.00    0.00   0.439   0.290   0.241   0.293   0.204   0.161   0.109
 2009 265   109  16.73  31.00  21.00  4.242  1.695  2.533  4.229  1.695  2.533  0.000  0.000  472.69  388.52  180.27  208.24    0.00    0.00   0.647   0.455   0.384   0.467   0.324   0.256   0.170
 2009 266   110  21.25  32.55  21.20  5.391  2.161  3.219  5.380  2.161  3.219  0.000  0.000  478.08  393.90  182.43  211.46    0.00    0.00   0.781   0.582   0.493   0.603   0.424   0.336   0.216
 2009 267   111  15.57  33.75  22.00  3.989  1.596  2.382  3.978  1.596  2.382  0.000  0.000  482.07  397.88  184.03  213.84    0.00    0.00   0.620   0.466   0.359   0.418   0.290   0.229   0.160
 2009 268   112  20.97  33.75  19.00  5.445  2.172  3.251  5.423  2.172  3.251  0.000  0.000  487.51  403.30  186.20  217.10    0.00    0.00   0.897   0.662   0.500   0.540   0.368   0.285   0.217
 2009 269   113  17.94  31.50  19.50  4.554  1.823  2.719  4.542  1.823  2.719  0.000  0.000  492.06  407.84  188.03  219.81    0.00    0.00   0.681   0.516   0.426   0.491   0.339   0.266   0.182
 2009 270   114  20.87  31.75  21.00  5.254  2.099  3.138  5.237  2.099  3.138  0.000  0.000  497.32  413.08  190.13  222.95    0.00    0.00   0.752   0.578   0.487   0.590   0.409   0.322   0.210
 2009 271   115  21.16  36.75  22.00  6.040  2.421  3.607  6.028  2.421  3.607  0.000  0.000  503.36  419.11  192.55  226.56    0.00    0.00   0.825   0.664   0.566   0.690   0.481   0.380   0.242
 2009 272   116  18.00  34.00  21.00  4.563  1.824  2.725  2.832  1.824  1.007  0.000  0.000  507.92  421.94  194.37  227.57    0.00    0.00   0.826   0.117   0.036   0.018   0.006   0.003   0.182
 2009 273   117  14.84  33.75  21.25  3.732  1.494  2.229  2.584  1.494  1.090  0.000  0.000  511.65  424.52  195.87  228.66    0.00    0.00   0.908   0.120   0.035   0.018   0.006   0.003   0.149
 2009 274   118  19.08  33.25  21.00  4.863  1.953  2.904  4.857  1.953  2.904  0.000  0.000  516.52  429.38  197.82  231.56    0.00    0.00   0.714   0.535   0.436   0.539   0.379   0.302   0.195
 2009 275   119  18.03  33.75  22.50  4.635  1.856  2.768  2.935  1.856  1.079  0.000  0.000  521.15  432.31  199.67  232.64    0.00    0.00   0.900   0.118   0.034   0.017   0.006   0.003   0.186
 2009 276   120  17.51  34.00  20.00  4.402  1.765  2.629  2.836  1.765  1.071  0.000  0.000  525.55  435.15  201.44  233.71    0.00    0.00   0.894   0.117   0.034   0.017   0.006   0.003   0.176
 2009 277   121  20.44  34.25  20.50  5.205  2.093  3.108  3.158  2.093  1.064  0.000  0.000  530.76  438.31  203.53  234.78    0.00    0.00   0.889   0.115   0.033   0.017   0.006   0.003   0.209
 2009 278   122  20.99  35.00  20.50  5.345  2.137  3.192  3.109  2.137  0.971  0.000  0.000  536.10  441.42  205.67  235.75    0.00    0.00   0.799   0.113   0.033   0.017   0.006   0.003   0.214
 2009 279   123  14.11  34.50  21.00  3.562  1.422  2.127  3.549  1.422  2.127  0.000  0.000  539.67  444.97  207.09  237.87    0.00    0.00   0.559   0.402   0.316   0.372   0.264   0.214   0.142
 2009 280   124  18.13  34.00  18.00  4.689  1.879  2.800  4.679  1.879  2.800  0.000  0.000  544.36  449.64  208.97  240.67    0.00    0.00   0.757   0.525   0.425   0.487   0.335   0.271   0.188
 2009 281   125  18.13  33.50  21.50  4.668  1.863  2.788  4.650  1.863  2.788  0.000  0.000  549.02  454.29  210.83  243.46    0.00    0.00   0.701   0.525   0.433   0.510   0.341   0.277   0.186
 2009 282   126  19.46  34.00  19.50  4.921  1.962  2.939  3.065  1.962  1.102  0.000  0.000  553.94  457.36  212.79  244.56    0.00    0.00   0.921   0.120   0.035   0.017   0.006   0.003   0.196
