*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:33
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2015 187    13    0.0   12.6   13.5   25.4   50.8   0.14   33.6   23.8   28.6   30.3   15.6   28.6   30.3  183.4  400.7   0.00   0.00
 2015 188    14   12.3   12.6   13.5   24.2   48.4   0.18   33.6   23.8   28.6   30.3   15.6   28.6   30.3  183.4  400.7   0.00   0.00
 2015 189    15    4.1   12.6   13.5   19.3   38.6   0.35   33.1   23.9   28.4   30.0   15.8   28.4   30.0  184.3  400.7   0.00   0.00
 2015 190    16   16.1   12.6   13.5   18.4   36.8   0.38   32.5   22.4   27.3   29.0   14.5   27.3   29.0  183.5  400.7   0.00   0.00
 2015 191    17    1.6   12.6   13.5   21.5   43.0   0.27   32.7   22.5   27.5   29.2   14.7   27.5   29.2  181.5  400.7   0.00   0.00
 2015 192    18    0.0   12.6   13.5   25.1   50.2   0.15   33.2   23.7   28.3   30.0   15.9   28.3   30.0  179.7  400.7   0.00   0.00
 2015 193    19   34.8   12.6   13.5    7.6   15.2   0.74   29.4   22.1   25.7   26.9   14.5   25.7   26.9  179.9  400.7   0.00   0.00
 2015 194    20    0.0   12.6   13.5   21.6   43.2   0.27   29.7   22.2   25.9   27.1   14.7   25.9   27.1  180.7  400.7   0.00   0.00
 2015 195    21    0.0   12.6   13.5   23.0   46.0   0.22   32.3   23.6   27.8   29.3   16.1   27.8   29.3  181.1  400.7   0.00   0.00
 2015 196    22    0.0   12.6   13.5   19.9   39.8   0.33   32.0   23.2   27.5   29.0   15.7   27.5   29.0  180.8  401.0   0.00   0.00
 2015 197    23    0.0   12.6   13.5   24.1   48.2   0.19   32.0   23.6   27.7   29.1   16.2   27.7   29.1  179.9  401.0   0.00   0.00
 2015 198    24    0.0   12.6   13.5   18.7   37.4   0.37   29.6   24.5   27.0   27.9   17.2   27.0   27.9  178.8  401.0   0.00   0.00
 2015 199    25    0.0   12.6   13.4   25.0   50.0   0.16   34.0   23.8   28.8   30.5   16.6   28.8   30.5  176.1  401.0   0.00   0.00
 2015 200    26    0.0   12.6   13.4   20.9   41.8   0.30   33.1   26.4   29.7   30.8   19.1   29.7   30.8  175.9  401.0   0.00   0.00
 2015 201    27  109.0   12.6   13.4    9.5   19.0   0.68   27.6   22.0   24.7   25.7   15.0   24.7   25.7  175.0  401.0   0.00   0.00
 2015 202    28    0.3   12.5   13.4   15.2   30.4   0.49   29.0   23.9   26.4   27.2   16.9   26.4   27.2  174.2  401.0   0.00   0.00
 2015 203    29    0.0   12.5   13.4   20.2   40.4   0.32   29.9   23.5   26.6   27.7   16.7   26.6   27.7  171.8  401.0   0.00   0.00
 2015 204    30    0.0   12.5   13.4   23.1   46.2   0.22   31.3   22.0   26.5   28.1   15.3   26.5   28.1  168.6  401.0   0.00   0.00
 2015 205    31    0.0   12.5   13.4   19.7   39.4   0.34   30.8   23.7   27.2   28.4   17.0   27.2   28.4  167.8  401.0   0.00   0.00
 2015 206    32    0.7   12.5   13.4   19.6   39.2   0.34   32.1   23.6   27.7   29.2   17.0   27.7   29.2  167.1  401.0   0.00   0.00
 2015 207    33    0.8   12.5   13.4   11.2   22.4   0.62   29.6   24.0   26.7   27.7   17.5   26.7   27.7  166.2  401.0   0.00   0.00
 2015 208    34    4.5   12.5   13.4    8.3   16.6   0.72   27.5   22.9   25.1   25.9   16.5   25.1   25.9  163.9  401.0   0.00   0.00
 2015 209    35    0.8   12.5   13.4   17.9   35.8   0.40   29.0   22.2   25.5   26.7   15.9   25.5   26.7  163.8  401.0   0.00   0.00
 2015 210    36    0.0   12.5   13.4   20.1   40.2   0.32   30.4   23.4   26.8   28.0   17.1   26.8   28.0  162.9  401.0   0.00   0.00
 2015 211    37    0.0   12.5   13.4   20.1   40.2   0.32   31.9   23.5   27.6   29.0   17.3   27.6   29.0  161.7  401.0   0.00   0.00
 2015 212    38    0.0   12.5   13.4   23.0   46.0   0.23   31.9   23.5   27.6   29.0   17.3   27.6   29.0  160.0  401.0   0.00   0.00
 2015 213    39    0.0   12.5   13.3   23.0   46.0   0.23   33.1   24.9   28.9   30.3   18.6   28.9   30.3  159.9  401.0   0.00   0.00
 2015 214    40   18.2   12.5   13.3   16.3   32.6   0.45   29.8   22.6   26.1   27.3   16.5   26.1   27.3  160.1  401.0   0.00   0.00
 2015 215    41    0.2   12.5   13.3   20.0   40.0   0.33   30.9   24.4   27.6   28.7   18.3   27.6   28.7  159.3  401.0   0.00   0.00
 2015 216    42  109.8   12.5   13.3   15.4   30.8   0.48   30.4   22.1   26.1   27.5   16.1   26.1   27.5  158.0  401.0   0.00   0.00
 2015 217    43    7.1   12.4   13.3   15.8   31.6   0.47   28.9   22.5   25.6   26.7   16.5   25.6   26.7  155.9  401.0   0.00   0.00
 2015 218    44    0.0   12.4   13.3   20.8   41.6   0.30   31.3   22.6   26.8   28.3   16.7   26.8   28.3  154.0  401.0   0.00   0.00
 2015 219    45   28.0   12.4   13.3    5.6   11.2   0.81   25.7   22.0   23.8   24.4   16.2   23.8   24.4  152.7  401.0   0.00   0.00
 2015 220    46    0.0   12.4   13.3   19.0   38.0   0.36   30.3   22.4   26.2   27.6   16.7   26.2   27.6  151.3  401.0   0.00   0.00
 2015 221    47   10.7   12.4   13.3   17.2   34.4   0.42   32.0   22.2   26.9   28.6   16.5   26.9   28.6  148.6  401.0   0.00   0.00
 2015 222    48   29.1   12.4   13.3   15.9   31.8   0.47   30.2   21.8   25.9   27.3   16.2   25.9   27.3  147.3  401.0   0.00   0.00
 2015 223    49    0.0   12.4   13.3   23.7   47.4   0.20   30.8   23.9   27.2   28.4   18.2   27.2   28.4  144.5  401.0   0.00   0.00
 2015 224    50   24.8   12.4   13.2   15.1   30.2   0.49   30.6   22.7   26.5   27.9   17.1   26.5   27.9  143.3  401.0   0.00   0.00
 2015 225    51    0.0   12.4   13.2   23.5   47.0   0.21   32.2   23.1   27.5   29.0   17.5   27.5   29.0  142.4  401.0   0.00   0.00
 2015 226    52   13.0   12.4   13.2    5.0   10.0   0.83   26.6   21.5   24.0   24.8   15.9   24.0   24.8  140.7  401.0   0.00   0.00
 2015 227    53    1.0   12.4   13.2   17.8   35.6   0.40   30.3   22.1   26.1   27.4   16.6   26.1   27.4  138.4  401.2   0.00   0.00
 2015 228    54    0.0   12.4   13.2   21.0   42.0   0.29   30.6   24.0   27.2   28.3   18.4   27.2   28.3  138.4  401.2   0.00   0.00
 2015 229    55   11.5   12.3   13.2   11.3   22.6   0.62   30.4   22.9   26.5   27.8   17.4   26.5   27.8  137.6  401.2   0.00   0.00
 2015 230    56    5.8   12.3   13.2   15.9   31.8   0.46   29.7   23.3   26.4   27.5   17.8   26.4   27.5  136.1  401.2   0.00   0.00
 2015 231    57    3.5   12.3   13.2   13.4   26.8   0.55   30.0   22.0   25.9   27.2   16.5   25.9   27.2  135.8  401.2   0.00   0.00
 2015 232    58    0.0   12.3   13.2   16.3   32.6   0.45   29.9   22.2   25.9   27.2   16.7   25.9   27.2  134.8  401.2   0.00   0.00
 2015 233    59   28.5   12.3   13.2   13.0   26.0   0.56   29.1   20.7   24.8   26.2   15.3   24.8   26.2  133.5  401.2   0.00   0.00
 2015 234    60    0.0   12.3   13.1   21.3   42.6   0.28   31.4   22.5   26.8   28.3   17.0   26.8   28.3  132.4  401.2   0.00   0.00
 2015 235    61    0.0   12.3   13.1   20.9   41.8   0.29   32.6   24.5   28.4   29.8   19.0   28.4   29.8  131.6  401.2   0.00   0.00
 2015 236    62    0.4   12.3   13.1   13.1   26.2   0.56   29.6   24.0   26.7   27.6   18.5   26.7   27.6  130.4  401.2   0.00   0.00
 2015 237    63    0.0   12.3   13.1   17.8   35.6   0.40   30.6   24.0   27.2   28.3   18.4   27.2   28.3  131.3  401.2   0.00   0.00
 2015 238    64   81.3   12.3   13.1    2.0    4.0   0.93   25.4   20.9   23.1   23.8   15.5   23.1   23.8  130.8  401.2   0.00   0.00
 2015 239    65    0.0   12.2   13.1   22.5   45.0   0.24   29.9   20.8   25.2   26.7   15.4   25.2   26.7  128.6  401.2   0.00   0.00
 2015 240    66    3.3   12.2   13.1   16.5   33.0   0.44   29.7   24.0   26.7   27.7   18.4   26.7   27.7  127.2  401.2   0.00   0.00
 2015 241    67   49.7   12.2   13.1   14.4   28.8   0.51   27.1   22.9   24.9   25.6   17.3   24.9   25.6  126.1  401.2   0.00   0.00
 2015 242    68    0.1   12.2   13.1   18.0   36.0   0.39   30.7   23.2   26.8   28.1   17.6   26.8   28.1  125.7  401.2   0.00   0.00
 2015 243    69    2.6   12.2   13.0   18.9   37.8   0.36   31.2   21.6   26.2   27.8   16.1   26.2   27.8  125.1  401.2   0.00   0.00
 2015 244    70   20.1   12.2   13.0    9.8   19.6   0.67   27.3   21.4   24.2   25.2   15.8   24.2   25.2  126.3  401.2   0.00   0.00
 2015 245    71    0.0   12.2   13.0   22.5   45.0   0.23   30.5   22.8   26.5   27.8   17.2   26.5   27.8  124.7  401.2   0.00   0.00
 2015 246    72   25.2   12.2   13.0   12.6   25.2   0.57   29.6   22.1   25.7   26.9   16.5   25.7   26.9  123.5  401.2   0.00   0.00
 2015 247    73    3.7   12.2   13.0   19.6   39.2   0.33   31.0   22.0   26.3   27.8   16.4   26.3   27.8  121.9  401.2   0.00   0.00
 2015 248    74   21.8   12.2   13.0   16.2   32.4   0.45   31.7   21.8   26.6   28.2   16.1   26.6   28.2  122.0  401.2   0.00   0.00
 2015 249    75    0.2   12.2   13.0   15.7   31.4   0.46   31.1   23.7   27.3   28.5   17.9   27.3   28.5  122.6  401.2   0.00   0.00
 2015 250    76   22.4   12.1   13.0   24.7   49.4   0.15   31.3   24.5   27.8   28.9   18.6   27.8   28.9  121.7  401.2   0.00   0.00
 2015 251    77    3.5   12.1   13.0   21.2   42.4   0.27   31.0   21.9   26.3   27.8   16.1   26.3   27.8  122.1  401.2   0.00   0.00
 2015 252    78    0.3   12.1   13.0   15.3   30.6   0.47   29.9   24.4   27.0   27.9   18.4   27.0   27.9  121.1  401.2   0.00   0.00
 2015 253    79    0.0   12.1   12.9   24.7   49.4   0.15   33.4   23.3   28.1   29.8   17.3   28.1   29.8  121.3  401.2   0.00   0.00
 2015 254    80   28.9   12.1   12.9   19.2   38.4   0.34   33.5   21.3   27.2   29.2   15.4   27.2   29.2  119.8  401.2   0.00   0.00
 2015 255    81    0.1   12.1   12.9   24.1   48.2   0.17   32.8   22.0   27.2   29.0   16.0   27.2   29.0  120.3  401.2   0.00   0.00
 2015 256    82    0.0   12.1   12.9   21.4   42.8   0.26   32.2   24.3   28.1   29.4   18.2   28.1   29.4  122.5  401.2   0.00   0.00
 2015 257    83    0.0   12.1   12.9   17.8   35.6   0.38   31.1   23.7   27.2   28.5   17.5   27.2   28.5  124.0  401.2   0.00   0.00
 2015 258    84    5.1   12.1   12.9   17.9   35.8   0.38   31.1   23.9   27.3   28.5   17.7   27.3   28.5  124.1  401.5   0.00   0.00
 2015 259    85    0.0   12.0   12.9   24.5   49.0   0.15   31.6   22.3   26.8   28.3   16.2   26.8   28.3  122.4  401.5   0.00   0.00
 2015 260    86    9.1   12.0   12.9   14.3   28.6   0.50   29.8   23.0   26.3   27.4   16.8   26.3   27.4  123.8  401.5   0.00   0.00
 2015 261    87    0.0   12.0   12.9   21.2   42.4   0.26   31.6   22.7   27.0   28.4   16.5   27.0   28.4  124.9  401.5   0.00   0.00
 2015 262    88    0.0   12.0   12.8   19.8   39.6   0.31   32.1   23.8   27.8   29.1   17.5   27.8   29.1  126.5  401.5   0.00   0.00
 2015 263    89   16.9   12.0   12.8   18.1   36.2   0.36   34.2   23.0   28.4   30.2   16.7   28.4   30.2  128.4  401.5   0.00   0.00
 2015 264    90   11.9   12.0   12.8   15.0   30.0   0.47   30.3   22.9   26.4   27.9   16.5   26.4   27.9  130.0  401.5   0.00   0.00
 2015 265    91    0.8   12.0   12.8   20.0   40.0   0.30   31.7   21.8   26.5   28.5   15.4   26.5   28.5  131.8  401.5   0.00   0.00
 2015 266    92    0.0   12.0   12.8   22.8   45.6   0.19   33.0   23.3   27.9   29.9   16.8   27.9   29.9  132.4  401.5   0.00   0.00
 2015 267    93    0.0   12.0   12.8   24.5   49.0   0.13   34.4   22.6   28.2   30.6   16.2   28.2   30.6  132.6  401.5   0.00   0.00
 2015 268    94    0.5   12.0   12.8   23.7   47.4   0.16   32.7   22.8   27.5   29.5   16.3   27.5   29.5  133.5  401.5   0.00   0.00
 2015 269    95    2.1   11.9   12.8   23.7   47.4   0.16   32.9   23.1   27.8   29.8   16.5   27.8   29.8  136.7  401.5   0.00   0.00
 2015 270    96    0.0   11.9   12.8   23.7   47.4   0.16   34.4   23.0   28.4   30.7   16.4   28.4   30.7  137.0  401.5   0.00   0.00
 2015 271    97   12.0   11.9   12.8   13.1   26.2   0.53   31.3   22.0   26.4   28.3   15.4   26.4   28.3  135.4  401.5   0.00   0.00
 2015 272    98    0.6   11.9   12.7   20.8   41.6   0.25   31.5   21.6   26.3   28.3   15.1   26.3   28.3  135.5  401.5   0.00   0.00
 2015 273    99    6.6   11.9   12.7   13.4   26.8   0.52   31.1   21.7   26.2   28.1   15.2   26.2   28.1  135.5  401.5   0.00   0.00
 2015 274   100    0.0   11.9   12.7   23.7   47.4   0.15   33.3   22.4   27.6   29.8   15.8   27.6   29.8  133.0  401.5   0.00   0.00
 2015 275   101    2.0   11.9   12.7   23.0   46.0   0.17   34.9   22.8   28.6   31.0   16.2   28.6   31.0  131.4  401.5   0.00   0.00
 2015 276   102    0.0   11.9   12.7   21.9   43.8   0.21   31.8   22.1   26.7   28.7   15.4   26.7   28.7  131.1  401.5   0.00   0.00
 2015 277   103   25.9   11.9   12.7   10.9   21.8   0.60   32.0   21.6   26.6   28.6   14.9   26.6   28.6  131.6  401.5   0.00   0.00
 2015 278   104    0.0   11.9   12.7   21.3   42.6   0.22   33.0   21.8   27.1   29.4   15.1   27.1   29.4  130.5  401.5   0.00   0.00
 2015 279   105   13.6   11.8   12.7   17.4   34.8   0.36   33.4   21.5   27.2   29.5   14.7   27.2   29.5  129.5  401.5   0.00   0.00
 2015 280   106    0.0   11.8   12.7   18.4   36.8   0.33   32.4   23.0   27.5   29.4   16.1   27.5   29.4  128.8  401.5   0.00   0.00
 2015 281   107    0.0   11.8   12.7   21.2   42.4   0.22   32.7   22.8   27.5   29.5   15.8   27.5   29.5  130.4  401.5   0.00   0.00
 2015 282   108    0.1   11.8   12.6   23.7   47.4   0.13   34.5   23.8   28.9   31.0   16.6   28.9   31.0  129.7  401.5   0.00   0.00
 2015 283   109   22.4   11.8   12.6   17.7   35.4   0.35   33.5   22.6   27.8   30.0   15.4   27.8   30.0  129.0  401.5   0.00   0.00
 2015 284   110   10.7   11.8   12.6   23.0   46.0   0.15   33.8   22.6   27.9   30.2   15.3   27.9   30.2  130.8  401.5   0.00   0.00
 2015 285   111    0.0   11.8   12.6   20.5   41.0   0.24   33.8   23.0   28.1   30.3   15.6   28.1   30.3  131.6  401.5   0.00   0.00
 2015 286   112    0.0   11.8   12.6   24.2   48.4   0.10   33.0   22.6   27.5   29.6   15.2   27.5   29.6  131.9  401.5   0.00   0.00
 2015 287   113    0.0   11.8   12.6   24.2   48.4   0.10   33.8   24.8   29.1   30.9   17.2   29.1   30.9  131.9  401.5   0.00   0.00
 2015 288   114    0.2   11.8   12.6   24.3   48.6   0.09   34.4   22.9   28.4   30.7   15.2   28.4   30.7  132.1  401.8   0.00   0.00
 2015 289   115    0.0   11.7   12.6   24.6   49.2   0.07   34.6   22.7   28.4   30.7   14.9   28.4   30.7  132.7  401.8   0.00   0.00
 2015 290   116    4.8   11.7   12.6   24.7   49.4   0.07   35.2   22.3   28.4   31.0   14.5   28.4   31.0  133.1  401.8   0.00   0.00
 2015 291   117    0.0   11.7   12.6   19.8   39.6   0.25   33.8   22.8   28.0   30.2   14.8   28.0   30.2  132.7  401.8   0.00   0.00
 2015 292   118    0.0   11.7   12.6   23.9   47.8   0.09   35.5   22.9   28.9   31.4   14.7   28.9   31.4  132.5  401.8   0.00   0.00
 2015 293   119    0.0   11.7   12.5   19.9   39.8   0.24   32.7   22.7   27.4   29.4   14.4   27.4   29.4  132.4  401.8   0.00   0.00
 2015 294   120    2.1   11.7   12.5   21.6   43.2   0.17   35.7   20.9   27.9   30.9   12.5   27.9   30.9  131.2  401.8   0.00   0.00
 2015 295   121    0.0   11.7   12.5   20.8   41.6   0.20   33.4   22.8   27.8   29.9   14.1   27.8   29.9  130.0  401.8   0.00   0.00
 2015 296   122    0.0   11.7   12.5   24.2   48.4   0.07   34.0   22.9   28.2   30.4   14.0   28.2   30.4  127.8  401.8   0.00   0.00
 2015 297   123    0.0   11.7   12.5   24.4   48.8   0.06   35.0   24.5   29.5   31.6   15.3   29.5   31.6  125.9  401.8   0.00   0.00
 2015 298   124    0.0   11.7   12.5   24.0   48.0   0.07   33.9   24.6   29.0   30.8   15.3   29.0   30.8  124.8  401.8   0.00   0.00
 2015 299   125    0.0   11.7   12.5   23.2   46.4   0.10   33.2   22.0   27.3   29.5   12.7   27.3   29.5  123.2  401.8   0.00   0.00
 2015 300   126    0.0   11.6   12.5   20.6   41.2   0.20   35.9   23.6   29.4   31.9   13.9   29.4   31.9  122.5  401.8   0.00   0.00
 2015 301   127    0.0   11.6   12.5   22.0   44.0   0.14   35.0   22.3   28.3   30.8   12.4   28.3   30.8  121.8  401.8   0.00   0.00
 2015 302   128   13.3   11.6   12.5   20.8   41.6   0.18   35.5   21.9   28.3   31.0   11.8   28.3   31.0  121.5  401.8   0.00   0.00
 2015 303   129    0.0   11.6   12.5   23.2   46.4   0.09   35.1   21.9   28.1   30.7   11.6   28.1   30.7  120.9  401.8   0.00   0.00
 2015 304   130    0.1   11.6   12.5   18.4   36.8   0.27   34.5   23.2   28.5   30.8   12.6   28.5   30.8  121.2  401.8   0.00   0.00
 2015 305   131    0.0   11.6   12.5   14.0   28.0   0.45   32.3   24.3   28.1   29.7   13.5   28.1   29.7  121.9  401.8   0.00   0.00
 2015 306   132    0.0   11.6   12.4   21.5   43.0   0.15   35.3   21.9   28.2   30.9   10.9   28.2   30.9  122.9  401.8   0.00   0.00
 2015 307   133    0.0   11.6   12.4   23.1   46.2   0.08   35.5   20.7   27.7   30.6    9.5   27.7   30.6  123.6  401.8   0.00   0.00
 2015 308   134    0.1   11.6   12.4   23.2   46.4   0.07   35.4   18.9   26.7   29.9    7.5   26.7   29.9  125.2  401.8   0.00   0.00
 2015 309   135    0.0   11.6   12.4   21.6   43.2   0.13   35.1   19.5   26.9   29.9    7.8   26.9   29.9  126.2  401.8   0.00   0.00
 2015 310   136    0.2   11.6   12.4   20.4   40.8   0.18   34.7   19.6   26.7   29.7    7.6   26.7   29.7  127.3  401.8   0.00   0.00
 2015 311   137    0.2   11.6   12.4   20.9   41.8   0.16   35.0   18.8   26.5   29.6    6.7   26.5   29.6  129.0  401.8   0.00   0.00
 2015 312   138    0.2   11.5   12.4   21.0   42.0   0.15   35.5   19.3   27.0   30.1    6.7   27.0   30.1  130.2  401.8   0.00   0.00
 2015 313   139    0.1   11.5   12.4   21.3   42.6   0.13   36.6   20.7   28.2   31.3    7.6   28.2   31.3  132.3  401.8   0.00   0.00
 2015 314   140    0.0   11.5   12.4   21.2   42.4   0.14   36.8   21.5   28.7   31.7    7.9   28.7   31.7  133.5  401.8   0.00   0.00
 2015 315   141    0.1   11.5   12.4   19.6   39.2   0.20   35.9   20.2   27.6   30.7    6.3   27.6   30.7  134.6  401.8   0.00   0.00
 2015 316   142    0.0   11.5   12.4   20.0   40.0   0.18   36.1   18.7   26.9   30.3    4.7   26.9   30.3  135.2  401.8   0.00   0.00
 2015 317   143    0.0   11.5   12.4   21.0   42.0   0.14   36.8   19.8   27.8   31.1    5.4   27.8   31.1  136.5  401.8   0.00   0.00
 2015 318   144    0.0   11.5   12.4   22.4   44.8   0.08   36.4   15.7   25.5   29.5    1.3   25.5   29.5  137.0  401.8   0.00   0.00
 2015 319   145    0.0   11.5   12.4   22.0   44.0   0.09   37.1   15.6   25.7   29.9    0.9   25.7   29.9  138.1  402.2   0.00   0.00
 2015 320   146    0.0   11.5   12.4   21.7   43.4   0.10   36.6   16.9   26.2   30.0    1.7   26.2   30.0  139.4  402.2   0.00   0.00
 2015 321   147    0.0   11.5   12.4   20.8   41.6   0.13   36.3   17.2   26.2   29.9    1.6   26.2   29.9  138.9  402.2   0.00   0.00
