*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:33
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2015 210    36    34   39.2    0.0   39.2   0.00   2.96   39.2   32.7    6.5    3.0   2.96   1.13    0.00    0.08
 2015 211    37    35   42.1    0.0   42.1   0.00   2.91   42.1   34.2    7.9    2.9   2.91   1.13    0.00    0.08
 2015 212    38    36   45.4    0.0   45.4   0.00   2.86   45.5   35.8    9.6    2.9   2.86   1.13    0.00    0.09
 2015 213    39    37   48.7    0.0   48.7   0.00   2.82   48.9   37.3   11.4    2.8   2.82   1.13    0.00    0.10
 2015 214    40    38   50.9    0.0   50.9   0.00   2.78   51.1   38.8   12.1    2.8   2.78   1.11    0.00    0.10
 2015 215    41    39   53.7    0.0   53.7   0.00   2.73   54.0   39.8   13.9    2.7   2.73   1.12    0.00    0.11
 2015 216    42    40   55.7    0.0   55.7   0.00   2.69   56.0   40.3   15.4    2.7   2.69   1.11    0.00    0.12
 2015 217    43    41   57.7    0.0   57.7   0.00   2.66   58.1   40.7   17.0    2.7   2.66   1.11    0.00    0.13
 2015 218    44    42   60.5    0.0   60.5   0.00   2.62   61.0   41.2   19.3    2.6   2.62   1.12    0.00    0.13
 2015 219    45    43   60.6    0.0   60.6   0.00   2.58   61.1   40.9   19.7    2.6   2.58   1.08    0.00    0.14
 2015 220    46    44   63.1    0.0   63.1   0.00   2.55   63.7   41.2   21.8    2.5   2.55   1.11    0.00    0.15
 2015 221    47    45   65.0    0.0   65.0   0.00   2.51   65.7   41.4   23.6    2.5   2.51   1.11    0.00    0.16
 2015 222    48    46   66.7    0.0   66.7   0.00   2.48   67.5   41.4   25.3    2.5   2.48   1.10    0.00    0.17
 2015 223    49    47   69.6    0.0   69.6   0.00   2.45   70.5   41.9   27.7    2.4   2.45   1.12    0.00    0.18
 2015 224    50    48   70.8    0.0   70.8   0.00   2.40   71.7   41.7   29.0    2.4   2.40   1.10    0.00    0.19
 2015 225    51    49   73.4    0.0   73.4   0.00   2.38   74.4   42.2   31.2    2.4   2.38   1.11    0.00    0.20
 2015 226    52    50   73.4    0.0   73.4   0.00   2.35   74.4   41.9   31.5    2.4   2.35   1.11    0.00    0.20
 2015 227    53    51   74.5    0.0   74.5   0.00   2.31   75.6   41.8   32.7    2.3   2.31   1.10    0.00    0.21
 2015 228    54    52   76.2    0.0   76.2   0.00   2.29   77.4   42.1   34.1    2.3   2.29   1.11    0.00    0.22
 2015 229    55    53   76.2    0.0   76.2   0.00   2.24   77.4   41.7   34.5    2.2   2.24   1.09    0.00    0.22
 2015 230    56    54   77.2    0.0   77.2   0.00   2.26   78.5   41.5   35.7    2.3   2.26   1.09    0.00    0.23
 2015 231    57    55   77.2    0.0   77.2   0.00   2.26   78.5   40.9   36.3    2.3   2.26   1.07    0.00    0.23
 2015 232    58    56   77.2    0.0   77.2   0.00   2.26   78.5   40.3   36.9    2.3   2.26   1.06    0.00    0.23
 2015 233    59    57   77.2    0.0   77.2   0.00   2.26   78.5   39.8   37.5    2.3   2.26   1.04    0.00    0.23
 2015 234    60    58   77.2    0.0   77.2   0.00   2.26   78.5   39.1   38.1    2.3   2.26   1.02    0.00    0.23
 2015 235    61    59   77.2    0.0   77.2   0.00   2.27   78.5   38.5   38.8    2.3   2.27   0.99    0.00    0.23
 2015 236    62    60   77.2    0.0   77.2   0.00   2.28   78.5   37.9   39.3    2.3   2.28   0.98    0.00    0.23
 2015 237    63    61   77.2    0.0   77.2   0.00   2.30   78.5   37.3   39.9    2.3   2.30   0.96    0.00    0.23
 2015 238    64    62   77.2    0.0   77.2   0.00   2.32   78.5   36.8   40.4    2.3   2.32   0.97    0.00    0.23
 2015 239    65    63   77.2    1.5   75.7   1.71   2.27   78.5   36.1   39.6    2.3   2.27   0.89    0.00    0.23
 2015 240    66    64   77.2    3.1   74.1   1.73   2.23   78.5   35.3   38.8    2.2   2.23   0.87    0.00    0.23
 2015 241    67    65   77.2    4.7   72.6   1.72   2.18   78.5   34.6   38.0    2.2   2.18   0.86    0.00    0.23
 2015 242    68    66   77.2    6.2   71.0   1.73   2.13   78.5   33.8   37.2    2.1   2.13   0.83    0.00    0.23
 2015 243    69    67   77.2    7.8   69.4   1.73   2.09   78.5   33.1   36.3    2.1   2.09   0.80    0.00    0.23
 2015 244    70    68   77.2    9.3   67.9   1.72   2.05   78.5   32.5   35.4    2.1   2.05   0.80    0.00    0.23
 2015 245    71    69   77.2   10.9   66.3   1.73   1.99   78.5   31.6   34.7    2.0   1.99   0.76    0.00    0.23
 2015 246    72    70   77.2   12.5   64.8   1.73   1.95   78.5   30.9   33.9    1.9   1.95   0.76    0.00    0.23
 2015 247    73    71   77.2   14.0   63.2   1.73   1.90   78.5   30.1   33.1    1.9   1.90   0.73    0.00    0.23
 2015 248    74    72   77.2   15.6   61.6   1.73   1.85   78.5   29.4   32.2    1.9   1.85   0.72    0.00    0.23
 2015 249    75    73   77.2   17.1   60.1   1.73   1.81   78.5   28.7   31.5    1.8   1.81   0.71    0.00    0.23
 2015 250    76    74   77.2   18.5   58.7   1.73   1.76   78.5   28.0   30.7    1.8   1.76   0.67    0.00    0.23
 2015 251    77    75   77.2   20.1   57.1   1.73   1.72   78.5   27.2   29.9    1.7   1.72   0.65    0.00    0.23
 2015 252    78    76   77.2   21.7   55.6   1.73   1.67   78.5   26.5   29.1    1.7   1.67   0.65    0.00    0.23
 2015 253    79    77   77.2   23.0   54.2   1.74   1.63   78.5   25.9   28.4    1.6   1.63   0.62    0.00    0.23
 2015 254    80    78   77.2   24.5   52.7   1.74   1.58   78.5   25.1   27.6    1.6   1.58   0.61    0.00    0.23
 2015 255    81    79   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 256    82    80   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 257    83    81   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 258    84    82   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 259    85    83   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 260    86    84   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 261    87    85   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 262    88    86   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 263    89    87   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 264    90    88   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 265    91    89   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 266    92    90   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 267    93    91   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 268    94    92   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 269    95    93   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 270    96    94   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 271    97    95   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 272    98    96   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 273    99    97   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 274   100    98   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 275   101    99   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 276   102   100   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 277   103   101   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 278   104   102   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 279   105   103   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 280   106   104   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 281   107   105   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 282   108   106   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 283   109   107   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 284   110   108   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 285   111   109   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 286   112   110   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 287   113   111   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 288   114   112   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 289   115   113   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 290   116   114   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 291   117   115   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 292   118   116   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 293   119   117   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 294   120   118   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 295   121   119   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 296   122   120   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 297   123   121   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 298   124   122   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 299   125   123   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 300   126   124   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 301   127   125   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 302   128   126   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 303   129   127   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 304   130   128   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 305   131   129   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 306   132   130   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 307   133   131   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 308   134   132   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 309   135   133   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 310   136   134   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 311   137   135   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 312   138   136   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 313   139   137   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 314   140   138   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 315   141   139   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 316   142   140   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 317   143   141   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 318   144   142   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 319   145   143   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 320   146   144   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
 2015 321   147   145   77.2   26.0   51.2   1.74   1.54   78.5   24.4   26.8    1.5   1.54   0.60    0.00    0.23
